transcript_id	wt_mrna_YPD1.genes.results	wt_mrna_YPD2.genes.results	wt_mrna_YPD3.genes.results	ncs2d_mrna_YPD1.genes.results	ncs2d_mrna_YPD2.genes.results	ncs2d_mrna_YPD3.genes.results	elp6d_mrna_YPD1.genes.results	elp6d_mrna_YPD2.genes.results	elp6d_mrna_YPD3.genes.results	ncs2d_elp6d_mrna_YPD1.genes.results	ncs2d_elp6d_mrna_YPD2.genes.results	ncs2d_elp6d_mrna_YPD3.genes.results
YOL022C	109.07	103.34	114.44	101.83	119.77	103.28	106.18	92.72	92.37	102.57	100.7	96.92
YOL023W	12.66	10.09	10.16	12.09	13.48	11.61	10.3	11.82	11.78	14.02	9.39	13.7
YOL024W	1.49	1.91	1.4	1.81	2.37	0.82	2.0	4.21	2.41	2.66	4.33	4.47
YOL025W	13.09	13.57	15.24	16.77	16.38	14.99	15.17	18.11	16.98	18.98	18.92	16.65
YOL026C	124.4	115.32	102.64	116.1	107.14	119.37	110.99	105.04	113.05	127.48	123.14	114.5
YOL027C	50.98	53.18	60.47	57.87	59.96	68.33	55.34	56.56	60.75	79.34	75.13	81.07
YOL028C	34.33	32.24	30.93	37.28	37.91	26.25	36.96	35.29	39.02	49.22	38.97	42.71
YOL029C	41.46	42.0	50.01	40.01	50.91	50.78	50.75	49.52	47.04	58.52	48.32	53.98
YOL030W	175.32	182.13	155.17	210.4	188.74	180.32	202.35	227.47	206.19	212.95	253.63	222.29
YOL031C	44.4	38.02	43.9	35.28	41.23	35.37	44.18	41.76	41.35	39.65	23.35	38.17
YOL032W	29.46	25.89	33.39	30.75	36.76	40.9	34.8	32.34	30.38	42.83	38.12	42.26
YOL033W	22.44	19.95	19.48	21.87	25.18	25.36	19.03	22.4	19.84	20.79	19.15	20.27
YOL034W	10.25	8.48	14.15	10.52	11.18	13.08	10.34	9.16	12.75	15.61	7.85	14.74
YOL036W	37.2	36.6	37.64	50.71	45.95	37.1	45.64	50.42	47.65	50.75	59.49	51.46
YOL038C-A	14.79	14.18	22.52	21.28	17.61	30.29	16.96	19.79	17.58	20.27	15.59	19.21
YOL038W	240.63	248.77	233.92	260.66	299.4	317.55	271.93	315.3	286.75	368.76	317.96	341.58
YOL039W	3576.65	5353.59	3314.34	3304.15	2932.36	3413.21	3155.86	3248.21	2986.05	2956.98	3255.76	2978.64
YOL040C	3750.48	3708.45	3807.16	3603.04	3046.24	3800.64	3645.6	3616.64	3716.74	3078.79	3829.83	3412.88
YOL041C	70.34	62.62	94.13	57.2	98.28	106.88	84.82	73.06	87.76	115.14	65.12	119.72
YOL042W	29.53	25.9	30.41	31.72	38.16	31.02	32.5	34.24	34.11	39.13	27.22	33.63
YOL043C	21.94	14.68	19.99	16.72	22.43	19.29	18.35	18.1	19.21	26.97	16.62	22.47
YOL044W	30.39	23.48	22.23	26.17	29.71	25.39	25.75	26.62	29.0	25.64	27.96	27.82
YOL045W	24.09	20.39	26.34	27.78	29.4	25.95	26.27	27.62	29.8	35.53	29.32	35.54
YOL047C	3.29	4.21	2.83	4.1	4.06	4.93	3.5	5.08	4.53	6.51	4.62	5.75
YOL048C	27.26	25.53	29.4	39.98	40.23	42.25	38.54	39.56	38.63	60.37	49.91	58.27
YOL049W	153.33	144.1	144.38	166.65	171.88	143.38	150.15	162.31	154.97	182.45	170.13	162.77
YOL051W	22.55	19.8	24.78	24.76	22.68	18.56	29.59	27.56	27.74	31.73	33.99	31.92
YOL052C	72.08	83.3	76.24	84.14	77.25	74.49	80.42	78.36	83.79	81.37	98.69	78.04
YOL052C-A	12.72	16.69	11.76	15.82	24.88	12.07	13.82	27.59	29.67	54.49	62.97	36.65
YOL053W	19.58	19.72	23.57	21.19	29.55	25.41	24.1	23.0	26.28	33.1	21.04	29.01
YOL054W	27.62	26.58	27.83	31.42	40.69	38.12	27.26	30.75	29.88	41.01	32.32	38.45
YOL055C	22.31	20.86	20.96	24.37	26.53	22.34	25.32	24.2	23.21	27.71	25.95	29.24
YOL056W	47.29	36.43	45.28	40.51	47.38	47.29	38.84	40.85	41.93	44.76	25.75	47.22
YOL057W	90.72	83.26	81.27	83.83	85.8	74.95	72.36	78.89	73.04	69.04	76.42	69.98
YOL058W	53.41	48.43	50.84	54.55	56.51	60.27	103.89	100.11	103.1	82.9	91.72	82.64
YOL059W	151.74	142.72	132.53	155.58	120.85	113.99	129.61	132.02	131.4	106.81	131.43	107.57
YOL060C	42.8	38.42	40.29	49.18	42.32	36.35	40.94	46.43	43.55	51.11	46.3	50.92
YOL061W	189.2	173.64	184.58	224.1	205.96	194.13	213.01	218.06	212.34	217.73	258.17	219.98
YOL062C	86.73	85.61	90.29	105.81	106.05	94.46	103.15	97.28	90.73	101.43	98.14	92.03
YOL063C	22.58	20.16	22.29	30.11	25.26	24.19	23.18	26.78	26.18	30.18	33.67	27.4
YOL064C	103.67	88.44	98.64	94.87	97.05	96.2	110.98	107.16	107.74	85.85	83.49	83.3
YOL065C	30.54	27.0	27.5	33.5	34.27	30.46	29.19	29.93	29.67	39.43	32.45	35.7
YOL066C	38.89	35.02	34.28	36.75	44.72	42.08	38.77	38.46	41.32	50.0	35.7	42.79
YOL067C	45.49	44.77	36.21	45.95	51.41	31.06	42.19	44.41	45.61	55.91	47.05	49.31
YOL068C	91.0	74.46	78.97	107.56	108.58	88.21	81.45	88.85	89.77	109.5	99.52	105.57
YOL069W	29.62	22.94	31.05	26.91	33.37	34.62	31.21	29.55	32.24	40.69	35.46	34.23
YOL070C	50.68	44.42	47.95	52.45	66.18	47.77	45.47	47.64	58.11	77.48	48.17	71.42
YOL071W	30.33	24.02	34.66	26.12	34.18	37.02	32.07	33.19	27.81	38.6	51.7	33.73
YOL072W	30.03	28.33	26.88	39.02	37.63	36.04	34.77	33.11	36.49	43.48	43.69	38.83
YOL073C	52.61	45.8	48.88	59.91	57.31	56.96	50.47	55.23	57.18	68.16	68.29	63.56
YOL075C	8.02	9.83	10.23	11.16	9.13	8.19	9.75	9.5	8.93	11.3	11.85	10.52
YOL076W	46.72	39.21	44.71	48.74	59.84	48.31	44.9	38.69	51.38	64.92	34.02	58.25
YOL077C	271.47	223.2	258.14	267.35	306.55	286.26	257.01	237.65	268.82	283.0	246.67	268.36
YOL077W-A	97.99	74.81	111.36	100.04	126.23	145.38	118.66	144.62	130.06	172.1	161.14	153.5
YOL078W	11.91	10.24	11.43	12.55	16.25	11.94	13.32	12.31	14.72	18.77	10.8	15.79
YOL080C	43.11	33.72	46.59	32.24	46.21	44.23	37.43	36.24	45.38	48.74	29.11	46.96
YOL081W	9.25	9.44	13.31	10.16	9.18	9.83	11.59	10.77	10.94	10.91	14.33	10.7
YOL082W	41.58	38.56	47.47	46.83	47.91	39.13	39.41	45.68	37.3	41.6	36.35	38.84
YOL083W	8.55	8.9	11.27	8.24	12.67	11.06	10.29	12.95	11.18	14.57	11.17	11.8
YOL084W	0.79	1.1	0.99	2.25	1.51	1.21	1.22	1.53	1.1	3.34	3.87	2.89
YOL085C	5.6	3.58	1.57	3.39	3.56	2.86	3.86	7.94	7.04	7.68	9.74	6.12
YOL086C	11519.11	12387.26	10398.0	10085.42	9949.68	10203.28	9871.61	10008.53	10236.83	8936.54	9173.91	9001.2
YOL086W-A	62.68	65.44	58.4	37.97	50.44	62.9	52.73	52.79	54.41	48.49	48.82	55.85
YOL087C	23.1	20.34	20.86	24.7	23.4	19.09	22.41	21.43	24.72	27.93	23.13	25.52
YOL088C	110.96	108.32	109.0	101.11	118.07	100.33	99.18	108.75	107.18	116.26	107.69	108.2
YOL089C	15.85	13.93	16.21	16.48	17.97	17.68	14.72	14.71	16.28	16.17	16.39	16.52
YOL090W	43.65	39.54	43.88	45.28	52.75	41.34	43.0	45.39	39.93	51.83	30.56	43.18
YOL091W	2.01	2.2	1.96	2.8	2.46	3.8	2.38	1.99	2.85	4.12	3.17	3.66
YOL092W	230.28	232.9	194.02	237.36	260.01	226.23	230.13	234.73	263.59	260.68	267.93	233.37
YOL093W	60.54	61.44	58.32	55.02	70.21	63.16	58.78	57.92	53.19	68.97	50.08	63.32
YOL094C	50.04	43.73	48.92	52.17	49.47	46.09	42.78	50.58	47.02	52.18	48.04	50.07
YOL095C	17.07	12.69	16.56	17.59	18.62	15.64	16.32	17.44	17.8	19.94	13.45	16.66
YOL096C	26.37	22.36	23.41	30.52	30.42	32.15	26.59	30.78	21.5	34.36	34.89	32.34
YOL097C	271.89	232.87	274.38	256.49	270.87	254.58	274.94	257.01	282.33	285.24	255.27	287.54
YOL097W-A	24.77	19.89	19.76	21.9	25.51	44.24	27.64	21.78	25.58	26.97	28.04	26.48
YOL098C	83.21	83.42	79.91	104.41	91.15	80.44	84.13	87.83	81.1	95.53	100.44	91.15
YOL100W	13.77	11.92	15.08	14.83	18.02	14.24	14.26	17.34	18.3	23.47	18.69	21.41
YOL101C	38.17	33.67	29.46	42.63	49.2	36.32	35.51	35.48	39.82	52.05	45.65	43.77
YOL102C	56.57	56.21	63.84	47.83	60.51	65.28	50.07	61.77	58.69	67.0	49.16	59.81
YOL103W	65.25	59.33	58.64	76.87	87.23	69.49	71.81	74.31	78.86	92.83	65.57	81.29
YOL103W-A	6.91	6.58	6.57	6.4	5.74	6.22	6.88	5.06	5.49	4.12	4.27	3.78
YOL103W-B	0.4	0.26	0.78	0.12	0.29	0.44	0.04	0.09	0.1	0.19	0.11	0.09
YOL104C	30.44	31.78	33.77	12.99	11.98	13.19	8.34	8.77	8.6	2.53	3.9	3.35
YOL105C	18.97	19.99	17.13	16.67	18.6	14.82	17.36	17.42	15.18	16.95	19.09	17.23
YOL107W	30.94	24.31	28.69	40.79	37.45	32.14	27.93	34.66	35.14	43.48	43.7	39.62
YOL108C	23.44	35.46	27.18	23.35	39.01	30.08	18.79	22.91	23.31	31.81	19.87	25.95
YOL109W	2236.92	1860.86	2228.62	1592.06	2666.84	2969.82	2073.21	1902.5	2393.18	2710.55	1203.03	2571.13
YOL110W	37.83	45.86	37.58	37.19	43.68	40.34	45.28	47.04	48.65	48.91	52.19	47.61
YOL111C	120.51	115.33	109.91	107.11	96.27	95.64	98.91	101.59	102.12	85.75	117.39	97.86
YOL112W	41.15	43.19	36.51	38.76	44.78	36.6	38.38	41.24	37.02	44.68	40.3	44.78
YOL113W	24.79	20.83	22.94	22.65	29.78	24.28	28.97	27.99	26.28	38.68	26.13	34.35
YOL114C	5.96	10.2	6.87	5.22	8.92	9.06	6.83	8.68	7.37	10.32	7.57	8.67
YOL115W	43.31	45.39	45.12	48.18	52.37	49.39	47.11	45.59	44.7	59.99	51.82	57.8
YOL116W	30.35	28.44	32.43	25.83	32.5	29.19	28.56	30.43	31.33	30.01	26.24	32.21
YOL117W	11.1	9.66	12.22	9.78	11.73	10.53	9.55	9.22	11.44	15.19	10.7	12.92
YOL118C	19.78	17.38	19.69	20.97	38.87	33.54	42.54	27.36	37.79	39.99	44.95	37.55
YOL119C	51.55	48.0	45.75	87.44	88.05	71.32	82.76	85.85	78.61	131.09	131.66	110.26
YOL120C	5005.15	5095.79	5113.32	4076.02	3932.49	4669.77	4629.99	4659.05	4549.69	3502.21	3733.54	3877.84
YOL121C	2637.35	2429.39	2381.83	2074.85	2266.84	2232.35	2013.42	1994.92	2112.77	1844.31	1648.27	1885.14
YOL122C	47.62	38.17	42.47	46.51	54.41	43.95	51.06	47.87	52.12	62.6	54.97	61.82
YOL123W	130.32	106.79	143.18	117.6	138.87	144.02	139.38	120.63	155.28	184.12	129.4	187.9
YOL124C	83.26	69.71	85.89	77.3	86.8	85.75	79.72	76.87	86.07	96.21	61.45	94.24
YOL125W	51.21	46.47	52.31	58.75	63.87	61.04	59.17	58.97	55.86	56.25	62.6	57.56
YOL126C	104.8	81.59	72.75	80.9	81.21	73.42	70.94	84.2	83.03	59.57	63.0	50.99
YOL127W	5290.65	4731.31	5537.84	4572.03	4783.11	5751.38	5123.24	4811.48	5303.09	4537.72	4327.1	4770.68
YOL128C	33.23	29.64	31.08	31.67	37.62	32.0	33.87	29.59	30.26	31.51	29.01	30.81
YOL129W	264.9	237.43	211.85	270.14	281.06	246.13	275.55	248.49	256.75	291.58	285.46	271.87
YOL130W	62.75	58.21	58.65	62.76	65.23	48.15	60.89	66.67	56.42	56.37	50.49	53.47
YOL131W	0.0	0.37	0.55	1.06	1.49	0.0	0.0	2.2	0.6	1.92	1.85	0.47
YOL132W	2.4	2.3	2.79	3.86	2.82	2.22	3.29	4.49	3.06	3.8	4.75	3.43
YOL133W	113.33	94.23	127.32	129.05	156.98	155.53	146.05	126.28	132.59	164.81	151.8	149.57
YOL135C	35.29	31.61	40.61	31.54	39.54	42.69	33.15	31.64	32.01	43.85	45.83	37.43
YOL136C	42.02	38.61	38.22	47.63	44.42	38.44	42.56	45.16	42.6	40.22	47.84	36.12
YOL137W	31.28	26.63	30.05	39.65	35.65	33.5	27.64	34.9	31.92	38.19	44.95	38.27
YOL138C	9.11	9.43	13.66	13.68	10.24	12.53	14.46	12.12	14.7	15.23	14.95	15.69
YOL139C	885.32	826.67	861.35	774.39	867.64	808.78	783.92	719.75	807.36	714.7	688.49	713.15
YOL140W	41.63	40.99	41.89	52.49	49.36	50.14	49.17	52.22	51.42	43.36	56.06	45.59
YOL141W	9.36	7.89	10.33	13.64	11.61	10.91	11.96	12.24	13.03	13.28	14.9	13.23
YOL142W	83.9	65.97	80.92	97.46	96.55	99.21	93.15	90.97	98.49	108.58	108.78	109.49
YOL143C	452.56	446.72	392.53	336.95	395.53	337.34	326.93	295.76	339.67	260.57	255.3	271.17
YOL144W	37.87	35.44	45.13	40.54	53.4	48.0	40.04	43.01	39.41	53.26	39.68	49.5
YOL145C	37.79	32.26	41.83	31.06	46.85	35.49	33.47	31.28	39.59	53.36	26.66	49.19
YOL146W	62.39	55.36	59.24	50.87	63.25	62.6	56.09	52.03	52.76	58.22	40.05	53.23
YOL147C	56.07	49.2	52.62	75.52	80.06	82.71	84.23	79.33	82.07	91.16	106.12	93.64
YOL148C	33.29	21.39	33.04	30.19	38.47	27.65	33.88	34.06	37.6	42.22	22.09	41.12
YOL149W	64.72	51.68	72.61	72.2	95.08	91.39	81.95	73.32	83.25	102.76	63.69	105.4
YOL151W	134.28	129.1	187.46	203.13	245.87	277.32	299.49	289.95	290.26	415.49	377.47	332.7
YOL152W	34.34	35.55	33.23	58.96	58.13	46.7	71.84	79.84	73.75	65.44	73.09	59.31
YOL153C	10.51	11.22	11.29	14.05	13.16	9.55	13.26	14.56	12.12	14.94	15.54	16.11
YOL154W	20.62	13.29	18.63	17.48	22.29	22.15	21.07	24.21	23.57	19.24	20.0	22.85
YOL155C	54.74	52.78	54.8	98.86	86.61	64.56	93.91	107.21	89.46	183.85	268.92	180.99
YOL155W-A	17.16	9.52	13.33	24.62	24.96	27.14	29.01	18.03	22.09	25.25	28.56	25.99
YOL156W	6.2	5.58	5.91	9.88	10.32	5.88	10.47	10.06	7.39	11.72	14.26	11.81
YOL157C	6.35	6.94	6.41	5.57	5.76	6.06	8.66	6.05	6.24	6.49	5.81	6.41
YOL158C	295.77	225.72	223.56	363.48	335.6	270.55	287.51	315.08	296.65	260.85	308.11	264.72
YOL159C	43.54	34.54	46.42	36.61	47.45	50.3	49.37	43.1	54.82	54.73	66.06	55.7
YOL159C-A	39.47	36.5	43.72	45.99	57.52	44.39	59.12	55.61	47.55	64.53	46.98	60.68
YOL160W	2.61	3.58	2.1	3.73	3.92	2.86	3.43	3.08	3.24	5.53	6.79	5.52
YOL161C	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.44	0.0	0.49
YOL162W	4.8	4.03	2.39	5.09	4.39	3.61	4.59	6.16	6.73	7.57	8.54	6.8
YOL163W	3.29	4.37	5.51	4.6	7.24	4.15	2.03	6.92	6.96	6.66	9.0	5.36
YOL164W	32.29	32.38	24.07	33.7	33.28	29.45	28.98	33.21	32.08	30.27	28.2	27.59
YOL164W-A	6.8	3.26	2.39	3.09	7.12	2.6	6.24	7.96	6.93	13.97	15.04	8.42
YOL165C	3.63	0.53	0.75	0.0	0.47	0.1	1.0	2.07	3.37	2.66	1.83	2.76
YOL166W-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR001W	64.95	60.5	61.8	79.16	78.58	68.71	72.39	72.53	68.13	82.91	89.64	79.22
YOR002W	120.89	99.69	107.47	125.8	120.16	104.24	120.76	128.17	118.04	112.72	136.28	107.38
YOR003W	12.84	12.48	13.31	13.82	14.84	14.18	13.16	13.32	14.99	15.28	17.57	14.78
YOR004W	102.64	91.39	116.54	97.44	130.51	134.69	83.63	82.44	96.19	99.21	61.39	97.31
YOR005C	11.68	10.84	11.95	13.85	16.78	12.17	12.76	15.32	12.23	16.5	13.7	14.28
YOR006C	60.19	61.15	60.77	40.87	62.76	65.0	42.86	45.99	43.0	57.46	40.91	53.25
YOR007C	545.15	524.31	624.15	679.79	714.5	714.63	648.07	653.18	619.93	721.42	714.02	708.56
YOR008C	86.73	69.93	74.1	83.71	93.36	77.18	99.09	89.92	98.09	108.25	94.34	92.17
YOR008C-A	5.03	3.75	2.75	4.06	6.92	4.58	5.13	4.36	3.7	2.76	3.98	5.36
YOR009W	10.46	9.77	12.5	14.87	13.97	12.89	15.49	15.94	15.53	16.32	22.33	16.22
YOR010C	21.49	19.45	19.09	23.12	22.44	20.29	23.08	25.74	22.77	33.93	32.62	30.09
YOR011W	9.9	10.15	10.95	14.82	11.98	9.65	13.41	14.75	12.35	14.65	20.5	13.44
YOR011W-A	1.81	0.0	1.28	1.65	2.31	2.97	4.86	2.62	4.93	3.98	4.78	3.38
YOR012W	36.61	35.4	31.83	38.35	36.07	36.95	27.76	42.27	42.68	34.95	34.83	37.45
YOR014W	49.0	41.66	50.69	53.75	52.19	44.1	52.5	54.49	52.66	62.64	53.56	61.95
YOR015W	53.67	65.43	57.2	59.75	58.93	71.84	54.64	63.85	56.5	84.76	70.52	64.2
YOR016C	101.96	99.74	100.69	106.81	125.06	115.25	107.91	108.04	110.88	112.7	120.65	114.69
YOR017W	17.97	15.24	18.19	16.13	21.13	17.63	14.6	17.42	18.93	22.28	15.5	22.57
YOR018W	17.7	14.72	14.68	18.65	19.11	13.21	19.65	20.73	19.85	23.32	20.15	20.52
YOR019W	10.53	8.78	10.01	11.85	12.6	11.96	12.15	9.71	11.92	14.56	12.72	13.49
YOR020C	849.6	943.21	1014.82	938.78	922.34	1171.81	1028.36	943.08	912.67	1035.68	1074.1	1060.78
YOR020W-A	41.79	43.62	49.27	40.93	55.31	66.96	44.21	54.6	39.74	68.73	37.8	59.75
YOR021C	250.81	228.84	264.08	245.71	304.22	292.54	248.56	233.96	243.02	276.48	199.86	263.49
YOR022C	13.74	12.36	14.12	14.99	16.65	14.55	14.29	16.19	13.97	17.58	12.17	14.64
YOR023C	33.66	36.41	37.78	59.07	51.16	49.02	50.89	60.73	52.47	62.32	73.37	70.09
YOR025W	53.43	48.24	48.9	58.01	60.18	58.37	60.4	64.36	58.06	79.38	73.54	79.73
YOR026W	51.12	43.52	53.17	57.78	59.86	58.35	55.72	59.92	65.63	67.76	51.87	66.98
YOR027W	227.01	252.2	311.23	337.62	322.14	324.04	301.61	312.76	283.53	358.18	366.68	402.85
YOR028C	18.78	16.87	20.41	20.26	26.7	23.64	21.03	23.23	28.77	36.06	19.13	32.77
YOR029W	3.04	1.09	2.94	1.38	3.62	2.28	4.8	2.64	2.32	5.62	2.4	3.49
YOR030W	17.9	16.55	19.56	24.4	21.09	20.33	24.01	24.28	23.66	31.01	26.52	25.74
YOR031W	16.11	21.17	23.06	34.7	29.57	25.1	25.33	24.34	28.58	33.36	32.55	31.95
YOR032C	8.52	8.74	6.34	9.01	9.36	7.83	8.62	10.35	7.71	7.91	9.11	8.41
YOR032W-A	4.35	4.17	8.74	7.91	11.26	7.81	5.71	2.97	6.34	11.76	7.87	8.7
YOR033C	27.49	23.73	30.07	24.3	32.24	32.31	30.68	25.72	27.19	31.0	19.03	29.85
YOR034C	30.91	27.29	29.38	26.18	25.29	22.65	27.1	30.04	25.35	22.88	23.93	20.6
YOR034C-A	19.73	21.9	16.42	23.59	18.3	9.93	22.04	23.2	16.93	21.35	20.11	18.46
YOR035C	18.28	20.02	20.63	22.04	22.06	17.97	19.5	18.58	20.71	22.32	28.59	19.74
YOR036W	38.45	32.4	33.24	39.99	47.8	42.83	38.77	45.03	41.78	51.38	47.73	48.98
YOR037W	29.17	26.49	29.33	26.62	34.69	29.47	26.39	27.58	30.99	29.25	20.53	28.77
YOR038C	26.28	24.19	27.46	33.83	34.42	27.62	30.9	30.16	28.36	32.87	36.58	30.87
YOR039W	165.51	150.33	153.93	137.32	161.21	140.32	133.61	138.55	136.93	140.63	109.0	139.03
YOR040W	21.4	20.95	25.59	22.75	21.83	22.13	27.33	24.76	26.36	25.21	24.35	23.71
YOR042W	79.31	76.44	76.31	78.7	72.35	75.67	67.08	74.33	65.84	87.48	108.59	87.31
YOR043W	86.81	80.9	75.92	97.04	91.59	87.74	86.53	93.88	82.11	102.32	108.06	96.34
YOR044W	30.72	22.94	25.98	21.74	23.32	30.74	22.46	23.36	24.38	26.61	19.77	28.58
YOR045W	439.79	293.91	348.54	346.71	410.77	444.62	430.01	405.47	485.31	403.46	366.16	357.92
YOR046C	191.93	161.4	187.48	195.26	224.2	207.61	192.61	184.94	192.63	223.03	186.42	230.5
YOR047C	29.29	20.94	26.44	28.22	34.35	31.52	29.22	27.97	30.95	43.34	31.6	39.74
YOR048C	55.93	56.33	54.77	67.9	70.95	56.07	65.91	62.18	67.05	74.82	67.97	71.64
YOR049C	23.53	23.97	28.94	29.73	32.46	27.78	29.24	34.19	27.54	31.95	28.48	28.11
YOR051C	131.45	125.01	151.37	108.61	129.67	138.24	149.94	133.39	137.01	151.55	101.74	141.74
YOR052C	110.84	96.45	106.24	157.79	184.96	139.56	133.67	128.37	134.52	165.22	147.15	160.36
YOR054C	18.85	20.35	17.42	18.01	20.0	14.57	15.58	16.31	19.56	18.69	13.21	15.66
YOR056C	71.01	63.26	73.54	72.79	86.18	74.0	70.25	77.09	73.71	89.65	61.67	76.11
YOR057W	72.26	71.28	66.08	85.35	90.13	92.46	63.84	70.82	60.97	89.71	96.85	91.73
YOR058C	12.1	10.14	15.8	11.31	14.45	12.85	12.87	13.98	15.0	24.54	15.9	20.1
YOR059C	49.69	40.6	47.42	53.33	58.77	55.71	47.47	50.34	47.24	60.1	53.5	52.74
YOR060C	29.23	24.96	27.74	26.71	30.57	22.11	27.17	31.27	26.79	32.18	25.5	28.46
YOR061W	127.01	106.07	111.18	133.43	147.23	136.52	135.13	126.48	146.17	165.33	156.41	166.94
YOR062C	19.67	13.45	18.58	23.29	20.28	22.81	21.08	26.79	23.65	30.22	34.02	30.34
YOR063W	5889.56	6050.78	5971.95	5314.5	5358.61	5744.06	5773.62	5884.62	5550.51	4764.46	5150.47	4959.71
YOR064C	30.07	32.41	39.77	33.75	46.25	47.56	35.17	38.54	40.65	42.66	37.13	36.83
YOR065W	62.08	80.34	51.01	70.29	76.11	53.28	67.52	78.68	78.82	96.8	78.65	89.77
YOR066W	26.71	26.2	27.49	44.94	33.71	26.86	35.09	38.02	34.64	36.16	43.54	38.01
YOR067C	82.37	74.91	73.01	88.58	93.03	70.46	72.47	81.39	77.12	95.07	92.41	82.14
YOR068C	2.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.34	0.02
YOR069W	35.57	38.69	35.04	40.02	46.22	38.58	33.61	32.24	31.86	44.88	30.16	39.2
YOR070C	29.39	28.7	24.93	34.98	34.01	29.56	30.41	35.49	30.68	34.36	35.31	32.96
YOR071C	43.57	44.41	36.51	39.5	38.5	27.48	44.5	50.25	45.95	38.18	40.65	36.23
YOR072W	6.47	8.14	7.11	8.09	8.09	4.86	14.38	11.41	10.1	7.32	7.35	7.76
YOR072W-B	0.0	0.0	1.07	0.0	1.45	0.0	0.0	0.33	0.0	0.63	0.6	0.3
YOR073W	23.8	17.08	26.96	19.14	28.17	27.5	19.67	21.65	27.12	37.32	21.09	32.2
YOR074C	51.12	48.88	50.53	68.33	77.75	80.12	61.75	67.23	68.49	95.55	85.33	91.85
YOR075W	27.95	18.27	34.35	22.55	30.82	36.36	27.61	18.0	27.33	33.19	11.99	32.51
YOR076C	22.4	16.87	27.2	23.97	31.65	27.02	21.94	23.45	26.13	32.94	22.65	27.81
YOR077W	18.94	17.81	16.84	13.16	15.04	19.99	13.42	12.41	18.74	18.17	11.89	17.37
YOR078W	77.39	67.84	95.06	69.05	93.86	105.85	85.55	77.89	82.86	116.04	80.4	101.86
YOR079C	57.15	48.55	50.17	71.04	77.0	66.66	58.41	56.2	62.74	73.05	68.36	70.89
YOR080W	19.15	16.07	20.46	20.55	25.98	25.23	22.93	19.6	21.98	32.19	20.94	30.09
YOR081C	27.53	28.96	25.45	32.49	29.29	22.05	26.76	29.31	27.07	31.22	37.34	28.57
YOR083W	20.83	27.84	18.86	18.79	21.66	18.19	18.68	24.25	22.64	26.17	30.03	22.86
YOR084W	39.95	44.11	36.28	35.39	37.0	37.21	41.33	42.56	44.2	43.19	45.33	42.56
YOR085W	108.69	103.85	107.47	122.31	107.11	108.52	117.72	127.4	131.21	125.56	152.34	131.35
YOR086C	40.17	42.86	46.02	50.49	44.64	40.35	45.4	45.61	42.09	53.0	57.84	52.11
YOR087W	45.27	44.83	40.26	55.18	55.77	51.97	49.85	51.89	46.49	57.75	53.37	53.94
YOR089C	108.53	79.9	111.66	110.15	141.07	129.19	108.52	105.11	110.48	144.8	97.44	142.05
YOR090C	48.86	45.09	50.99	56.52	60.36	52.34	53.43	60.26	55.77	56.6	61.76	56.17
YOR091W	93.28	87.74	110.59	84.3	93.07	107.05	103.11	97.69	96.14	107.4	96.89	107.45
YOR092W	32.81	31.66	29.35	33.76	30.51	26.2	35.18	36.72	33.28	28.32	31.28	29.72
YOR093C	14.04	12.72	14.71	15.85	16.9	14.62	14.74	15.07	15.96	18.13	15.05	16.47
YOR094W	68.63	66.69	63.37	63.85	78.56	76.38	67.71	66.87	68.14	90.52	63.88	76.85
YOR095C	219.56	179.04	187.68	186.43	197.57	190.41	184.86	156.84	160.8	153.57	134.0	139.7
YOR096W	4217.5	3921.91	3969.18	3253.87	3548.65	3982.06	3795.92	3538.18	3792.33	2930.44	2445.2	3107.14
YOR097C	45.02	35.42	37.31	53.13	56.42	52.79	48.83	54.46	49.49	59.15	50.09	51.23
YOR098C	58.04	57.13	61.91	77.14	70.58	46.86	72.56	68.55	69.38	75.02	87.74	73.41
YOR099W	248.26	234.83	241.09	225.8	215.5	215.85	240.92	245.09	233.83	200.87	214.94	200.5
YOR100C	2.12	1.65	2.05	2.89	3.54	2.17	3.04	5.06	3.11	4.25	5.55	5.83
YOR101W	98.66	96.86	95.52	102.26	111.5	103.95	100.47	99.78	96.24	98.64	103.13	97.95
YOR103C	231.42	178.05	198.4	198.13	246.64	247.12	218.29	184.55	215.03	226.53	204.35	222.53
YOR104W	21.37	18.85	23.35	20.59	28.24	14.4	22.77	21.03	27.6	42.21	20.94	38.41
YOR105W	10.0	10.38	10.21	12.48	9.56	22.39	23.95	17.76	14.66	21.24	15.19	12.34
YOR106W	27.05	16.55	34.47	18.74	28.1	24.29	29.27	27.38	27.87	26.89	19.69	27.66
YOR107W	10.93	12.36	9.16	18.46	20.83	16.46	23.79	18.55	23.06	26.04	29.91	25.31
YOR108W	142.77	153.43	145.29	154.61	137.42	125.05	162.12	165.92	158.91	137.83	155.39	136.68
YOR109W	27.05	27.67	36.84	42.36	30.52	34.95	41.77	36.54	41.44	43.02	53.64	46.91
