transcript_id	wt_mrna_YPD1.isoforms.results	wt_mrna_YPD2.isoforms.results	wt_mrna_YPD3.isoforms.results	ncs2d_mrna_YPD1.isoforms.results	ncs2d_mrna_YPD2.isoforms.results	ncs2d_mrna_YPD3.isoforms.results	elp6d_mrna_YPD1.isoforms.results	elp6d_mrna_YPD2.isoforms.results	elp6d_mrna_YPD3.isoforms.results	ncs2d_elp6d_mrna_YPD1.isoforms.results	ncs2d_elp6d_mrna_YPD2.isoforms.results	ncs2d_elp6d_mrna_YPD3.isoforms.results
NM_001181984.1	253.0	307.0	438.0	360.0	391.0	549.0	268.0	727.0	600.0	445.0	416.0	894.0
NM_001181985.1	377.0	431.0	531.0	470.0	484.0	741.0	327.0	969.0	774.0	527.0	588.0	1044.0
NM_001181986.1	361.0	324.0	469.0	484.0	378.0	757.0	343.0	919.0	766.0	507.0	559.0	1008.0
NM_001184484.1	180.0	222.0	328.0	183.0	171.0	373.0	187.0	536.0	488.0	246.0	287.0	566.0
NM_001181987.1	1858.0	1720.0	2509.0	1895.0	1941.0	3274.0	1611.0	4062.0	3235.0	1870.0	2099.0	3886.0
NM_001181989.1	155.0	154.0	233.0	213.0	192.0	277.0	137.0	421.0	282.0	265.0	312.0	559.0
NM_001181990.1	405.0	399.0	542.0	458.0	473.0	791.0	339.0	964.0	686.0	548.0	426.0	1173.0
NM_001181991.1	329.0	267.0	414.0	292.0	346.0	585.0	240.0	688.0	630.0	434.0	374.0	792.0
NM_001181992.1	276.0	288.0	448.0	285.0	337.0	526.0	248.0	540.0	596.0	344.0	237.0	700.0
NM_001181993.1	1472.0	1479.0	2960.0	1636.0	1812.0	3219.0	1641.0	3355.0	3706.0	2640.0	2242.0	5487.0
NM_001181994.1	290.0	269.0	417.0	333.0	434.0	752.0	303.0	639.0	678.0	570.0	342.0	1071.0
NM_001181995.1	798.0	815.0	935.0	921.0	1024.0	1344.0	603.0	1730.0	1626.0	978.0	960.0	1976.0
NM_001181996.1	14826.0	14898.0	21897.0	18170.0	14353.0	29479.0	13636.0	35383.0	32939.0	19066.0	26962.0	45402.0
NM_001181997.1	56499.0	68027.0	75157.0	56441.0	49491.0	94712.0	52160.0	145262.0	131719.0	65290.0	89923.0	147241.0
NM_001348854.1	5.0	6.0	3.0	10.0	13.0	3.0	11.0	31.0	9.0	12.0	19.0	45.0
NM_001348855.1	133.0	163.0	179.0	175.0	217.0	321.0	168.0	556.0	428.0	321.0	299.0	590.0
NM_001182000.1	2174.0	2210.0	3044.0	2679.0	2614.0	4239.0	2454.0	6289.0	5441.0	3717.0	3417.0	7641.0
NM_001182001.1	807.0	833.0	1168.0	881.0	968.0	1467.0	670.0	1600.0	1566.0	1117.0	909.0	2149.0
NM_001182002.1	512.0	510.0	704.0	591.0	612.0	907.0	421.0	1164.0	986.0	757.0	632.0	1403.0
NM_001182003.1	316.0	311.0	438.0	425.0	345.0	497.0	282.0	763.0	620.0	431.0	539.0	820.0
NM_001182004.1	384.0	362.0	547.0	457.0	513.0	788.0	337.0	958.0	770.0	649.0	518.0	1373.0
