gene_id	SRR1944924.genes.results	SRR1944925.genes.results	SRR1944926.genes.results	SRR1944927.genes.results	SRR1944928.genes.results	SRR1944929.genes.results
YBL100W-C	1.67	4.0	4.71	9.72	2.46	0.89
YBL101C	9.31	8.71	11.17	17.06	13.52	10.05
YBL102W	132.57	118.35	114.91	138.03	150.08	149.85
YBL103C	23.37	18.7	23.86	28.05	28.93	21.7
YBL104C	15.22	15.83	16.44	20.6	21.6	17.25
YBL105C	20.95	21.62	23.33	29.17	29.55	22.39
YBL106C	10.98	11.07	14.18	14.96	12.62	13.51
YBL107C	41.9	38.78	52.57	41.43	61.12	57.62
YBL108C-A	0.0	0.0	0.0	0.0	0.0	2.62
YBL111C	0.0	0.0	0.0	0.0	0.0	0.0
YBL112C	0.0	0.0	0.0	0.0	0.0	0.0
YBL113C	3.27	3.61	3.67	4.65	4.05	4.4
YBR001C	25.84	24.15	25.81	37.92	36.82	25.97
YBR002C	66.62	60.03	53.03	62.08	66.43	51.43
YBR003W	39.85	38.43	35.01	46.88	46.56	43.24
YBR004C	32.77	27.91	29.22	37.51	40.36	32.73
YBR005W	33.11	25.97	28.02	29.58	32.03	28.71
YBR006W	15.09	14.26	14.41	18.34	18.32	15.48
YBR007C	15.53	15.55	16.08	18.68	19.41	14.38
YBR008C	42.22	46.6	42.93	50.12	50.4	37.48
YBR009C	1646.08	1555.47	1581.35	1611.06	1937.32	1841.27
YBR010W	1855.95	1713.27	1707.16	1561.84	1707.62	1755.15
YBR011C	578.33	575.47	736.82	809.07	552.53	705.44
YBR012W-A	0.0	0.0	0.0	0.0	0.0	0.0
YBR012W-B	5.47	3.98	6.39	5.77	5.27	3.98
YBR013C	14.43	15.66	27.53	30.17	29.43	39.61
YBR014C	79.23	60.66	77.44	68.83	86.78	85.02
YBR015C	65.82	71.98	69.45	91.85	72.03	63.48
YBR016W	95.21	66.28	73.51	106.4	82.2	79.82
YBR017C	65.13	64.07	67.66	92.79	77.2	69.35
YBR018C	2.95	3.48	3.89	4.87	3.96	3.73
YBR019C	0.88	1.19	0.88	1.71	1.73	0.8
YBR020W	0.0	0.0	0.0	0.0	0.0	0.0
YBR021W	17.24	15.6	16.02	13.37	17.72	10.29
YBR022W	34.86	25.74	32.01	44.01	39.76	41.15
YBR023C	49.33	57.22	52.51	63.97	63.03	41.9
YBR024W	18.22	13.93	19.87	15.28	18.48	18.4
YBR025C	497.98	511.88	549.84	533.53	509.62	506.19
YBR026C	57.33	61.21	56.47	77.52	81.28	72.05
YBR027C	12.44	11.05	14.09	19.5	18.57	16.66
YBR028C	34.22	28.92	33.28	33.8	36.93	28.26
YBR029C	80.74	78.23	76.41	95.64	83.18	79.52
YBR030W	39.3	36.17	34.25	47.54	52.8	40.42
YBR031W	2743.26	3318.65	2663.58	2746.07	2307.64	2374.28
YBR032W	4.87	2.67	4.67	3.72	3.76	7.07
YBR033W	6.23	5.48	6.35	6.55	6.19	4.28
YBR034C	121.48	109.44	109.95	124.19	133.83	125.07
YBR035C	95.59	110.83	121.87	108.87	100.66	110.85
YBR036C	157.66	157.45	137.88	181.13	180.82	145.38
YBR037C	42.39	43.32	41.56	51.24	52.14	46.25
YBR038W	32.8	31.52	33.9	40.88	35.25	27.12
YBR039W	130.3	124.03	118.03	150.97	173.87	151.08
YBR040W	0.72	0.58	0.6	1.87	1.42	2.83
YBR041W	49.01	46.77	42.97	59.97	60.56	49.44
YBR042C	75.58	63.07	66.62	75.4	76.47	72.45
YBR043C	39.41	37.63	35.09	49.93	49.12	39.34
YBR044C	21.84	17.97	23.38	22.95	24.62	23.19
YBR045C	2.6	3.31	3.44	3.63	4.11	4.17
YBR046C	33.1	29.47	33.13	32.07	30.72	32.36
YBR047W	18.03	18.06	20.19	16.74	22.29	25.68
YBR048W	2195.66	2085.53	2172.34	2176.6	1917.78	2122.03
YBR049C	32.39	27.84	37.21	35.52	39.37	34.24
YBR050C	3.51	3.06	3.53	3.41	2.09	1.82
YBR052C	127.17	134.76	138.44	151.29	139.08	152.43
YBR053C	51.59	53.88	61.23	39.61	40.03	37.84
YBR054W	41.55	42.13	43.76	21.61	25.43	20.43
YBR055C	22.64	23.75	23.86	28.23	28.05	22.32
YBR056W	35.78	35.61	38.01	44.29	42.99	38.15
YBR056W-A	22.66	24.69	18.21	15.02	13.66	18.46
YBR057C	28.38	23.63	25.96	28.25	34.44	29.72
YBR058C	40.63	35.62	43.98	49.67	47.33	39.67
YBR058C-A	239.9	194.53	206.96	255.31	326.87	273.59
YBR059C	17.27	17.44	20.42	27.06	21.92	22.04
YBR060C	32.05	31.39	31.68	36.08	34.23	31.72
YBR061C	66.17	61.1	65.5	69.82	73.41	67.24
YBR062C	45.53	37.41	46.54	62.65	61.57	66.2
YBR063C	26.99	24.08	33.75	29.0	35.17	31.15
YBR065C	24.39	20.07	21.15	23.22	25.51	16.63
YBR066C	43.91	36.81	49.48	34.33	48.54	34.92
YBR067C	531.59	554.48	448.66	446.3	409.09	439.52
YBR068C	201.67	187.65	173.76	316.51	286.67	214.33
YBR069C	9.75	9.01	11.06	14.69	15.31	15.11
YBR070C	54.37	56.46	58.45	47.87	50.75	51.39
YBR071W	59.75	57.76	55.72	73.49	78.92	57.22
YBR072C-A	2.52	4.24	2.68	1.84	3.72	2.7
YBR072W	21.14	28.09	26.24	41.1	37.28	25.19
YBR073W	50.55	44.11	45.04	63.76	69.57	48.31
YBR074W	32.66	29.71	35.29	40.66	34.2	29.85
YBR076W	2.74	2.53	3.08	5.43	3.89	4.23
YBR077C	78.41	83.33	81.21	105.08	110.92	101.84
YBR078W	1042.24	1084.92	1056.27	1122.72	890.56	929.55
YBR079C	148.81	159.66	143.92	181.81	165.07	129.21
YBR080C	52.12	46.76	57.73	73.34	55.04	55.16
YBR081C	11.82	10.26	16.23	14.32	16.16	15.44
YBR082C	495.22	433.14	553.84	553.63	555.78	608.2
YBR083W	37.39	37.98	42.37	47.01	42.48	35.67
YBR084C-A	2072.79	2285.91	2090.43	1983.92	2053.6	2041.89
YBR084W	106.34	106.08	124.76	126.25	114.82	100.76
YBR085C-A	145.74	151.0	109.05	168.87	199.78	173.89
YBR085W	30.48	24.74	31.95	22.93	21.34	23.67
YBR086C	79.91	85.27	82.85	104.31	88.05	68.37
YBR087W	78.35	71.02	79.56	73.59	76.36	75.28
YBR088C	194.98	186.79	183.78	206.08	219.57	219.8
YBR089C-A	169.68	149.63	177.69	142.85	149.51	168.02
YBR090C	18.9	10.88	16.07	14.92	15.96	19.08
YBR091C	63.41	47.28	64.52	60.38	67.32	85.8
YBR092C	217.58	212.5	199.69	269.4	253.56	224.02
YBR093C	83.15	71.53	75.33	33.34	30.56	20.93
YBR094W	28.06	25.65	29.68	33.2	33.6	27.28
YBR095C	24.54	24.41	25.99	30.52	34.3	27.86
YBR096W	179.0	159.41	151.43	182.72	201.43	162.75
YBR097W	8.11	7.2	10.02	9.34	9.39	9.43
YBR098W	13.24	11.64	11.32	12.82	16.34	15.84
YBR101C	129.46	133.23	139.89	149.12	182.75	162.44
YBR102C	20.32	17.92	23.74	30.21	24.63	21.45
YBR103W	31.23	30.46	32.47	40.65	46.11	35.35
YBR104W	68.84	60.45	66.01	57.47	60.33	52.8
YBR105C	13.1	12.56	12.56	23.45	17.16	21.82
YBR106W	999.05	961.37	1089.79	984.06	969.32	1059.73
YBR107C	29.01	26.7	26.69	27.35	30.51	22.3
YBR108W	9.79	10.3	10.36	13.79	11.61	10.06
YBR109C	386.88	414.83	434.83	397.96	377.44	409.29
YBR110W	68.2	61.77	62.62	79.47	80.08	70.75
YBR111C	141.17	141.56	152.31	151.77	162.34	162.88
YBR111W-A	46.65	45.06	58.79	41.12	58.61	52.02
YBR112C	30.0	25.81	34.25	41.55	35.4	24.13
YBR114W	7.97	8.17	9.91	14.47	12.37	10.92
YBR115C	37.97	38.3	40.79	72.75	51.87	49.48
YBR117C	7.17	8.24	7.36	9.65	8.08	6.16
YBR118W	6824.3	6793.08	7278.6	7332.18	6282.42	6573.61
YBR119W	22.13	19.48	21.0	23.03	24.22	18.27
YBR120C	20.97	18.63	21.61	28.02	25.96	26.86
YBR121C	409.65	428.15	412.94	417.28	387.77	378.2
YBR122C	85.16	80.68	89.66	98.35	109.04	115.83
YBR123C	24.67	22.26	24.33	30.04	30.2	23.05
YBR125C	40.0	35.19	36.82	47.51	54.13	46.21
YBR126C	61.05	68.02	60.77	98.07	70.06	75.54
YBR126W-A	422.27	432.19	451.12	388.52	468.93	477.08
YBR127C	313.58	341.22	343.94	386.23	310.7	327.32
YBR128C	8.77	6.61	9.22	8.83	9.74	8.49
YBR129C	43.11	41.96	42.08	48.5	52.67	53.95
YBR130C	50.66	48.97	60.31	55.5	62.41	56.09
YBR131W	12.74	11.03	12.42	16.42	15.09	11.73
YBR132C	4.91	6.04	4.67	7.66	5.3	6.81
YBR133C	47.14	47.41	50.28	48.79	46.82	37.1
YBR135W	80.49	62.04	67.38	65.88	59.88	53.61
YBR136W	3.84	4.22	4.86	4.74	4.49	3.5
YBR137W	62.63	68.21	75.65	75.32	83.32	90.93
YBR138C	9.23	6.8	13.53	10.77	13.12	12.0
YBR139W	32.73	32.94	30.92	45.13	35.71	28.74
YBR140C	8.35	8.72	11.49	10.95	8.95	8.99
YBR141C	22.37	19.81	19.73	29.93	32.76	27.75
YBR142W	42.88	41.19	47.98	49.95	57.84	51.24
YBR143C	393.45	365.25	378.22	365.03	408.84	348.0
YBR144C	1.0	0.64	0.24	0.65	2.63	2.69
YBR145W	25.07	21.58	19.9	19.7	24.43	25.72
YBR146W	69.67	62.47	72.19	62.46	67.42	62.25
YBR147W	1.82	1.97	2.31	2.12	3.57	0.97
YBR148W	1.19	1.65	1.64	1.1	1.75	1.49
YBR149W	140.21	143.52	151.73	168.95	156.7	150.51
YBR150C	8.35	8.16	9.23	9.6	9.05	8.06
YBR151W	197.06	212.42	176.05	176.53	200.71	164.33
YBR152W	7.14	6.73	8.35	9.21	12.09	6.25
YBR153W	30.74	27.79	37.25	36.0	42.99	40.08
YBR154C	194.21	156.63	207.22	177.16	223.98	205.14
YBR155W	38.3	35.46	38.7	38.95	45.15	44.81
YBR156C	10.15	7.75	10.51	11.73	13.28	10.64
YBR157C	38.97	29.7	34.39	35.15	39.52	30.89
YBR158W	169.49	177.73	169.86	239.56	256.58	191.29
YBR159W	193.04	180.2	198.29	177.67	180.07	173.64
YBR160W	58.45	49.35	61.55	66.51	72.18	59.94
YBR161W	29.55	23.93	25.21	27.14	31.47	25.41
YBR162C	533.65	598.74	501.12	524.61	413.36	367.83
YBR162W-A	330.21	295.52	353.09	333.14	381.34	380.83
YBR163W	25.49	23.02	29.11	27.78	32.08	28.75
YBR164C	187.76	158.98	199.63	196.44	227.49	220.1
YBR165W	33.6	27.75	35.45	43.46	43.8	40.36
YBR166C	61.93	53.41	63.28	63.14	67.81	61.81
YBR167C	16.61	25.33	27.92	24.21	31.88	28.53
YBR168W	26.93	18.63	22.12	24.9	29.79	23.86
YBR169C	14.35	15.06	14.53	11.66	11.28	9.29
YBR170C	45.82	44.29	44.58	63.6	65.19	46.74
YBR171W	144.79	136.65	123.12	142.58	187.04	166.69
YBR172C	44.19	35.33	34.59	43.09	52.39	40.1
YBR173C	140.67	129.6	152.2	161.52	168.16	148.03
YBR175W	52.61	45.74	54.33	71.5	72.26	76.67
YBR176W	30.46	27.77	31.93	32.29	35.91	34.61
YBR177C	67.74	68.46	70.87	103.96	87.81	78.56
YBR179C	20.03	16.68	19.46	20.66	23.25	21.85
YBR180W	5.49	4.72	4.33	4.29	4.28	3.65
YBR181C	2679.69	2699.27	2632.35	2238.93	2297.35	2492.88
YBR182C	8.93	8.25	8.45	11.0	11.9	7.93
YBR182C-A	3.71	2.03	3.37	6.18	1.56	5.39
YBR183W	9.42	10.56	13.16	15.34	12.71	11.11
YBR184W	4.76	3.5	7.85	4.02	6.51	6.64
YBR185C	31.81	27.9	30.86	36.05	35.04	34.02
YBR186W	12.03	10.55	9.91	12.32	14.21	10.82
YBR187W	282.46	282.8	247.4	300.39	296.69	273.93
YBR188C	27.68	26.53	27.04	28.12	27.93	27.72
YBR189W	4128.59	4435.66	4585.04	3660.01	3815.58	4466.5
YBR191W	3284.4	2948.99	3362.05	2828.0	2834.79	3387.31
YBR192W	39.29	32.82	34.72	35.13	42.44	35.24
YBR193C	39.65	29.74	38.2	40.25	34.87	32.4
YBR194W	18.82	21.32	18.74	33.25	31.93	30.95
YBR195C	31.65	29.03	30.76	40.8	38.13	38.32
YBR196C	1315.49	1312.32	1266.6	1298.28	1180.92	1061.01
YBR196C-A	4.75	5.2	2.4	6.59	3.33	4.72
YBR196C-B	13.18	9.02	17.3	21.96	16.64	8.56
YBR197C	36.95	34.63	36.57	47.24	35.0	34.6
YBR198C	35.83	34.04	40.2	60.61	49.36	43.82
YBR199W	127.76	115.56	118.65	145.54	159.3	120.95
YBR200W	34.72	29.26	31.21	36.23	37.13	33.91
YBR200W-A	0.0	0.0	0.44	0.0	0.61	0.33
YBR201C-A	10.67	13.15	10.41	18.27	19.46	21.19
YBR201W	36.12	23.14	34.72	36.09	37.8	36.37
YBR202W	36.41	33.96	33.8	41.76	40.9	28.18
YBR203W	4.82	5.15	4.74	4.38	4.77	3.88
YBR204C	26.37	23.71	20.87	28.51	29.1	25.74
YBR205W	160.77	152.76	145.64	166.91	163.97	141.23
YBR207W	83.39	72.66	63.66	82.03	84.28	65.57
YBR208C	8.8	8.99	10.84	15.06	13.0	12.09
YBR209W	7.63	9.86	7.74	7.1	13.69	15.26
YBR210W	61.8	60.43	64.39	73.57	84.11	58.66
YBR211C	33.11	26.86	28.73	35.74	33.83	32.69
YBR212W	26.68	27.07	25.71	33.51	32.92	25.0
YBR213W	10.58	13.65	13.85	18.54	15.53	12.5
YBR214W	22.11	28.42	22.46	31.21	24.61	25.45
YBR215W	21.27	19.56	21.09	21.63	24.08	22.23
YBR216C	26.87	28.13	28.02	34.61	32.61	26.01
YBR217W	26.54	18.85	30.09	26.35	31.51	34.51
YBR218C	46.42	49.42	52.74	65.85	50.19	47.76
YBR219C	0.0	0.0	0.72	0.0	0.0	0.0
YBR220C	54.02	47.52	46.04	53.01	54.01	40.13
YBR221C	410.09	436.44	401.24	378.73	384.8	367.87
YBR221W-A	14.12	6.32	10.65	15.55	23.12	20.64
YBR222C	69.72	74.99	67.33	73.58	60.46	56.05
YBR223C	13.8	13.8	12.43	19.54	14.27	11.99
YBR225W	5.63	6.33	6.6	10.52	7.19	7.25
