gene_id	SRR1944924.genes.results	SRR1944925.genes.results	SRR1944926.genes.results	SRR1944927.genes.results	SRR1944928.genes.results	SRR1944929.genes.results
YAL037W	8.43	7.77	11.28	8.99	12.51	13.19
YAL038W	5262.71	5781.62	5334.15	5872.69	4640.85	5077.4
YAL039C	50.06	50.61	44.45	55.44	53.67	52.63
YAL040C	30.44	28.96	26.74	34.37	31.8	24.39
YAL041W	34.78	33.1	33.78	44.2	44.87	37.49
YAL042W	266.63	265.75	256.91	293.43	306.01	290.99
YAL043C	45.75	48.82	44.61	67.93	54.9	44.33
YAL044C	399.0	315.51	310.14	402.24	431.53	437.46
YAL044W-A	101.04	92.8	100.96	85.19	85.28	101.7
YAL046C	76.5	66.44	93.37	87.79	96.48	110.55
YAL047C	11.25	8.69	11.02	10.22	14.53	13.43
YAL048C	17.71	15.33	17.09	19.88	18.95	13.38
YAL049C	101.05	97.54	104.72	99.82	114.69	112.51
YAL051W	19.27	16.95	19.6	22.42	23.98	20.21
YAL053W	60.91	58.38	54.9	72.12	66.55	50.43
YAL054C	10.01	8.41	9.75	11.1	11.64	11.12
YAL055W	22.66	16.46	21.29	17.56	24.09	22.52
YAL056W	35.01	31.98	28.2	39.5	39.61	30.06
YAL058W	39.56	40.26	40.75	41.17	40.92	42.52
YAL059W	79.7	85.76	92.58	79.45	88.33	98.87
YAL060W	121.22	126.14	105.03	121.96	119.18	105.83
YAL061W	27.37	29.34	24.3	32.18	25.58	28.45
YAL062W	21.18	24.51	24.14	23.5	17.0	20.36
YAL063C	4.49	5.31	5.78	5.99	5.98	5.19
YAL063C-A	3.94	5.03	3.07	3.98	6.67	3.82
YAL064C-A	4.32	1.94	2.87	5.99	4.61	3.27
YAL064W	1.34	1.71	1.88	0.41	2.55	1.22
YAL064W-B	3.59	3.24	4.01	3.93	7.67	2.06
YAL065C	9.1	6.19	6.58	8.76	5.8	4.38
YAL067C	2.28	2.05	2.12	1.74	1.26	2.01
YAL067W-A	0.55	0.53	0.78	1.01	0.0	0.0
YAL068C	0.0	0.0	0.0	0.0	0.0	0.0
YAR002C-A	377.77	404.22	402.18	354.03	395.73	427.3
YAR002W	81.68	72.47	82.67	73.86	87.23	76.86
YAR003W	49.92	50.4	45.71	56.24	55.35	52.87
YAR007C	80.62	74.31	77.82	77.1	89.95	80.28
YAR008W	42.37	36.99	47.04	38.65	48.47	52.27
YAR009C	2.5	1.55	4.2	3.0	3.8	3.88
YAR010C	0.1	0.0	0.21	0.36	0.19	0.0
YAR014C	54.2	55.38	50.53	57.5	59.57	46.19
YAR015W	290.56	253.92	207.65	190.71	197.23	174.75
YAR018C	28.16	23.15	27.74	28.14	32.65	24.61
YAR019C	11.61	11.39	9.9	14.85	12.48	11.13
YAR020C	14.77	7.79	5.71	16.1	13.36	9.27
YAR023C	13.67	8.97	13.15	16.35	12.8	10.21
YAR027W	90.69	81.79	83.18	79.95	92.39	82.15
YAR028W	47.62	41.4	50.32	57.03	55.04	53.19
YAR029W	19.6	22.55	22.43	20.86	27.74	23.23
YAR031W	21.39	21.93	26.1	20.59	21.62	23.15
YAR033W	41.29	35.44	32.35	37.05	45.59	42.59
YAR035C-A	2.87	2.75	6.06	1.31	5.47	3.14
YAR035W	7.83	8.85	6.49	10.71	10.98	7.93
YAR042W	22.09	22.13	25.41	24.07	22.98	18.06
YAR050W	1.96	1.72	2.25	3.07	2.16	1.44
YAR061W	5.46	3.87	4.32	4.23	3.63	2.3
YAR064W	2.39	7.9	7.92	6.18	4.86	3.21
YAR066W	8.59	0.0	9.83	8.87	4.04	3.41
YAR068W	38.56	23.45	42.04	32.14	24.07	30.91
YAR071W	80.18	78.71	80.41	30.91	27.62	14.27
YBL001C	308.92	303.89	271.19	303.19	330.59	364.41
YBL002W	1344.84	1424.02	1435.92	1226.81	1263.86	1327.78
YBL003C	2021.27	1731.88	2064.91	1748.26	2031.32	2176.78
YBL004W	20.07	19.12	26.57	23.67	22.36	21.43
YBL005W	33.87	29.28	36.71	42.21	38.39	38.64
YBL005W-A	27.44	26.05	30.02	37.81	40.82	29.64
YBL005W-B	8.14	6.66	10.53	9.74	11.02	9.13
YBL006C	117.13	93.99	101.25	91.05	106.13	99.99
YBL007C	67.21	65.74	66.07	78.52	66.62	50.55
YBL008W	20.96	17.45	20.34	23.55	27.28	22.2
YBL008W-A	2.16	2.52	3.33	2.92	4.01	2.94
YBL009W	39.67	42.68	46.02	43.76	44.46	40.02
YBL010C	31.11	26.7	30.34	29.11	36.56	30.49
YBL011W	51.63	58.28	52.57	57.4	53.09	43.57
YBL013W	7.28	6.45	4.96	7.7	5.17	2.61
YBL014C	21.67	17.76	20.81	27.93	27.32	21.14
YBL015W	31.46	31.67	26.02	26.63	28.08	21.57
YBL016W	74.89	65.88	63.18	72.19	74.28	71.93
YBL017C	29.21	31.36	31.76	32.03	31.06	26.14
YBL018C	115.2	96.62	113.55	120.68	141.15	125.05
YBL019W	17.63	18.03	14.63	14.12	20.4	16.73
YBL020W	44.92	46.12	41.89	61.16	52.94	42.38
YBL021C	43.26	41.47	41.64	48.2	52.51	57.57
YBL022C	58.55	55.34	62.42	87.41	90.79	78.72
YBL023C	31.25	32.57	27.77	31.52	30.49	26.01
YBL024W	102.54	102.77	119.61	109.81	102.75	122.86
YBL025W	38.85	39.22	43.85	47.88	53.0	53.17
YBL026W	173.71	113.97	182.0	124.52	141.48	206.5
YBL027W	3050.8	3264.69	3500.45	2711.81	2839.48	3540.72
YBL028C	156.84	125.92	173.98	117.57	165.72	233.55
YBL029C-A	55.81	58.21	44.55	42.6	46.36	40.7
YBL029W	16.2	16.42	14.64	13.15	19.84	15.66
YBL030C	285.21	376.66	278.59	427.42	361.98	353.5
YBL031W	28.41	17.62	23.85	27.34	26.21	27.93
YBL032W	159.92	193.15	142.39	142.0	141.25	138.59
YBL033C	52.91	53.62	48.51	54.15	60.13	52.26
YBL034C	7.66	6.46	10.32	7.31	9.01	9.0
YBL035C	31.35	34.39	32.37	40.56	38.2	33.51
YBL036C	147.31	147.67	164.08	166.3	190.38	189.1
YBL037W	16.64	17.96	19.93	25.19	18.34	18.98
YBL038W	64.78	53.17	67.62	60.56	77.32	76.8
YBL039C	239.87	231.38	230.33	215.71	223.12	207.16
YBL039W-B	42.9	25.87	50.08	37.73	41.53	29.83
YBL040C	252.31	214.1	247.45	262.21	280.52	272.08
YBL041W	307.18	258.87	301.53	285.99	337.57	319.94
YBL042C	84.05	82.6	76.9	72.83	71.59	67.54
YBL043W	0.67	0.81	1.3	1.84	2.09	1.19
YBL044W	2.09	2.67	2.44	1.26	1.99	2.09
YBL045C	111.07	109.4	103.79	135.1	149.81	125.46
YBL046W	32.52	29.85	35.63	30.81	39.83	38.63
YBL047C	39.58	37.3	45.55	48.22	45.46	39.53
YBL048W	12.27	5.88	7.76	8.92	12.08	12.51
YBL049W	22.54	19.54	20.61	26.66	27.06	20.9
YBL050W	128.45	135.8	122.39	122.26	139.91	137.13
YBL051C	29.47	24.17	39.12	38.21	37.37	38.71
YBL052C	24.62	20.16	29.0	20.7	31.84	31.13
YBL054W	38.68	34.04	41.03	45.8	47.94	45.17
YBL055C	52.84	47.86	58.59	52.47	48.85	53.47
YBL056W	191.16	184.49	183.83	211.06	213.63	198.13
YBL057C	128.64	110.8	136.97	134.4	147.81	144.83
YBL058W	158.84	157.39	163.65	223.91	223.74	208.69
YBL059C-A	58.52	44.58	69.72	53.18	78.64	67.05
YBL059W	18.72	13.25	26.47	24.3	23.78	27.12
YBL060W	25.54	20.09	22.65	23.85	33.62	28.47
YBL061C	45.65	36.88	50.5	43.77	49.48	48.42
YBL063W	8.06	6.13	10.21	9.29	10.27	10.5
YBL064C	90.87	94.42	89.49	117.24	117.69	118.74
YBL066C	6.69	6.12	6.34	9.76	7.94	5.09
YBL067C	34.23	36.85	36.2	34.83	40.2	32.02
YBL068W	120.7	107.91	127.97	135.47	139.1	127.68
YBL069W	42.97	46.64	40.12	49.76	43.16	41.75
YBL071C	107.14	105.1	105.01	137.73	129.36	133.9
YBL071C-B	6.01	1.15	9.29	7.64	4.58	15.74
YBL071W-A	174.64	186.87	156.14	221.26	221.89	215.82
YBL072C	5155.03	5337.22	5755.79	4364.69	4500.13	5169.36
YBL074C	18.37	15.97	19.11	25.6	22.87	16.58
YBL075C	24.06	26.62	24.34	36.81	33.13	26.96
YBL076C	280.44	292.67	302.31	348.88	304.35	289.3
YBL078C	19.19	17.01	20.86	28.3	34.15	36.36
YBL079W	26.43	25.37	35.24	36.88	34.07	36.03
YBL080C	15.1	14.78	14.01	13.13	16.54	17.1
YBL081W	25.06	24.48	28.91	39.53	31.76	24.84
YBL082C	76.36	80.68	66.84	92.76	84.36	80.6
YBL084C	21.14	15.84	14.57	22.41	25.53	19.61
YBL085W	38.21	30.23	34.45	36.27	40.79	29.4
YBL086C	20.03	15.7	22.1	23.65	32.1	27.48
YBL087C	3255.58	3099.78	2882.26	2671.61	2927.67	2881.69
YBL088C	5.33	5.43	7.45	5.89	5.52	5.18
YBL089W	31.83	27.87	30.24	41.44	36.93	34.95
YBL090W	49.71	48.81	56.74	49.58	54.06	62.6
YBL091C	159.9	175.59	181.0	149.44	152.82	163.41
YBL091C-A	33.35	35.96	38.08	31.42	31.3	43.63
YBL092W	4344.29	3984.32	4720.0	4000.99	3923.6	4787.56
YBL093C	93.53	72.55	94.38	87.13	93.59	92.46
YBL095W	29.03	34.13	29.41	27.4	27.96	36.15
YBL097W	9.58	7.96	15.46	9.39	12.11	12.26
YBL098W	31.95	30.81	28.71	38.42	41.19	37.36
YBL099W	141.94	171.48	160.5	174.72	164.92	169.72
YBL100W-A	0.0	0.0	0.0	0.0	0.0	0.0
YBL100W-B	2.01	1.4	2.26	1.72	2.53	2.01
YBL100W-C	2.02	4.84	5.67	11.0	2.88	1.1
YBL101C	11.27	10.54	13.44	19.31	15.86	12.41
YBL102W	160.44	143.22	138.24	156.18	176.15	185.09
YBL103C	28.28	22.63	28.7	31.74	33.96	26.8
YBL104C	18.42	19.16	19.77	23.31	25.36	21.31
YBL105C	25.35	26.16	28.07	33.01	34.68	27.65
YBL106C	13.29	13.4	17.05	16.93	14.81	16.68
YBL107C	50.71	46.93	63.25	46.88	71.74	71.17
YBL108C-A	0.0	0.0	0.0	0.0	0.0	3.23
YBL111C	0.0	0.0	0.0	0.0	0.0	0.0
YBL112C	0.0	0.0	0.0	0.0	0.0	0.0
YBL113C	3.96	4.37	4.41	5.26	4.75	5.43
YBR001C	31.27	29.22	31.05	42.91	43.22	32.08
YBR002C	80.63	72.64	63.79	70.24	77.97	63.53
YBR003W	48.23	46.5	42.12	53.05	54.65	53.41
YBR004C	39.66	33.77	35.15	42.44	47.37	40.43
YBR005W	40.07	31.43	33.7	33.47	37.6	35.46
YBR006W	18.27	17.26	17.34	20.75	21.5	19.12
YBR007C	18.8	18.81	19.35	21.13	22.78	17.76
YBR008C	51.09	56.39	51.64	56.72	59.16	46.29
YBR009C	1992.18	1882.36	1902.38	1822.98	2273.89	2274.29
YBR010W	2246.17	2073.32	2053.73	1767.28	2004.28	2167.92
YBR011C	699.93	696.41	886.41	915.49	648.52	871.34
YBR012W-A	0.0	0.0	0.0	0.0	0.0	0.0
YBR012W-B	6.63	4.81	7.69	6.52	6.19	4.92
YBR013C	17.47	18.96	33.12	34.14	34.54	48.93
YBR014C	95.89	73.41	93.16	77.88	101.86	105.01
YBR015C	79.66	87.1	83.55	103.93	84.54	78.4
YBR016W	115.23	80.21	88.43	120.4	96.48	98.59
YBR017C	78.83	77.53	81.39	105.0	90.61	85.66
YBR018C	3.57	4.22	4.68	5.51	4.64	4.61
YBR019C	1.06	1.44	1.06	1.93	2.03	0.99
YBR020W	0.0	0.0	0.0	0.0	0.0	0.0
YBR021W	20.86	18.87	19.27	15.13	20.8	12.71
YBR022W	42.19	31.15	38.51	49.8	46.67	50.82
YBR023C	59.7	69.25	63.17	72.39	73.99	51.76
YBR024W	22.05	16.85	23.9	17.29	21.69	22.73
YBR025C	602.68	619.45	661.47	603.71	598.15	625.23
YBR026C	69.38	74.07	67.93	87.71	95.4	89.0
YBR027C	15.05	13.37	16.95	22.06	21.8	20.58
YBR028C	41.42	35.0	40.03	38.24	43.34	34.91
YBR029C	97.71	94.67	91.93	108.22	97.63	98.22
YBR030W	47.56	43.77	41.21	53.79	61.97	49.93
YBR031W	3320.05	4016.08	3204.31	3107.29	2708.55	2932.65
YBR032W	5.89	3.23	5.62	4.21	4.41	8.73
YBR033W	7.54	6.63	7.64	7.41	7.27	5.28
YBR034C	147.03	132.43	132.28	140.53	157.08	154.49
YBR035C	115.69	134.13	146.61	123.2	118.15	136.92
YBR036C	190.81	190.54	165.87	204.96	212.24	179.57
YBR037C	51.31	52.42	50.0	57.98	61.2	57.13
YBR038W	39.7	38.14	40.79	46.25	41.38	33.49
YBR039W	157.7	150.1	141.99	170.83	204.08	186.61
YBR040W	0.87	0.7	0.72	2.12	1.66	3.5
YBR041W	59.31	56.6	51.69	67.86	71.08	61.07
YBR042C	91.47	76.33	80.15	85.31	89.75	89.49
YBR043C	47.69	45.54	42.22	56.5	57.66	48.6
YBR044C	26.43	21.75	28.13	25.96	28.89	28.64
YBR045C	3.15	4.0	4.14	4.1	4.82	5.15
YBR046C	40.06	35.66	39.85	36.29	36.06	39.97
YBR047W	21.82	21.86	24.29	18.94	26.16	31.72
YBR048W	2657.31	2523.81	2613.35	2462.91	2250.95	2621.07
YBR049C	39.2	33.69	44.76	40.2	46.21	42.29
YBR050C	4.24	3.7	4.25	3.86	2.45	2.25
YBR052C	153.91	163.08	166.55	171.2	163.25	188.28
YBR053C	62.44	65.21	73.66	44.82	46.98	46.74
YBR054W	50.29	50.99	52.65	24.46	29.85	25.24
YBR055C	27.4	28.74	28.71	31.94	32.93	27.56
YBR056W	43.3	43.09	45.73	50.11	50.46	47.12
YBR056W-A	27.43	29.88	21.9	16.99	16.03	22.8
YBR057C	34.35	28.6	31.23	31.97	40.42	36.71
YBR058C	49.17	43.11	52.91	56.2	55.55	49.0
YBR058C-A	290.34	235.42	248.98	288.9	383.66	337.93
YBR059C	20.91	21.1	24.57	30.62	25.72	27.23
YBR060C	38.79	37.99	38.11	40.82	40.18	39.18
YBR061C	80.08	73.94	78.8	79.01	86.16	83.06
YBR062C	55.11	45.28	55.99	70.89	72.27	81.77
YBR063C	32.66	29.14	40.6	32.82	41.28	38.48
YBR065C	29.52	24.28	25.44	26.28	29.94	20.54
YBR066C	53.14	44.55	59.52	38.84	56.97	43.13
YBR067C	643.36	671.0	539.74	505.01	480.16	542.88
YBR068C	244.08	227.09	209.03	358.14	336.48	264.74
YBR069C	11.8	10.9	13.3	16.63	17.97	18.66
YBR070C	65.81	68.32	70.32	54.17	59.57	63.47
YBR071W	72.31	69.9	67.03	83.16	92.63	70.68
YBR072C-A	3.06	5.13	3.22	2.08	4.37	3.34
YBR072W	25.59	33.99	31.57	46.5	43.76	31.12
YBR073W	61.18	53.39	54.18	72.15	81.66	59.67
YBR074W	39.53	35.96	42.46	46.01	40.14	36.87
YBR076W	3.32	3.06	3.71	6.14	4.56	5.23
YBR077C	94.89	100.84	97.69	118.9	130.19	125.8
YBR078W	1261.37	1312.92	1270.7	1270.4	1045.27	1148.16
YBR079C	180.1	193.21	173.14	205.73	193.75	159.6
YBR080C	63.08	56.59	69.45	82.99	64.6	68.13
YBR081C	14.3	12.42	19.52	16.2	18.96	19.07
YBR082C	599.34	524.17	666.27	626.45	652.34	751.23
YBR083W	45.25	45.96	50.97	53.2	49.87	44.05
YBR084C-A	2508.6	2766.3	2514.81	2244.88	2410.37	2522.09
YBR084W	128.7	128.37	150.09	142.86	134.77	124.46
YBR085C-A	176.38	182.73	131.18	191.08	234.49	214.78
YBR085W	36.89	29.94	38.44	25.95	25.05	29.24
YBR086C	96.71	103.19	99.67	118.04	103.35	84.45
YBR087W	94.82	85.95	95.71	83.27	89.63	92.98
YBR088C	235.98	226.04	221.08	233.19	257.72	271.5
YBR089C-A	205.36	181.07	213.76	161.64	175.48	207.54
YBR090C	22.87	13.16	19.33	16.89	18.73	23.57
YBR091C	76.74	57.21	77.61	68.33	79.01	105.97
YBR092C	263.33	257.16	240.22	304.83	297.61	276.7
YBR093C	100.63	86.56	90.62	37.73	35.86	25.86
YBR094W	33.96	31.04	35.71	37.57	39.44	33.7
YBR095C	29.7	29.53	31.26	34.54	40.26	34.41
YBR096W	216.64	192.91	182.17	206.76	236.43	201.02
YBR097W	9.82	8.71	12.05	10.57	11.02	11.65
YBR098W	16.02	14.08	13.62	14.5	19.18	19.56
YBR101C	156.68	161.22	168.29	168.74	214.49	200.64
YBR102C	24.59	21.68	28.56	34.19	28.91	26.5
YBR103W	37.8	36.86	39.06	45.99	54.13	43.66
YBR104W	83.31	73.15	79.41	65.03	70.81	65.21
YBR105C	15.86	15.2	15.11	26.53	20.14	26.95
YBR106W	1209.11	1163.41	1311.03	1113.51	1137.71	1308.96
YBR107C	35.11	32.31	32.11	30.95	35.8	27.54
YBR108W	11.85	12.47	12.46	15.61	13.63	12.43
YBR109C	468.23	502.01	523.1	450.3	443.02	505.55
YBR110W	82.54	74.75	75.33	89.92	93.99	87.39
YBR111C	170.86	171.3	183.23	171.74	190.55	201.19
YBR111W-A	56.45	54.53	70.72	46.53	68.79	64.25
YBR112C	36.31	31.24	41.2	47.02	41.55	29.8
YBR114W	9.65	9.88	11.92	16.37	14.52	13.49
YBR115C	45.96	46.35	49.07	82.32	60.88	61.11
YBR117C	8.67	9.98	8.85	10.92	9.49	7.61
YBR118W	8259.15	8220.67	8756.23	8296.65	7373.85	8119.56
YBR119W	26.78	23.58	25.26	26.06	28.43	22.56
YBR120C	25.37	22.55	26.0	31.71	30.47	33.18
YBR121C	495.79	518.12	496.77	472.17	455.13	467.15
YBR122C	103.06	97.63	107.86	111.28	127.98	143.07
YBR123C	29.86	26.94	29.27	33.99	35.44	28.47
YBR125C	48.41	42.58	44.29	53.76	63.53	57.08
YBR126C	73.88	82.32	73.1	110.96	82.23	93.3
YBR126W-A	511.06	523.01	542.7	439.62	550.4	589.28
YBR127C	379.51	412.92	413.77	437.04	364.68	404.3
YBR128C	10.61	7.99	11.1	9.99	11.43	10.48
YBR129C	52.18	50.78	50.62	54.87	61.82	66.64
YBR130C	61.31	59.26	72.55	62.8	73.26	69.28
YBR131W	15.42	13.35	14.94	18.59	17.71	14.49
YBR132C	5.94	7.31	5.62	8.66	6.22	8.41
YBR133C	57.05	57.38	60.48	55.21	54.95	45.82
YBR135W	97.41	75.08	81.06	74.54	70.28	66.22
YBR136W	4.64	5.11	5.84	5.37	5.27	4.33
YBR137W	75.79	82.54	91.01	85.22	97.8	112.32
YBR138C	11.17	8.23	16.28	12.19	15.4	14.83
YBR139W	39.61	39.87	37.19	51.07	41.91	35.5
YBR140C	10.1	10.55	13.82	12.38	10.5	11.1
YBR141C	27.08	23.98	23.74	33.86	38.45	34.27
YBR142W	51.89	49.85	57.72	56.52	67.89	63.29
YBR143C	476.18	442.01	455.0	413.05	479.86	429.84
YBR144C	1.22	0.78	0.28	0.74	3.09	3.32
YBR145W	30.35	26.12	23.93	22.29	28.67	31.77
YBR146W	84.32	75.59	86.84	70.67	79.14	76.89
YBR147W	2.2	2.39	2.78	2.4	4.19	1.2
YBR148W	1.44	2.0	1.97	1.24	2.05	1.84
YBR149W	169.69	173.68	182.53	191.17	183.92	185.91
YBR150C	10.1	9.88	11.1	10.86	10.62	9.96
YBR151W	238.49	257.06	211.79	199.75	235.58	202.97
YBR152W	8.64	8.14	10.05	10.43	14.19	7.73
YBR153W	37.2	33.62	44.81	40.73	50.46	49.51
YBR154C	235.04	189.55	249.28	200.47	262.89	253.39
YBR155W	46.35	42.92	46.55	44.07	52.99	55.35
YBR156C	12.29	9.38	12.64	13.27	15.59	13.14
YBR157C	47.16	35.94	41.37	39.78	46.39	38.15
YBR158W	205.12	215.08	204.35	271.07	301.16	236.28
YBR159W	233.63	218.07	238.54	201.04	211.35	214.48
YBR160W	70.74	59.72	74.05	75.26	84.72	74.04
YBR161W	35.76	28.95	30.33	30.71	36.93	31.39
YBR162C	645.86	724.56	602.85	593.61	485.18	454.33
YBR162W-A	399.64	357.63	424.77	376.96	447.59	470.4
YBR163W	30.86	27.86	35.01	31.43	37.65	35.51
YBR164C	227.23	192.39	240.16	222.28	267.02	271.87
YBR165W	40.66	33.58	42.64	49.18	51.4	49.85
YBR166C	74.96	64.64	76.12	71.45	79.59	76.34
YBR167C	20.1	30.65	33.59	27.4	37.42	35.23
YBR168W	32.59	22.55	26.61	28.18	34.97	29.47
YBR169C	17.36	18.22	17.48	13.2	13.23	11.48
YBR170C	55.46	53.59	53.63	71.96	76.52	57.74
YBR171W	175.24	165.37	148.11	161.33	219.54	205.89
YBR172C	53.48	42.76	41.61	48.76	61.49	49.53
YBR173C	170.25	156.84	183.09	182.77	197.38	182.85
YBR175W	63.67	55.35	65.36	80.9	84.81	94.69
YBR176W	36.87	33.61	38.42	36.54	42.14	42.75
YBR177C	81.98	82.85	85.26	117.64	103.06	97.04
YBR179C	24.24	20.19	23.41	23.38	27.29	26.99
YBR180W	6.65	5.71	5.21	4.86	5.02	4.5
YBR181C	3243.11	3266.53	3166.74	2533.43	2696.46	3079.14
YBR182C	10.8	9.99	10.17	12.45	13.97	9.79
YBR182C-A	4.49	2.46	4.06	7.0	1.83	6.65
YBR183W	11.4	12.77	15.83	17.35	14.92	13.72
YBR184W	5.76	4.24	9.44	4.55	7.64	8.2
YBR185C	38.5	33.76	37.12	40.79	41.13	42.02
YBR186W	14.56	12.77	11.92	13.94	16.68	13.36
YBR187W	341.85	342.23	297.62	339.9	348.23	338.35
YBR188C	33.5	32.11	32.52	31.82	32.78	34.24
YBR189W	4996.65	5367.83	5515.85	4141.45	4478.46	5516.91
YBR191W	3974.96	3568.73	4044.58	3199.99	3327.28	4183.92
YBR192W	47.55	39.72	41.77	39.75	49.81	43.53
YBR193C	47.99	35.98	45.96	45.54	40.92	40.03
YBR194W	22.77	25.8	22.55	37.63	37.48	38.23
YBR195C	38.31	35.14	37.0	46.16	44.76	47.34
YBR196C	1592.09	1588.11	1523.74	1469.06	1386.08	1310.53
YBR196C-A	5.75	6.29	2.88	7.46	3.91	5.82
YBR196C-B	15.95	10.92	20.81	24.85	19.54	10.57
YBR197C	44.72	41.91	43.99	53.46	41.08	42.74
YBR198C	43.36	41.19	48.36	68.58	57.93	54.13
YBR199W	154.63	139.84	142.73	164.69	186.98	149.39
YBR200W	42.02	35.41	37.55	40.99	43.58	41.89
YBR200W-A	0.0	0.0	0.53	0.0	0.72	0.41
YBR201C-A	12.91	15.91	12.53	20.67	22.84	26.17
YBR201W	43.71	28.0	41.77	40.84	44.37	44.93
YBR202W	44.07	41.1	40.66	47.26	48.01	34.81
YBR203W	5.83	6.23	5.7	4.96	5.6	4.79
YBR204C	31.91	28.7	25.11	32.27	34.16	31.79
YBR205W	194.58	184.86	175.2	188.87	192.45	174.44
YBR207W	100.93	87.93	76.59	92.82	98.92	80.99
YBR208C	10.66	10.88	13.04	17.04	15.26	14.94
YBR209W	9.24	11.94	9.31	8.03	16.07	18.85
YBR210W	74.79	73.13	77.46	83.25	98.72	72.46
YBR211C	40.08	32.51	34.57	40.44	39.71	40.38
YBR212W	32.29	32.76	30.92	37.92	38.64	30.88
YBR213W	12.81	16.52	16.66	20.97	18.22	15.44
YBR214W	26.76	34.39	27.02	35.31	28.89	31.43
YBR215W	25.75	23.67	25.37	24.48	28.26	27.45
YBR216C	32.52	34.04	33.71	39.17	38.28	32.13
YBR217W	32.12	22.81	36.2	29.81	36.98	42.62
YBR218C	56.18	59.8	63.44	74.52	58.91	58.99
YBR219C	0.0	0.0	0.86	0.0	0.0	0.0
YBR220C	65.38	57.51	55.39	59.98	63.4	49.56
YBR221C	496.32	528.16	482.7	428.55	451.65	454.38
YBR221W-A	17.09	7.64	12.81	17.6	27.13	25.49
YBR222C	84.38	90.75	81.0	83.26	70.96	69.23
YBR223C	16.7	16.7	14.95	22.11	16.75	14.81
YBR225W	6.82	7.66	7.94	11.9	8.44	8.96
