gene_id	SRR1944924.genes.results	SRR1944925.genes.results	SRR1944926.genes.results	SRR1944927.genes.results	SRR1944928.genes.results	SRR1944929.genes.results
YAL036C	1656.0	1774.0	2319.0	2315.0	2239.0	3713.0
YAL037C-A	228.0	159.0	290.0	290.0	220.0	479.0
YAL037W	52.0	50.0	99.0	61.0	81.0	149.0
YAL038W	60288.0	69095.0	86964.0	74033.0	55806.0	106573.0
YAL039C	311.0	328.0	393.0	379.0	350.0	599.0
YAL040C	404.0	401.0	505.0	502.0	443.0	593.0
YAL041W	678.0	673.0	937.0	948.0	918.0	1339.0
YAL042W	2540.0	2641.0	3483.0	3076.0	3060.0	5079.0
YAL043C	820.0	913.0	1138.0	1340.0	1033.0	1456.0
YAL044C	1582.0	1305.0	1750.0	1755.0	1796.0	3178.0
YAL044W-A	263.0	252.0	374.0	244.0	233.0	485.0
YAL046C	213.0	193.0	370.0	269.0	282.0	564.0
YAL047C	160.0	129.0	223.0	160.0	217.0	350.0
YAL048C	268.0	242.0	368.0	331.0	301.0	371.0
YAL049C	575.0	579.0	848.0	625.0	685.0	1173.0
YAL051W	460.0	422.0	666.0	589.0	601.0	884.0
YAL053W	1089.0	1089.0	1397.0	1419.0	1249.0	1652.0
YAL054C	163.0	143.0	226.0	199.0	199.0	332.0
YAL055W	95.0	72.0	127.0	81.0	106.0	173.0
YAL056W	703.0	670.0	806.0	873.0	835.0	1106.0
YAL058W	455.0	483.0	667.0	521.0	494.0	896.0
YAL059W	392.0	440.0	648.0	430.0	456.0	891.0
YAL060W	1064.0	1155.0	1312.0	1178.0	1098.0	1702.0
YAL061W	262.0	293.0	331.0	339.0	257.0	499.0
YAL062W	222.0	268.0	360.0	271.0	187.0	391.0
YAL063C	135.12	166.94	247.64	198.35	188.95	286.38
YAL063C-A	9.0	12.0	10.0	10.0	16.0	16.0
YAL064C-A	12.81	5.99	12.13	19.55	14.36	17.75
YAL064W	3.0	4.0	6.0	1.0	6.0	5.0
YAL064W-B	10.65	10.02	16.92	12.82	23.87	11.19
YAL065C	27.41	19.45	28.19	29.04	18.33	24.15
YAL067C	31.0	29.0	41.0	26.0	18.0	50.0
YAL067W-A	1.0	1.0	2.0	2.0	0.0	0.0
YAL068C	0.0	0.0	0.0	0.0	0.0	0.0
YAR002C-A	1918.0	2141.0	2906.0	1978.0	2109.0	3975.0
YAR002W	1008.0	933.0	1452.0	1003.0	1130.0	1738.0
YAR003W	488.0	514.0	636.0	605.0	568.0	947.0
YAR007C	1145.0	1101.0	1573.0	1205.0	1341.0	2089.0
YAR008W	269.0	245.0	425.0	270.0	323.0	608.0
YAR009C	68.21	44.19	162.81	90.12	108.72	193.7
YAR010C	1.0	0.0	3.0	4.0	2.0	0.0
YAR014C	878.0	936.0	1165.0	1025.0	1013.0	1371.0
YAR015W	2049.0	1868.0	2084.0	1480.0	1460.0	2258.0
YAR018C	281.0	241.0	394.0	309.0	342.0	450.0
YAR019C	258.0	264.0	313.0	363.0	291.0	453.0
YAR020C	20.0	11.0	11.0	24.0	19.0	23.0
YAR023C	57.0	39.0	78.0	75.0	56.0	78.0
YAR027W	493.39	464.17	644.0	478.64	527.6	818.92
YAR028W	258.0	234.0	388.0	340.0	313.0	528.0
YAR029W	35.0	42.0	57.0	41.0	52.0	76.0
YAR031W	146.93	157.21	255.15	155.65	155.94	291.42
YAR033W	223.71	200.29	249.43	220.88	259.24	422.79
YAR035C-A	2.0	2.0	6.0	1.0	4.0	4.0
YAR035W	123.0	145.0	145.0	185.0	181.0	228.0
YAR042W	598.0	625.0	979.0	717.0	653.0	896.0
YAR050W	68.65	62.79	112.06	118.26	79.29	92.58
YAR061W	39.5	29.24	44.54	33.7	27.56	30.52
YAR064W	5.62	19.38	26.53	16.0	12.0	13.85
YAR066W	40.51	0.0	65.92	46.0	20.0	29.42
YAR068W	145.0	92.0	225.0	133.0	95.0	213.0
YAR071W	858.41	879.15	1225.29	364.17	310.38	279.92
YBL001C	762.0	782.0	952.0	823.0	856.0	1647.0
YBL002W	4141.55	4574.9	6293.25	4157.53	4085.56	7492.1
YBL003C	6270.54	5604.99	9116.65	5968.36	6614.89	12373.15
YBL004W	1138.0	1131.0	2144.0	1477.0	1331.0	2226.0
YBL005W	754.0	680.0	1163.0	1034.0	897.0	1576.0
YBL005W-A	276.96	274.33	431.17	419.99	432.47	548.2
YBL005W-B	324.95	277.71	598.55	428.02	461.99	668.24
YBL006C	491.0	411.0	604.0	420.0	467.0	768.0
YBL007C	1905.0	1944.0	2665.0	2449.0	1982.0	2625.0
YBL008W	401.91	349.0	555.0	496.89	549.0	779.77
YBL008W-A	4.09	5.0	9.0	6.11	8.0	10.23
YBL009W	613.0	688.0	1012.0	744.0	721.0	1133.0
YBL010C	201.0	180.0	279.0	207.0	248.0	361.0
YBL011W	895.0	1054.0	1297.0	1095.0	966.0	1384.0
YBL013W	67.0	62.0	65.0	78.0	50.0	44.0
YBL014C	442.0	378.0	604.0	627.0	585.0	790.0
YBL015W	379.0	398.0	446.0	353.0	355.0	476.0
YBL016W	608.0	558.0	730.0	645.0	633.0	1070.0
YBL017C	1050.0	1176.0	1625.0	1267.0	1172.0	1722.0
YBL018C	360.0	315.0	505.0	415.0	463.0	716.0
YBL019W	210.0	224.0	248.0	185.0	255.0	365.0
YBL020W	590.0	632.0	783.0	884.0	730.0	1020.0
YBL021C	146.0	146.0	200.0	179.0	186.0	356.0
YBL022C	1512.0	1491.0	2294.0	2484.0	2461.0	3725.0
YBL023C	619.0	673.0	783.0	687.0	634.0	944.0
YBL024W	1603.0	1676.0	2661.0	1889.0	1686.0	3519.0
YBL025W	132.0	139.0	212.0	179.0	189.0	331.0
YBL026W	393.0	269.0	586.0	310.0	336.0	856.0
YBL027W	13411.8	14972.34	21900.3	13118.94	13103.1	28519.95
YBL028C	394.0	330.0	622.0	325.0	437.0	1075.0
YBL029C-A	125.0	136.0	142.0	105.0	109.0	167.0
YBL029W	140.0	148.0	180.0	125.0	180.0	248.0
YBL030C	2089.0	2878.0	2904.0	3445.0	2783.0	4744.0
YBL031W	221.0	143.0	264.0	234.0	214.0	398.0
YBL032W	1400.0	1764.0	1774.0	1368.0	1298.0	2223.0
YBL033C	420.0	444.0	548.0	473.0	501.0	760.0
YBL034C	264.0	232.0	506.0	277.0	326.0	568.0
YBL035C	505.0	578.0	742.0	719.0	646.0	989.0
YBL036C	875.0	915.0	1387.0	1087.0	1187.0	2058.0
YBL037W	389.0	438.0	663.0	648.0	450.0	813.0
YBL038W	348.0	298.0	517.0	358.0	436.0	756.0
YBL039C	3178.0	3198.0	4343.0	3145.0	3103.0	5029.0
YBL039W-B	62.0	39.0	103.0	60.0	63.0	79.0
YBL040C	1281.0	1134.0	1788.0	1465.0	1495.0	2531.0
YBL041W	1713.0	1506.0	2393.0	1755.0	1976.0	3269.0
YBL042C	1228.0	1259.0	1599.0	1171.0	1098.0	1808.0
YBL043W	4.0	5.0	11.0	12.0	13.0	13.0
YBL044W	6.0	8.0	10.0	4.0	6.0	11.0
YBL045C	1164.0	1196.0	1548.0	1558.0	1648.0	2409.0
YBL046W	329.0	315.0	513.0	343.0	423.0	716.0
YBL047C	1245.0	1224.0	2039.0	1669.0	1501.0	2278.0
YBL048W	30.0	15.0	27.0	24.0	31.0	56.0
YBL049W	73.0	66.0	95.0	95.0	92.0	124.0
YBL050W	865.0	954.0	1173.0	906.0	989.0	1692.0
YBL051C	450.0	385.0	850.0	642.0	599.0	1083.0
YBL052C	467.0	399.0	783.0	432.0	634.0	1082.0
YBL054W	465.0	427.0	702.0	606.0	605.0	995.0
YBL055C	507.0	479.0	800.0	554.0	492.0	940.0
YBL056W	2051.0	2065.0	2807.0	2492.0	2406.0	3895.0
YBL057C	621.0	558.0	941.0	714.0	749.0	1281.0
YBL058W	1542.0	1594.0	2261.0	2392.0	2280.0	3712.0
YBL059C-A	151.0	120.0	256.0	151.0	213.0	317.0
YBL059W	84.0	62.0	169.0	120.0	112.0	223.0
YBL060W	401.0	329.0	506.0	412.0	554.0	819.0
YBL061C	726.0	612.0	1143.0	766.0	826.0	1411.0
YBL063W	204.0	162.0	368.0	259.0	273.0	487.0
YBL064C	548.0	594.0	768.0	778.0	745.0	1312.0
YBL066C	175.0	167.0	236.0	281.0	218.0	244.0
YBL067C	584.0	656.0	879.0	654.0	720.0	1001.0
YBL068W	906.0	845.0	1367.0	1119.0	1096.0	1756.0
YBL069W	423.0	479.0	562.0	539.0	446.0	753.0
YBL071C	259.43	265.49	361.84	366.99	328.79	594.04
YBL071C-B	5.0	1.0	11.0	7.0	4.0	24.0
YBL071W-A	343.57	383.51	437.16	479.01	458.21	777.96
YBL072C	23949.48	25867.58	38056.02	22314.37	21945.86	44003.43
YBL074C	150.0	136.0	222.0	230.0	196.0	248.0
YBL075C	357.0	412.0	514.0	601.0	516.0	733.0
YBL076C	6854.0	7462.0	10515.0	9383.0	7808.0	12955.0
YBL078C	53.0	49.0	82.0	86.0	99.0	184.0
YBL079W	904.0	905.0	1715.0	1388.0	1223.0	2258.0
YBL080C	187.0	191.0	247.0	179.0	215.0	388.0
YBL081W	212.0	216.0	348.0	368.0	282.0	384.96
YBL082C	802.0	884.0	999.0	1072.0	930.0	1551.0
YBL084C	366.0	286.0	359.0	427.0	464.0	622.0
YBL085W	854.0	705.0	1096.0	892.0	957.0	1204.0
YBL086C	214.0	175.0	336.0	278.0	360.0	538.0
YBL087C	10469.23	10399.01	13190.82	9454.22	9882.59	16979.25
YBL088C	338.0	359.0	672.0	411.0	367.0	602.0
YBL089W	335.0	306.0	453.0	480.0	408.0	674.0
YBL090W	205.0	210.0	333.0	225.0	234.0	473.0
YBL091C	1545.0	1770.0	2489.0	1589.0	1550.0	2893.0
YBL091C-A	136.0	153.0	221.0	141.0	134.0	326.0
YBL092W	13280.0	12706.0	20534.0	13459.0	12590.0	26815.0
YBL093C	477.0	386.0	685.0	489.0	501.0	864.0
YBL095W	181.0	222.0	261.0	188.0	183.0	413.0
YBL097W	165.0	143.0	379.0	178.0	219.0	387.0
YBL098W	337.0	339.0	431.0	446.0	456.0	722.0
YBL099W	1771.0	2232.0	2850.0	2399.0	2160.0	3880.0
YBL100W-A	0.0	0.0	0.0	0.0	0.0	0.0
YBL100W-B	80.94	58.85	129.42	76.2	107.19	148.71
YBL100W-C	2.0	5.0	8.0	12.0	3.0	2.0
YBL101C	287.0	280.0	487.0	541.0	424.0	579.0
YBL102W	800.0	745.0	981.0	857.0	922.0	1691.0
YBL103C	315.0	263.0	455.0	389.0	397.0	547.0
YBL104C	436.0	473.0	666.0	607.0	630.0	924.0
YBL105C	665.0	716.0	1048.0	953.0	955.0	1329.0
YBL106C	306.0	322.0	559.0	429.0	358.0	704.0
YBL107C	231.0	223.0	410.0	235.0	343.0	594.0
YBL108C-A	0.0	0.0	0.0	0.0	0.0	6.28
YBL111C	0.0	0.0	0.0	0.0	0.0	0.0
YBL112C	0.0	0.0	0.0	0.0	0.0	0.0
YBL113C	71.67	82.52	113.5	104.74	90.14	179.96
YBR001C	557.0	543.0	787.0	841.0	808.0	1047.0
YBR002C	532.0	500.0	599.0	510.0	540.0	768.0
YBR003W	523.0	526.0	650.0	633.0	622.0	1061.0
YBR004C	394.0	350.0	497.0	464.0	494.0	736.0
YBR005W	198.0	162.0	237.0	182.0	195.0	321.0
YBR006W	208.0	205.0	281.0	260.0	257.0	399.0
YBR007C	316.0	330.0	463.0	391.0	402.0	547.0
YBR008C	641.0	738.0	922.0	783.0	779.0	1064.0
YBR009C	4868.88	4799.3	6616.85	4902.84	5833.53	10184.31
YBR010W	7172.2	6906.39	9332.7	6209.87	6717.85	12683.44
YBR011C	4634.0	4810.0	8352.0	6670.0	4507.0	10570.0
YBR012W-A	0.0	0.0	0.0	0.0	0.0	0.0
YBR012W-B	264.82	200.69	437.13	286.95	259.63	360.17
YBR013C	53.0	60.0	143.0	114.0	110.0	272.0
YBR014C	452.0	361.0	625.0	404.0	504.0	907.0
YBR015C	1088.0	1241.0	1624.0	1562.0	1212.0	1962.0
YBR016W	347.0	252.0	379.0	399.0	305.0	544.0
YBR017C	1651.0	1694.0	2426.0	2420.0	1992.0	3287.0
YBR018C	30.0	37.0	56.0	51.0	41.0	71.0
YBR019C	17.0	24.0	24.0	34.0	34.0	29.0
YBR020W	0.0	0.0	0.0	0.0	0.0	0.0
YBR021W	302.0	285.0	397.0	241.0	316.0	337.0
YBR022W	174.0	134.0	226.0	226.0	202.0	384.0
YBR023C	1585.0	1918.0	2387.0	2115.0	2062.0	2518.0
YBR024W	153.0	122.0	236.0	132.0	158.0	289.0
YBR025C	5454.0	5848.0	8519.0	6012.0	5682.0	10367.0
YBR026C	605.82	674.69	844.2	842.8	874.44	1423.87
YBR027C	39.18	36.31	62.8	63.2	59.56	98.13
YBR028C	498.0	439.0	685.0	506.0	547.0	769.0
YBR029C	1024.0	1035.0	1371.0	1248.0	1074.0	1886.0
YBR030W	601.0	577.0	741.0	748.0	822.0	1156.0
YBR031W	27633.36	34871.17	37955.63	28460.08	23663.95	44723.29
YBR032W	14.0	8.0	19.0	11.0	11.0	38.0
YBR033W	158.0	145.0	228.0	171.0	160.0	203.0
YBR034C	1177.0	1106.0	1507.0	1238.0	1320.0	2266.0
YBR035C	611.0	739.0	1102.0	716.0	655.0	1325.0
YBR036C	1796.0	1871.0	2222.0	2123.0	2097.0	3097.0
YBR037C	349.0	372.0	484.0	434.0	437.0	712.0
YBR038W	872.0	874.0	1275.0	1118.0	954.0	1348.0
YBR039W	1130.0	1122.0	1448.0	1347.0	1535.0	2450.0
YBR040W	6.0	5.0	7.0	16.0	12.0	44.0
YBR041W	907.0	903.0	1125.0	1142.0	1141.0	1711.0
YBR042C	834.0	726.0	1040.0	856.0	859.0	1495.0
YBR043C	751.0	748.0	946.0	979.0	953.0	1402.0
YBR044C	346.0	297.0	524.0	374.0	397.0	687.0
YBR045C	46.0	61.0	86.0	66.0	74.0	138.0
YBR046C	308.0	286.0	436.0	307.0	291.0	563.0
YBR047W	89.0	93.0	141.0	85.0	112.0	237.0
YBR048W	9691.39	9602.31	13564.23	9884.59	8617.32	17514.9
YBR049C	725.0	650.0	1178.0	818.0	897.0	1433.0
YBR050C	33.0	30.0	47.0	33.0	20.0	32.0
YBR052C	750.0	829.0	1155.0	918.0	835.0	1681.0
YBR053C	514.0	560.0	863.0	406.0	406.0	705.0
YBR054W	398.0	421.0	593.0	213.0	248.0	366.0
YBR055C	562.0	615.0	838.0	721.0	709.0	1036.0
YBR056W	497.0	516.0	747.0	633.0	608.0	991.0
YBR056W-A	44.0	50.0	50.0	30.0	27.0	67.0
YBR057C	289.0	251.0	374.0	296.0	357.0	566.0
YBR058C	877.0	802.0	1343.0	1103.0	1040.0	1601.0
YBR058C-A	558.0	472.0	681.0	611.0	774.0	1190.0
YBR059C	528.0	556.0	883.0	851.0	682.0	1260.0
YBR060C	550.0	562.0	769.0	637.0	598.0	1018.0
YBR061C	572.0	551.0	801.0	621.0	646.0	1087.0
YBR062C	231.0	198.0	334.0	327.0	318.0	628.0
YBR063C	303.0	282.0	536.0	335.0	402.0	654.0
YBR065C	247.0	212.0	303.0	242.0	263.0	315.0
YBR066C	271.0	237.0	432.0	218.0	305.0	403.0
YBR067C	3135.0	3411.0	3743.0	2708.0	2456.0	4847.0
YBR068C	3400.0	3300.0	4144.0	5490.0	4920.0	6757.0
YBR069C	167.0	161.0	268.0	259.0	267.0	484.0
YBR070C	361.0	391.0	549.0	327.0	343.0	638.0
YBR071W	354.0	357.0	467.0	448.0	476.0	634.0
YBR072C-A	4.0	7.0	6.0	3.0	6.0	8.0
YBR072W	127.0	176.0	223.0	254.0	228.0	283.0
YBR073W	1337.0	1217.0	1685.0	1735.0	1873.0	2389.0
YBR074W	880.0	835.0	1345.0	1127.0	938.0	1504.0
YBR076W	27.0	26.0	43.0	55.0	39.0	78.0
YBR077C	359.0	398.0	526.0	495.0	517.0	872.0
YBR078W	12417.0	13483.0	17802.0	13762.0	10801.0	20709.0
YBR079C	3960.0	4432.0	5418.0	4978.0	4472.0	6430.0
YBR080C	1092.0	1022.0	1711.0	1581.0	1174.0	2161.0
YBR081C	434.0	393.0	843.0	541.0	604.0	1060.0
YBR082C	2077.0	1895.0	3286.0	2389.0	2373.0	4770.0
YBR083W	504.0	534.0	808.0	652.0	583.0	899.0
YBR084C-A	11028.2	12686.66	15733.7	10860.06	11122.9	20315.05
YBR084W	2862.0	2978.0	4750.0	3496.0	3146.0	5071.0
YBR085C-A	359.0	388.0	380.0	428.0	501.0	801.0
YBR085W	261.0	221.0	387.0	202.0	186.0	379.0
YBR086C	2087.0	2323.0	3061.0	2803.0	2341.0	3339.0
YBR087W	772.0	730.0	1109.0	746.0	766.0	1387.0
YBR088C	1407.0	1406.0	1876.0	1530.0	1613.0	2966.0
YBR089C-A	483.24	444.52	715.89	418.57	433.47	894.82
YBR090C	65.76	39.48	79.11	53.43	56.53	124.18
YBR091C	198.0	154.0	285.0	194.0	214.0	501.0
YBR092C	2819.37	2872.34	3660.35	3591.55	3344.69	5428.04
YBR093C	1077.42	966.84	1380.8	444.49	403.06	507.23
YBR094W	584.0	557.0	874.0	711.0	712.0	1062.0
YBR095C	293.0	304.0	439.0	375.0	417.0	622.0
YBR096W	1154.0	1072.0	1381.0	1212.0	1322.0	1962.0
YBR097W	325.0	301.0	568.0	385.0	383.0	707.0
YBR098W	253.0	232.0	306.0	252.0	318.0	566.0
YBR101C	1048.0	1125.0	1602.0	1242.0	1506.0	2459.0
YBR102C	423.0	389.0	699.0	647.0	522.0	835.0
YBR103W	463.0	471.0	681.0	620.0	696.0	980.0
YBR104W	631.0	578.0	856.0	542.0	563.0	905.0
YBR105C	132.0	132.0	179.0	243.0	176.0	411.0
YBR106W	5288.0	5308.0	8160.0	5359.0	5223.0	10489.0
YBR107C	199.0	191.0	259.0	193.0	213.0	286.0
YBR108W	256.0	281.0	383.0	371.0	309.0	492.0
YBR109C	1612.0	1803.0	2563.0	1706.0	1601.0	3189.0
YBR110W	850.0	803.0	1104.0	1019.0	1016.0	1649.0
YBR111C	914.0	956.0	1395.0	1011.0	1070.0	1972.0
YBR111W-A	129.0	130.0	230.0	117.0	165.0	269.0
YBR112C	800.0	718.0	1292.0	1140.0	961.0	1203.04
YBR114W	174.0	186.0	306.0	325.0	275.0	446.0
YBR115C	1457.0	1533.0	2214.0	2872.0	2026.0	3550.0
YBR117C	135.0	162.0	196.0	187.0	155.0	217.0
YBR118W	86740.26	90067.48	130874.56	95885.78	81290.88	156243.47
YBR119W	184.0	169.0	247.0	197.0	205.0	284.0
YBR120C	96.0	89.0	140.0	132.0	121.0	230.0
YBR121C	7559.0	8241.0	10779.0	7922.0	7284.0	13050.0
YBR122C	425.0	420.0	633.0	505.0	554.0	1081.0
YBR123C	443.0	417.0	618.0	555.0	552.0	774.0
YBR125C	437.0	401.0	569.0	534.0	602.0	944.0
YBR126C	838.0	974.0	1180.0	1385.0	979.0	1939.0
YBR126W-A	843.0	900.0	1274.0	798.0	953.0	1781.0
YBR127C	4494.0	5101.0	6973.0	5695.0	4533.0	8772.0
YBR128C	84.0	66.0	125.0	87.0	95.0	152.0
YBR129C	394.0	400.0	544.0	456.0	490.0	922.0
YBR130C	598.0	603.0	1007.0	674.0	750.0	1238.0
YBR131W	248.0	224.0	342.0	329.0	299.0	427.0
YBR132C	81.0	104.0	109.0	130.0	89.0	210.0
YBR133C	1077.0	1130.0	1625.0	1147.0	1089.0	1585.0
YBR135W	342.0	275.0	405.0	288.0	259.0	426.0
YBR136W	250.0	287.0	448.0	318.0	298.0	427.0
YBR137W	316.0	359.0	540.0	391.0	428.0	858.0
YBR138C	134.0	103.0	278.0	161.0	194.0	326.0
YBR139W	461.0	484.0	616.0	654.0	512.0	757.0
YBR140C	710.0	774.0	1383.0	958.0	775.0	1430.0
YBR141C	210.0	194.0	262.0	289.0	313.0	487.0
YBR142W	916.0	918.0	1450.0	1098.0	1258.0	2047.0
YBR143C	4774.0	4623.0	6492.0	4557.0	5050.0	7896.0
YBR144C	3.0	2.0	1.0	2.0	8.0	15.0
YBR145W	245.0	220.0	275.0	198.0	243.0	470.0
YBR146W	541.0	506.0	793.0	499.0	533.0	904.0
YBR147W	15.0	17.0	27.0	18.0	30.0	15.0
YBR148W	20.0	29.0	39.0	19.0	30.0	47.0
YBR149W	1343.0	1434.0	2056.0	1665.0	1528.0	2696.0
YBR150C	252.0	257.0	394.0	298.0	278.0	455.0
YBR151W	1736.0	1952.0	2194.0	1600.0	1800.0	2707.0
YBR152W	58.0	57.0	96.0	77.0	100.0	95.0
YBR153W	210.0	198.0	360.0	253.0	299.0	512.0
YBR154C	1172.0	986.0	1769.0	1100.0	1376.0	2315.0
YBR155W	410.0	396.0	586.0	429.0	492.0	897.0
YBR156C	196.0	156.0	287.0	233.0	261.0	384.0
YBR157C	278.0	221.0	347.0	258.0	287.0	412.0
YBR158W	2578.0	2820.0	3655.0	3749.0	3973.0	5441.0
YBR159W	1865.0	1816.0	2710.0	1766.0	1771.0	3137.0
YBR160W	486.0	428.0	724.0	569.0	611.0	932.0
YBR161W	309.0	261.0	373.0	292.0	335.0	497.0
YBR162C	6739.0	7887.0	8952.0	6816.0	5314.0	8686.0
YBR162W-A	632.0	590.0	956.0	656.0	743.0	1363.0
YBR163W	413.0	389.0	667.0	463.0	529.0	871.0
YBR164C	968.0	855.0	1456.0	1042.0	1194.0	2122.0
YBR165W	260.0	224.0	388.0	346.0	345.0	584.0
YBR166C	777.0	699.0	1123.0	815.0	866.0	1450.0
YBR167C	66.0	105.0	157.0	99.0	129.0	212.0
YBR168W	309.0	223.0	359.0	294.0	348.0	512.0
YBR169C	275.0	301.0	394.0	230.0	220.0	333.0
YBR170C	736.0	742.0	1013.0	1051.0	1066.0	1404.0
YBR171W	838.0	825.0	1008.0	849.0	1102.0	1804.0
YBR172C	904.0	754.0	1001.0	907.0	1091.0	1534.0
YBR173C	590.0	567.0	903.0	697.0	718.0	1161.0
YBR175W	462.0	419.0	675.0	646.0	646.0	1259.0
YBR176W	265.0	252.0	393.0	289.0	318.0	563.0
YBR177C	848.0	894.0	1255.0	1339.0	1119.0	1839.0
YBR179C	473.0	411.0	650.0	502.0	559.0	965.0
YBR180W	87.0	78.0	97.0	70.0	69.0	108.0
YBR181C	17717.21	18616.42	24620.64	15230.34	15462.86	30821.07
YBR182C	112.0	108.0	150.0	142.0	152.0	186.0
YBR182C-A	7.0	4.0	9.0	12.0	3.0	19.0
YBR183W	83.0	97.0	164.0	139.0	114.0	183.0
YBR184W	69.0	53.0	161.0	60.0	96.0	180.0
YBR185C	247.0	226.0	339.0	288.0	277.0	494.0
YBR186W	188.0	172.0	219.0	198.0	226.0	316.0
YBR187W	2209.0	2307.0	2737.0	2417.0	2362.0	4006.0
YBR188C	110.0	110.0	152.0	115.0	113.0	206.0
YBR189W	22646.59	25380.36	35578.62	20655.81	21306.59	45814.56
YBR191W	14857.9	13915.97	21515.44	13162.51	13054.95	28654.42
YBR192W	412.0	359.0	515.0	379.0	453.0	691.0
YBR193C	248.0	194.0	338.0	259.0	222.0	379.0
YBR194W	66.0	78.0	93.0	120.0	114.0	203.0
YBR195C	371.0	355.0	510.0	492.0	455.0	840.0
YBR196C	20190.0	21010.0	27500.0	20501.0	18451.0	30451.0
YBR196C-A	7.0	8.0	5.0	10.0	5.0	13.0
YBR196C-B	14.0	10.0	26.0	24.0	18.0	17.0
YBR197C	225.0	220.0	315.0	296.0	217.0	394.0
YBR198C	790.0	783.0	1254.0	1375.0	1108.0	1807.0
YBR199W	1645.0	1552.0	2161.0	1928.0	2088.0	2912.0
YBR200W	530.0	466.0	674.0	569.0	577.0	968.0
YBR200W-A	0.0	0.0	1.0	0.0	1.0	1.0
YBR201C-A	21.0	27.0	29.0	37.0	39.0	78.0
YBR201W	214.0	143.0	291.0	220.0	228.0	403.0
YBR202W	850.0	827.0	1116.0	1003.0	972.0	1230.0
YBR203W	123.0	137.0	171.0	115.0	124.0	185.0
YBR204C	275.0	258.0	308.0	306.0	309.0	502.0
YBR205W	1805.0	1789.0	2313.0	1928.0	1874.0	2965.0
