name	wt_ribo_YPD1_cds_rpf	wt_ribo_YPD2_cds_rpf	wt_ribo_YPD3_cds_rpf	ncs2d_ribo_YPD1_cds_rpf	ncs2d_ribo_YPD2_cds_rpf	ncs2d_ribo_YPD3_cds_rpf	elp6d_ribo_YPD1_cds_rpf	elp6d_ribo_YPD2_cds_rpf	elp6d_ribo_YPD3_cds_rpf	ncs2d_elp6d_ribo_YPD1_cds_rpf	ncs2d_elp6d_ribo_YPD2_cds_rpf	ncs2d_elp6d_ribo_YPD3_cds_rpf
NM_001179014.3	2939	3499	2081	4350	4071	2088	4502	3394	3221	5153	4351	6270
NM_001179015.3	3607	4450	2405	5057	4408	2453	3836	2921	2890	4665	3895	5743
NM_001179016.1	1889	2292	1115	2660	2296	1184	1609	1281	1266	2273	1818	2446
NM_001179017.1	838	1029	543	1208	986	503	864	711	632	1278	1155	1604
NM_001179018.3	99	144	89	96	63	50	84	50	60	70	63	82
NM_001179019.3	321	436	234	448	396	208	357	284	266	417	313	533
NM_001179020.1	255	290	167	393	331	174	319	273	215	370	315	423
NM_001179021.1	13103	15541	7641	13710	12332	6192	9423	7665	7100	10400	8249	12109
NM_001179022.3	282	354	209	412	327	222	391	247	245	427	325	526
NM_001179023.3	3392	4293	2634	4681	4106	2139	3503	2629	2429	4232	3591	5006
NM_001179024.1	341	430	231	384	399	209	405	297	297	498	403	494
NM_001179026.1	2673	3315	1984	3751	3055	1773	3055	2267	2110	3499	3076	4540
NM_001179027.3	54	61	41	91	61	41	60	38	34	77	66	91
NM_001179028.4	0	0	1	1	0	0	1	1	0	0	0	0
NM_001179029.3	149	154	92	214	206	106	157	136	119	186	167	265
NM_001179030.3	189	241	125	236	177	130	182	152	121	177	193	249
NM_001179031.1	929	1264	665	1456	1278	665	1162	1006	750	1660	1374	2014
NM_001179032.1	124	177	120	325	226	134	193	169	143	284	286	329
NM_001179033.3	743	875	424	1288	1157	579	956	734	602	1291	1149	1584
NM_001179034.3	267	306	175	307	327	153	285	219	196	332	312	422
NM_001179035.1	3550	4155	2443	5113	4221	2624	4207	3303	2945	5121	5144	6967
NM_001179036.1	775	896	501	1025	929	465	712	546	619	864	803	1231
NM_001179037.3	149	166	97	229	180	105	167	134	145	239	212	336
NM_001179038.3	1319	1700	895	1881	1521	903	1220	983	915	1447	1177	1678
NM_001179039.1	294	387	211	445	417	229	455	357	292	533	432	675
NM_001179040.1	56	77	32	84	73	44	89	74	52	111	99	103
NM_001179041.3	1536	1911	905	2067	1667	917	1436	1102	1095	1844	1385	2323
NM_001179042.3	358	485	273	604	566	338	663	485	543	875	706	1018
NM_001179043.1	44	60	37	45	51	37	44	28	34	59	45	65
NM_001179044.1	599	684	377	656	548	358	508	416	415	731	547	838
NM_001179045.3	2688	3413	1791	3371	2743	1707	2773	2157	1940	3243	2480	4119
NM_001179046.3	1869	2161	1235	2640	2450	1375	2282	1750	1755	3030	2630	3829
NM_001179047.1	522	563	303	574	481	252	468	310	318	474	377	611
NM_001179048.1	111	126	60	99	74	50	81	76	55	93	107	110
NM_001179049.3	332	382	219	442	397	218	258	209	219	384	359	466
NM_001179050.4	66	54	27	45	39	18	44	46	30	30	31	38
NM_001179051.1	333	474	242	511	413	244	303	238	211	467	380	526
NM_001179052.4	142	199	111	242	173	112	145	122	100	194	175	277
NM_001179053.3	247	309	172	337	314	188	280	202	172	388	303	454
NM_001179054.1	1896	2328	1192	1940	1680	848	1304	978	926	1346	1184	1656
NM_001179055.1	29213	34819	16910	34419	30381	15929	25693	19960	20121	27997	24160	35091
NM_001179056.3	1420	1796	994	1875	1585	883	1666	1154	1092	1679	1497	2365
NM_001179057.3	506	654	308	588	501	297	492	373	353	634	498	751
NM_001179058.1	741	903	555	977	796	426	867	615	565	870	735	1151
NM_001179059.1	371	463	263	476	410	216	347	276	266	466	363	553
NM_001179060.3	190	200	120	260	209	147	225	157	147	252	206	276
NM_001179061.3	541	778	359	789	667	351	678	501	486	751	662	900
NM_001179062.1	1170	1577	710	1727	1301	720	1144	767	757	1428	1161	1736
NM_001179063.1	72	106	62	118	115	47	101	95	70	126	124	169
NM_001179064.3	322	476	209	356	352	194	362	260	255	441	332	474
NM_001179065.3	129	159	82	99	101	65	134	113	100	183	152	254
NM_001179066.1	933	1114	596	1656	1415	754	1172	937	834	1864	1330	2135
NM_001179067.3	11577	14561	7243	16621	14280	8111	12164	9364	9150	14709	13250	18497
NM_001179068.3	10503	12393	6846	13129	11706	7085	10790	8439	8592	12924	11292	16139
NM_001179069.1	12	15	12	16	24	11	14	9	13	25	17	17
NM_001179070.1	0	5	0	1	2	2	2	1	0	1	1	2
NM_001179072.3	153	222	94	231	167	125	154	136	120	193	146	234
NM_001179073.1	383	426	237	464	470	263	482	418	324	561	499	788
NM_001179074.1	30	37	21	27	10	6	13	9	4	18	8	20
NM_001179075.3	3	1	2	11	11	2	10	4	5	14	22	18
NM_001179076.3	2	2	0	2	3	1	2	3	0	3	1	0
NM_001179077.1	0	0	0	1	0	0	1	1	0	0	2	2
NM_001179079.3	0	2	1	2	1	0	2	2	0	2	3	1
NM_001179080.3	0	0	0	0	0	0	0	0	0	0	0	0
NM_001179081.1	24830	29441	14598	31368	27358	13455	21998	16800	16076	26063	23239	33508
NM_001179082.1	656	743	415	1037	818	417	750	511	489	1025	810	1109
NM_001179083.1	1601	2024	1004	2582	2237	1102	2170	1609	1379	2359	2319	3224
NM_001179084.1	629	735	389	856	748	472	738	570	508	919	718	1093
NM_001179086.1	32	45	22	39	36	22	37	25	31	52	36	57
NM_001179087.1	1327	1791	821	1644	1254	708	1117	877	786	1235	1068	1703
NM_001179088.1	199	225	112	245	175	109	174	138	108	252	197	307
NM_001179089.1	264	407	197	395	292	190	299	229	210	313	265	381
NM_001179090.1	111	173	95	159	127	54	102	82	73	112	108	139
NM_001179091.1	2504	3110	1705	3918	3697	1957	3728	2700	2727	4524	3937	5805
NM_001179092.1	4	3	6	1	2	0	1	2	2	0	0	3
NM_001179093.1	612	738	436	766	652	359	463	369	372	657	632	810
NM_001179094.1	107	115	83	135	119	59	120	79	88	115	121	137
NM_001179095.1	25120	29182	12888	29736	27057	12589	21765	16847	16989	24138	19318	27918
NM_001179096.1	20	27	20	29	22	21	55	21	23	32	36	47
NM_001179097.1	705	862	510	966	903	470	835	635	568	926	848	1193
NM_001179098.1	62	64	34	58	72	34	43	31	37	49	64	75
NM_001179099.1	123	191	109	238	221	109	171	139	121	239	196	343
NM_001179100.1	312	341	180	382	321	184	254	179	219	347	256	371
NM_001179101.1	461	564	279	775	685	385	607	501	441	1192	849	1354
NM_001179102.1	11	13	10	20	23	12	14	12	12	21	19	26
NM_001179103.1	297	370	198	447	376	198	380	264	212	370	308	514
NM_001179104.1	53	46	16	41	28	15	30	29	22	46	32	48
NM_001179105.1	344	353	201	436	393	216	362	261	264	499	399	558
NM_001179106.1	54	56	47	39	29	24	35	22	34	28	30	43
NM_001179107.1	938	1088	517	1332	1096	648	932	780	748	1394	1170	1693
NM_001179108.1	96	142	58	99	106	50	74	79	49	25	39	36
NM_001179109.1	304	347	221	321	351	216	323	272	253	342	252	501
NM_001179110.1	2254	2800	1687	4050	3100	1981	2897	2177	2103	3514	3006	4487
NM_001179111.1	487	556	302	890	754	437	672	553	520	1239	1011	1386
NM_001179112.1	29	57	35	68	62	36	55	50	51	88	72	78
NM_001179113.1	31125	35575	17582	29783	27361	13939	21867	17699	17691	21076	17582	25551
NM_001179114.1	6042	7758	3819	8122	6698	3334	4573	3516	3332	6059	5024	6875
NM_001179115.1	244	272	161	348	199	115	194	175	143	209	192	318
NM_001179116.1	56	62	23	47	50	24	53	33	23	52	38	66
NM_001179118.1	157	216	153	273	200	121	249	205	181	344	301	438
NM_001179119.1	861	1093	548	1507	1285	717	1227	921	870	1663	1484	2115
NM_001179120.1	1421	1469	873	1831	1308	883	1161	929	873	1018	1139	1319
NM_001179122.1	28	14	5	26	24	12	22	20	14	24	33	31
NM_001179123.1	1	1	0	2	0	0	2	0	0	2	0	0
NM_001179124.1	36	43	26	54	54	30	53	42	49	115	92	115
NM_001179126.1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001179127.2	1625	1140	564	1253	760	497	506	367	368	446	515	632
NM_001179128.1	382	430	155	588	516	296	516	223	320	636	538	854
NM_001179129.1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001179130.1	0	1	0	0	0	0	0	1	0	1	0	1
NM_001179131.1	676	924	521	1172	1030	538	895	722	619	1322	1128	1701
NM_001179132.1	88	91	52	83	88	43	83	66	72	111	107	147
NM_001179133.1	506	582	384	715	669	362	624	515	499	814	690	1041
NM_001179134.1	107	116	74	109	125	41	94	74	72	117	87	161
NM_001179135.1	897	1045	615	1149	1022	585	821	587	555	603	540	890
NM_001179136.1	503	599	301	718	594	312	535	405	375	778	614	893
NM_001179137.1	7686	8685	5076	9030	7863	4183	8264	6241	5556	8020	7314	10571
NM_001179138.1	1713	2044	1061	2151	2097	1165	1770	1547	1564	2569	1988	3019
NM_001179139.1	779	917	535	963	864	488	781	608	558	856	656	1010
NM_001179140.1	26067	31598	14884	31298	29230	14453	25821	19758	19754	28603	25201	35154
NM_001179141.1	82	133	78	113	88	55	89	65	55	87	66	97
NM_001179142.1	509	642	421	960	830	481	805	618	483	1113	981	1351
NM_001179143.1	1034	1367	727	1490	1385	738	1226	899	864	1526	1300	1827
NM_001179144.1	0	4	0	1	1	1	2	1	1	1	2	6
NM_001179145.1	25	59	35	38	37	10	29	23	29	37	34	57
NM_001179146.1	556	717	374	959	861	497	710	546	468	1039	893	1216
NM_001179147.1	186	219	135	264	289	147	256	181	155	321	332	422
NM_001179148.1	977	1307	694	3499	3048	1601	4460	3248	3185	7127	6669	9332
NM_001179149.1	13730	16524	8614	14924	13136	7016	11728	9265	9581	11270	9842	13860
NM_001179150.1	11184	12737	6511	11852	10205	5758	9291	7397	7353	10318	9118	13144
NM_001179151.1	20062	22293	10439	21775	21007	9502	16651	12845	12638	18123	15114	22165
NM_001179152.1	6	13	5	12	12	3	15	5	5	7	7	9
NM_001179153.1	1035	1358	656	1834	1212	718	1143	845	777	1582	1280	2174
NM_001179154.1	629	810	487	1000	816	497	753	593	574	960	782	1202
NM_001179155.1	3883	4527	2476	4576	4120	2630	3966	3388	3386	5393	4529	6695
NM_001179156.1	2671	3285	1730	3713	3145	1697	3058	2368	2218	3142	3051	4341
NM_001179157.1	7292	8969	4690	13952	11381	6327	11028	8111	7632	14312	12523	17806
NM_001179158.1	945	1353	718	1520	1242	700	1151	928	811	1347	1293	1895
NM_001179159.1	441	577	361	1032	909	494	1222	889	860	1576	1326	1835
NM_001179160.1	614	778	400	996	850	478	794	658	622	1614	1382	1921
NM_001179161.1	227	308	134	298	291	137	317	244	214	368	294	469
NM_001179162.1	843	1005	584	945	926	563	814	653	640	1015	860	1255
NM_001179163.1	11	2	1	9	10	7	10	9	2	32	38	43
NM_001179164.1	261	343	170	391	362	205	302	222	255	513	437	596
NM_001179165.1	56	69	30	67	60	30	53	50	45	58	57	88
NM_001179166.1	275	349	125	375	293	163	226	205	193	304	240	463
NM_001179167.1	1029	1389	785	1777	1636	888	1429	1098	1023	1736	1381	2184
NM_001179168.1	139	219	151	212	148	81	141	99	92	162	138	176
NM_001179169.1	1206	1505	907	1509	1295	758	1346	1001	846	1249	1120	1643
NM_001179170.1	250	273	143	393	337	199	272	208	185	333	283	460
NM_001179171.1	292	360	187	339	321	199	287	226	270	409	374	536
NM_001179172.1	3829	4163	2677	4541	4099	2601	4385	3578	3308	4836	4514	6565
NM_001179173.1	444	542	291	511	494	270	465	348	318	520	442	646
NM_001179174.1	166	192	112	222	200	121	194	146	137	229	191	282
NM_001179175.1	410	512	291	441	382	217	446	330	290	450	401	616
NM_001179176.1	346	429	247	493	425	222	378	262	275	487	409	596
NM_001179177.1	3222	4415	2362	5418	4482	2512	5104	3828	3606	5830	5092	7451
NM_001179178.1	44	53	47	52	46	43	52	44	42	76	76	96
NM_001179179.1	1247	1449	834	1345	1245	633	1055	899	838	954	842	1163
NM_001179180.1	646	777	412	804	725	416	717	552	491	931	777	1206
NM_001179181.1	713	1008	475	1223	1104	521	1072	837	788	1448	1284	1757
NM_001179182.1	2038	2822	1527	3125	2609	1353	2243	1715	1616	2729	2258	3253
NM_001179183.1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001179184.1	419	673	289	341	274	136	395	269	230	345	308	449
NM_001179185.1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001179186.2	903	1338	640	964	826	470	899	661	597	912	790	1043
NM_001179187.1	421	497	269	468	395	248	407	334	290	421	403	560
NM_001179188.1	273	381	200	410	377	200	351	254	282	482	415	651
NM_001179189.1	208	226	129	275	259	119	201	138	140	237	204	262
NM_001179190.1	388	419	296	391	371	248	359	294	240	404	355	455
NM_001179191.1	185	270	136	257	236	105	184	152	141	215	209	273
NM_001179192.1	389	485	310	475	441	286	356	267	305	476	403	603
NM_001179193.1	1145	1430	878	1657	1517	765	1385	1141	1060	1725	1469	2334
NM_001179194.1	16803	20794	10897	20553	18010	10357	15305	11633	12086	17371	15160	22621
NM_001179195.1	1596	1897	949	2592	2301	1154	1478	1185	1113	2380	2029	2972
NM_001179196.1	1153	1388	778	1240	1113	661	1145	809	819	1211	1057	1478
NM_001179197.1	56	68	37	93	72	27	91	63	52	66	78	85
NM_001179198.1	5200	6142	3232	6755	5707	3115	4987	3649	3689	5437	4929	6980
NM_001179199.1	697	858	488	849	761	406	632	515	484	808	660	1018
NM_001179200.1	865	999	567	1160	1069	659	971	719	815	1428	1135	1637
NM_001179201.1	123	143	83	147	132	61	200	121	125	199	173	244
NM_001179202.2	778	931	550	865	763	411	772	535	565	725	687	978
NM_001179203.1	602	756	421	865	770	396	683	554	475	815	700	940
NM_001179204.1	1726	1967	1165	2562	2160	1331	2253	1720	1627	2914	2545	3617
NM_001179205.1	109	109	67	77	89	60	89	56	61	78	50	90
NM_001179206.1	492	656	343	819	683	372	639	435	464	837	750	1102
NM_001179207.1	499	672	332	686	528	300	445	350	311	475	406	557
NM_001179208.1	150	188	111	272	233	120	206	205	179	242	203	347
NM_001179209.1	285	338	194	347	247	143	275	190	209	270	247	349
NM_001179210.1	120	122	60	128	80	59	87	78	58	126	107	169
NM_001179211.1	378	550	292	431	403	179	326	221	182	291	222	312
NM_001179212.1	981	1165	659	1328	1180	624	1045	753	701	1457	1161	1771
NM_001179213.1	458	490	285	592	556	323	459	356	358	579	461	761
NM_001179214.1	780	1026	456	966	846	428	676	542	520	690	630	921
NM_001179215.1	422	469	290	460	440	235	372	322	263	386	348	486
NM_001179216.1	405	500	254	517	429	202	381	310	274	397	349	488
NM_001179217.1	67	71	35	107	100	49	51	73	46	139	137	144
NM_001179218.1	914	1189	687	1043	879	443	836	624	610	879	748	1032
NM_001179219.1	3392	4270	2346	4592	4063	2252	3078	2484	2441	4168	3352	4810
NM_001179220.1	183	230	142	237	243	112	158	153	125	239	210	310
NM_001179221.1	97	131	76	128	108	64	118	98	84	141	129	176
NM_001179222.2	1035	1342	670	957	833	447	693	453	413	654	550	717
NM_001179224.1	4665	5385	3112	4106	3531	2120	4134	3208	2884	1899	1830	2435
NM_001179226.1	262	265	140	233	193	130	210	186	175	118	150	188
NM_001179227.1	273	288	150	366	307	162	209	150	133	319	206	305
NM_001179228.1	2559	3174	1774	3349	2962	1645	2929	2140	2078	3482	2880	4451
NM_001179229.1	2564	3418	1667	3135	2536	1446	2655	2037	1930	2783	2124	3453
NM_001179230.1	209	197	143	274	269	134	229	199	182	312	241	375
NM_001179231.1	229	276	131	269	286	130	227	163	145	281	196	336
NM_001179232.1	480	669	338	825	649	343	562	472	416	785	611	1001
NM_001179233.1	715	970	431	772	587	326	565	464	395	539	440	669
NM_001179234.1	1059	1538	832	1539	1309	720	1125	863	836	1526	1390	1892
NM_001179235.1	86	116	46	130	84	59	110	77	63	118	90	159
NM_001179236.1	124	162	70	117	113	57	73	81	73	105	117	105
NM_001179237.1	1496	1822	947	1431	1203	647	993	738	755	959	824	1185
NM_001179238.1	3184	4096	2184	3956	3715	1795	2774	2201	2203	3159	2611	3794
NM_001179239.1	124	162	91	201	173	114	192	151	154	220	179	314
NM_001179240.1	257	369	197	373	381	180	313	245	227	354	322	478
NM_001179241.1	687	825	434	1060	932	542	878	700	608	1270	1091	1646
NM_001179242.1	308	399	209	323	330	191	310	213	208	403	316	491
NM_001179243.1	846	1148	644	960	806	521	728	533	547	707	611	933
NM_001179244.1	489	578	310	757	577	311	491	407	430	665	624	884
NM_001179245.1	629	806	386	810	719	450	628	518	487	886	737	1086
NM_001179246.1	127	169	103	157	147	125	153	136	126	197	154	218
NM_001179247.1	857	974	595	1022	929	532	876	756	665	1074	925	1402
NM_001179248.1	240	313	190	335	348	176	235	200	164	320	283	417
NM_001179249.1	525	589	361	651	610	290	492	388	357	637	520	673
NM_001179250.1	256	327	170	292	241	129	226	195	154	273	244	361
NM_001179251.1	634	765	442	682	559	323	459	375	367	508	413	599
NM_001179252.1	457	595	313	884	736	412	691	472	439	1075	810	1260
NM_001179253.1	754	939	561	1126	949	576	1039	868	702	1226	1136	1738
NM_001179254.1	20	28	10	22	18	14	30	22	19	45	44	45
NM_001179256.1	0	0	0	3	1	1	2	1	0	6	0	2
NM_001179257.1	474	566	319	553	420	228	371	245	262	430	354	504
NM_001179258.1	2900	3451	1900	3395	3162	1640	2410	1905	1933	2446	1961	2973
NM_001179259.1	97	132	69	144	110	59	111	74	69	123	111	173
NM_001179261.1	128	171	96	174	147	98	137	96	95	164	128	199
NM_001179262.1	1462	1876	1049	1686	1562	850	1472	1201	1086	1696	1483	2132
NM_001179263.1	1527	1891	992	2340	2123	1146	1910	1441	1362	2327	2092	3047
NM_001179264.1	51	100	47	99	111	48	78	70	53	96	89	126
NM_001179265.1	1552	1915	1071	1444	1348	756	1122	941	883	1508	1229	1843
NM_001179266.1	579	592	408	270	248	46	291	241	132	6	4	4
NM_001179267.1	797	1123	521	2976	2690	1255	3059	2515	2293	6477	5821	8855
NM_001179268.1	144	145	110	192	174	121	171	139	121	247	206	301
NM_001179269.1	3	4	2	3	4	2	0	5	5	8	16	12
NM_001179270.1	41	42	27	41	35	19	64	57	33	47	64	57
NM_001179271.1	25077	29958	13931	32638	28560	12514	22133	17271	16109	24095	20759	28313
NM_001179272.1	532	685	423	971	781	475	754	588	511	1054	945	1336
NM_001179273.1	784	953	546	970	816	483	731	580	513	789	733	921
NM_001179274.1	5044	6155	2968	5640	5272	2832	4702	3948	3748	4577	3496	5631
NM_001179275.1	317	422	225	333	339	183	339	244	240	339	330	376
NM_001179277.1	3229	3990	2044	4525	3525	1998	2597	2140	2159	3639	3104	4637
NM_001179278.1	365	454	271	648	596	350	460	328	323	674	600	822
NM_001179279.1	606	736	392	949	756	408	589	429	400	780	678	938
NM_001179280.1	565	688	358	680	510	347	491	365	352	556	460	720
NM_001179281.1	81	119	62	104	79	45	92	71	60	107	92	131
NM_001179282.1	197	245	107	261	221	113	203	146	158	231	236	343
NM_001179283.1	586	701	364	542	525	240	294	240	203	401	337	417
NM_001179284.1	33	45	23	43	47	26	54	36	32	63	46	68
NM_001179285.1	781	1014	553	1216	1025	489	870	636	599	1089	877	1326
NM_001179286.1	291	365	211	422	334	200	373	259	230	386	344	585
NM_001179287.1	82	126	48	113	96	46	65	58	60	85	93	134
NM_001179288.1	5	8	3	6	4	0	6	3	3	10	6	6
NM_001179289.1	1159	1437	755	1667	1355	760	1111	905	863	1586	1335	2059
NM_001179290.1	150	156	52	167	128	60	115	84	78	123	89	189
NM_001179291.1	4	1	2	3	6	3	3	5	4	0	3	1
NM_001179292.1	402	448	274	482	419	217	351	300	241	445	359	530
NM_001179293.1	1987	2534	1326	3104	2692	1259	2199	1970	1842	3251	2794	3936
NM_001179294.1	1169	1423	854	1769	1551	893	1517	1148	1076	1618	1465	1910
NM_001179295.1	266	340	174	547	375	211	364	250	267	503	438	700
NM_001179296.1	1021	1153	669	1170	954	525	903	609	628	936	714	1281
NM_001179297.1	162	184	119	284	238	134	243	149	152	308	249	385
NM_001179298.1	145	227	158	280	238	130	247	195	181	342	273	392
NM_001179299.2	104	145	68	118	119	59	102	78	85	135	90	144
NM_001179300.1	583	740	397	986	949	557	813	651	621	1198	1006	1435
NM_001179301.1	2334	2728	1638	2969	2678	1447	2581	1894	1920	2841	2580	3583
NM_001179302.1	133	194	107	155	137	64	119	104	70	145	118	172
NM_001179303.1	238	334	207	318	232	145	265	195	166	261	257	347
NM_001179305.1	370897	418774	219220	438332	386767	213632	320021	247605	257199	346226	305390	454728
NM_001179306.3	709	670	432	759	779	406	655	537	467	806	690	922
NM_001179307.3	43	47	36	39	56	27	58	39	41	89	67	103
NM_001179308.1	61	64	16	22	13	3	6	9	2	6	4	4
NM_001179309.3	97	142	81	129	78	48	83	81	68	132	90	133
NM_001179310.1	16544	18145	11545	24389	22219	12797	20333	15822	15232	26498	21584	27709
NM_001179312.3	502	713	338	859	778	437	708	580	432	926	817	1234
NM_001179313.1	157	148	87	167	149	78	178	96	93	181	118	237
NM_001179314.3	19059	21043	11391	22810	19901	11736	18001	13582	13855	20678	18207	25205
NM_001179315.1	50	71	31	68	47	22	54	42	28	88	60	87
NM_001179316.3	3	2	4	7	7	3	3	3	6	5	5	8
NM_001179317.1	518	690	388	765	634	407	593	476	426	722	574	954
NM_001179318.3	341	422	242	599	623	342	621	471	406	983	755	1191
NM_001179319.1	1174	1406	816	1410	1320	703	1129	935	932	1275	1125	1592
NM_001179320.3	25	26	18	41	39	19	29	18	19	47	32	50
NM_001179321.1	3262	4037	2030	5238	4628	2266	4383	3334	3038	6122	5261	7366
NM_001179322.3	163	170	98	273	220	115	124	87	75	173	128	236
NM_001179323.1	371	384	233	439	305	181	345	279	234	389	381	519
NM_001179324.3	12369	15237	7252	13547	12462	6353	10222	7626	8099	11718	9974	14129
NM_001179325.1	49	54	39	76	57	34	69	44	47	82	63	104
NM_001179326.3	139	162	86	171	127	83	149	123	104	209	193	270
NM_001179327.1	1186	1521	788	1827	1520	780	1160	957	869	1492	1378	1869
NM_001179328.4	1017	1222	661	1175	1029	584	923	737	667	1032	918	1247
NM_001179329.1	188	284	142	300	274	116	265	208	175	288	255	392
NM_001179330.3	402	486	301	542	497	301	442	408	343	747	558	769
NM_001179331.3	2006	2307	1277	2566	2421	1424	2104	1785	1602	2945	2587	3641
NM_001179332.1	1095	1364	684	1075	909	453	729	592	476	615	516	813
NM_001179333.3	136	142	79	86	102	52	110	80	89	87	128	169
NM_001179334.1	54560	61789	35605	54706	52822	28518	48559	37277	38130	50817	42750	62132
NM_001179335.3	248	324	164	265	264	135	195	163	149	196	155	235
NM_001179336.1	1723	2198	1111	2079	1790	1071	1625	1259	1262	2080	1839	2458
NM_001179337.3	655	794	389	817	761	397	610	517	504	781	629	866
NM_001179338.1	607	743	409	733	603	343	547	438	401	627	570	735
NM_001179339.3	7407	8406	4632	10193	9389	5534	10786	9010	9118	16129	13033	21656
NM_001179340.1	83	70	44	130	94	54	126	92	82	219	200	263
NM_001179341.3	12	8	1	36	16	9	17	17	20	45	21	55
NM_001179342.1	8	10	8	7	12	6	7	5	5	14	9	14
NM_001179344.1	0	2	0	0	0	0	0	0	0	0	0	0
NM_001179345.3	115	88	62	56	40	41	79	33	37	93	72	81
NM_001179346.1	5586	6553	3817	1918	1487	338	1627	1414	850	115	100	143
NM_001179347.3	1729	2078	1384	4439	3691	2415	4213	3489	3334	5880	5207	7194
NM_001179349.1	0	1	1	3	0	0	1	2	1	0	0	1
NM_001179350.3	0	0	0	0	0	0	0	0	0	0	1	0
NM_001179351.3	171	180	114	160	162	90	167	99	100	150	156	192
NM_001179352.3	227	285	175	255	214	124	250	199	150	236	235	316
NM_001179353.1	228	315	150	335	318	168	290	220	211	308	290	388
NM_001179354.3	392	405	227	384	311	177	295	224	216	276	234	332
NM_001179355.1	1135	1452	713	1122	971	466	834	627	570	736	646	996
NM_001179356.1	32	55	27	50	42	32	33	42	33	52	43	82
NM_001179357.3	149	175	108	213	200	113	151	137	100	246	205	249
NM_001179358.3	709	806	415	894	778	343	731	533	530	835	741	908
NM_001179359.1	823	900	569	617	466	257	461	356	328	300	293	385
NM_001179360.3	546	793	343	954	808	424	684	525	502	900	774	1098
NM_001179361.1	248	308	190	136	144	77	182	117	126	120	133	144
NM_001179363.1	42	59	34	63	57	38	51	29	41	69	56	74
NM_001179364.3	327	407	230	355	312	157	323	230	206	343	342	443
NM_001179365.1	2963	4039	2040	3790	3239	1842	1905	1470	1492	1412	1228	2076
NM_001179366.1	461	511	256	561	453	245	420	336	307	614	502	698
NM_001179367.3	104	125	89	191	143	75	143	113	95	197	185	250
NM_001179368.1	67210	78308	41146	76788	69175	38312	59318	46111	47441	66759	56985	79504
NM_001179369.1	596	705	365	835	665	394	539	430	404	803	689	849
NM_001179370.3	575	671	349	822	687	357	624	439	366	669	648	836
NM_001179371.3	1251	1513	899	1474	1219	753	1067	860	820	1162	970	1435
NM_001179372.1	1112	1206	689	985	817	442	657	611	575	798	616	911
NM_001179373.1	283	338	193	361	397	232	349	255	211	455	381	612
NM_001179374.3	12	17	5	7	12	2	12	8	11	5	10	13
NM_001179376.1	651	852	468	843	738	393	700	535	544	859	664	1041
NM_001179377.1	456	637	337	670	579	307	612	420	387	587	490	727
NM_001179379.3	1	2	1	4	2	0	1	1	2	0	3	4
NM_001179380.3	2317	2910	1451	3723	2914	1586	2826	2270	1968	3214	2975	4514
NM_001179381.1	203	237	179	306	257	141	240	161	149	289	225	292
NM_001179383.1	1274	1574	698	1836	1440	811	1294	1044	1006	1982	1542	2280
NM_001179384.3	1026	1259	711	1398	1349	700	1303	936	924	1704	1363	1870
NM_001179385.1	687	949	558	1316	1102	590	1074	766	701	1345	1221	1764
NM_001179386.1	748	930	370	1035	833	486	721	570	554	968	805	1196
NM_001179387.3	1	5	4	24	20	10	6	4	5	11	8	20
NM_001179388.3	1685	1877	1468	2146	1974	872	1654	1319	1173	2108	1627	2294
NM_001179389.1	1175	1370	753	1460	1285	727	1246	984	857	1287	1234	1697
NM_001179390.1	400	497	293	509	482	230	472	403	319	536	422	619
NM_001179391.3	2954	3321	1815	4233	3659	1966	3531	3054	2886	5756	4727	6980
NM_001179392.1	84	75	48	100	73	56	80	81	74	117	101	141
NM_001179393.1	2733	3178	1639	3447	3174	1775	3133	2192	2298	3483	3286	4611
NM_001179394.3	899	997	541	1177	1035	555	903	647	615	1262	954	1435
NM_001179395.3	136	184	82	217	181	84	183	130	110	219	199	240
NM_001179396.1	205	272	155	332	263	163	203	183	182	286	261	385
NM_001179397.3	787	942	580	1137	1019	640	1060	808	770	1223	1119	1616
NM_001179398.1	685	912	511	1130	863	530	945	753	623	1280	1097	1694
NM_001179399.1	135	204	95	195	159	103	178	143	106	215	216	263
NM_001179400.3	291	354	211	412	406	204	390	310	258	577	489	698
NM_001179401.3	10801	12715	6177	13599	11906	5810	8180	6142	5671	9400	7969	10556
NM_001179402.1	22511	25871	13014	26710	23714	12523	18330	15128	14368	20566	17922	24662
NM_001179403.1	18123	19744	11459	17352	15657	8882	16028	11871	12032	11845	10088	14767
NM_001179405.1	112	116	66	110	107	50	63	69	69	128	117	139
NM_001179406.1	274	288	178	325	302	140	270	223	225	318	286	372
NM_001179407.3	0	2	0	3	1	1	0	4	0	2	0	3
NM_001179410.3	0	0	0	0	0	0	0	0	0	0	0	0
NM_001179411.1	217	246	107	217	222	111	156	133	123	189	158	191
NM_001179412.1	1390	1586	869	1960	1715	1022	1652	1226	1103	2253	1890	2689
NM_001179413.1	826	1016	463	829	643	355	440	312	324	503	477	571
NM_001179414.2	526	686	357	821	726	382	601	465	469	764	683	860
