name	wt_ribo_YPD1_cds_rpf	wt_ribo_YPD2_cds_rpf	wt_ribo_YPD3_cds_rpf	ncs2d_ribo_YPD1_cds_rpf	ncs2d_ribo_YPD2_cds_rpf	ncs2d_ribo_YPD3_cds_rpf	elp6d_ribo_YPD1_cds_rpf	elp6d_ribo_YPD2_cds_rpf	elp6d_ribo_YPD3_cds_rpf	ncs2d_elp6d_ribo_YPD1_cds_rpf	ncs2d_elp6d_ribo_YPD2_cds_rpf	ncs2d_elp6d_ribo_YPD3_cds_rpf
NM_001179415.3	321	345	202	399	394	227	337	258	231	509	469	565
NM_001179416.3	78	107	65	84	79	52	96	64	89	98	119	173
NM_001179417.1	260	300	161	302	318	187	273	220	222	387	267	461
NM_001179418.1	391	562	279	666	529	278	584	446	369	760	655	944
NM_001179419.1	29665	33135	15878	33712	29352	15345	22727	17829	18216	26985	24451	35392
NM_001179420.1	915	1039	562	1017	875	538	754	518	497	719	627	865
NM_001179421.3	53	86	33	101	69	53	75	51	55	84	90	137
NM_001179422.3	9	18	13	7	14	3	9	9	4	4	3	10
NM_001179423.1	13	32	11	33	29	22	18	19	24	68	64	82
NM_001179424.1	1684	2036	1151	2172	1819	913	1854	1327	1230	1865	1693	2443
NM_001179425.1	4391	5697	2973	9227	7676	4321	7046	5162	4866	10829	9361	13496
NM_001179426.1	1797	2050	1068	2152	2012	1024	1934	1443	1484	2391	1977	2730
NM_001179427.3	136	143	60	206	167	82	142	126	98	265	237	323
NM_001179428.3	20592	25523	13321	27690	23390	12707	19293	14694	14543	21228	18476	26914
NM_001179429.1	513	577	340	694	606	328	513	358	407	654	559	772
NM_001179431.2	701	782	395	816	770	378	713	541	467	715	673	908
NM_001179432.1	212	228	153	309	252	142	218	187	161	296	271	359
NM_001179433.3	429	546	308	456	403	230	433	305	341	403	363	505
NM_001179435.3	153	157	84	244	182	124	204	134	133	287	288	380
NM_001179436.1	577	708	384	747	661	348	665	525	491	747	677	966
NM_001179437.1	35	45	22	36	41	14	37	25	28	37	43	65
NM_001179438.1	385	520	292	494	451	230	488	367	306	469	451	608
NM_001179439.1	1002	1245	649	1498	1344	705	1007	828	766	1178	1082	1490
NM_001179440.3	79	115	63	79	83	48	74	72	49	91	69	102
NM_001179441.3	335	390	226	403	369	219	308	207	202	352	316	437
NM_001179442.1	2881	3188	1899	4156	3281	2102	3548	2768	2653	4896	4115	5930
NM_001179443.1	382	447	209	528	432	229	373	275	258	520	421	614
NM_001179444.1	337	401	226	387	336	175	334	242	226	309	298	388
NM_001179445.1	84	129	52	129	115	77	122	110	92	192	171	235
NM_001179446.3	138	187	98	210	202	100	191	112	93	209	204	287
NM_001179447.3	4	9	3	12	11	1	11	5	5	18	7	30
NM_001179449.1	48	41	24	69	54	47	59	46	38	233	175	264
NM_001179450.1	0	0	0	1	0	0	0	0	0	0	0	0
NM_001179451.1	516	661	407	922	828	445	795	602	550	888	794	1165
NM_001179452.3	381	474	295	606	553	275	373	278	260	507	430	606
NM_001179453.1	641	701	346	776	729	358	593	507	530	836	695	1050
NM_001179454.1	484	666	306	824	655	398	494	388	359	822	716	891
NM_001179455.1	245	314	137	319	252	179	272	204	199	393	319	417
NM_001179456.1	686	774	473	1096	958	611	1003	758	743	1461	1211	1748
NM_001179457.3	5728	7104	3326	8194	6970	4007	6045	4573	4860	8073	6950	10792
NM_001179458.1	542	634	370	749	627	341	538	382	379	651	561	813
NM_001179459.1	188	283	124	309	257	119	212	136	127	218	190	247
NM_001179460.1	560	689	288	883	603	391	481	409	374	700	619	1011
NM_001179461.1	36	37	13	41	35	19	38	22	16	45	31	45
NM_001179462.3	262	338	186	459	389	245	391	339	291	605	459	618
NM_001179463.1	3034	3974	1555	4212	3073	1766	2934	2151	2051	3826	3146	4971
NM_001179464.1	1356	1470	678	1557	1525	592	1334	993	895	1141	989	1277
NM_001179465.1	422	580	268	875	745	427	686	558	498	1206	1047	1295
NM_001179466.1	808	1064	581	1223	1072	523	998	767	761	1168	1045	1406
NM_001179467.3	306	455	191	408	394	150	297	282	217	196	166	262
NM_001179468.1	32	45	30	48	31	26	49	20	24	41	42	59
NM_001179469.1	705	836	375	758	604	404	817	594	599	710	652	1030
NM_001179470.1	63	92	47	103	83	51	82	53	53	136	133	180
NM_001179471.2	10178	13330	5650	10007	8250	4489	6353	5238	4924	7289	6205	9741
NM_001179472.3	1244	1503	724	1935	1633	912	1462	1104	1121	2171	2003	2534
NM_001179473.1	2353	3326	1599	3129	2829	1504	2784	2054	1962	3145	2572	3879
NM_001179474.1	1632	2141	1115	2678	2038	1237	1883	1508	1424	2446	1900	3240
NM_001179475.1	617	669	423	867	705	366	488	344	338	585	554	710
NM_001179476.1	779	944	504	1154	1023	548	921	707	652	1187	1077	1508
NM_001179477.3	927	1305	619	1708	1334	708	1197	946	847	1618	1355	2189
NM_001179478.1	630	770	432	899	751	402	640	531	535	978	765	1121
NM_001179479.1	620	789	398	710	664	379	510	381	358	701	568	791
NM_001179480.1	35	45	14	44	40	25	44	29	28	46	41	58
NM_001179481.1	19271	22145	12298	22000	19813	10087	17107	13278	12602	18423	16197	22001
NM_001179482.3	71	93	42	99	80	57	92	61	57	99	85	108
NM_001179483.1	562	733	345	857	771	386	609	499	510	1107	932	1330
NM_001179484.1	107	151	85	283	210	105	159	144	118	425	350	481
NM_001179485.1	2032	2540	1396	2614	2256	1288	2388	1827	1711	2921	2416	3633
NM_001179486.3	1097	1462	697	1591	1331	585	841	619	586	1062	913	1234
NM_001179487.1	65	76	39	99	76	41	78	49	52	79	74	115
NM_001179488.1	1065	1498	639	1499	1357	675	1117	888	890	1674	1377	2075
NM_001179490.1	4270	5310	2571	5671	4667	2657	3891	2978	3066	4645	3950	5886
NM_001179491.1	687	840	446	896	775	468	726	524	504	904	799	1201
NM_001179492.3	272	450	223	480	391	192	379	270	251	546	457	653
NM_001179493.1	702	822	554	930	850	489	921	622	638	958	812	1225
NM_001179494.1	57	70	41	44	27	20	36	37	35	45	41	44
NM_001179495.1	488	558	301	606	522	296	416	340	306	497	419	623
NM_001179496.1	39608	45308	19808	44464	41413	16544	31645	23534	24301	33039	27065	38234
NM_001179497.3	432	504	340	577	441	242	375	347	262	498	379	543
NM_001179498.1	215	272	149	386	268	189	302	174	193	351	352	455
NM_001179499.1	190	245	117	281	221	149	210	168	153	249	188	321
NM_001179500.1	55	79	47	80	74	42	79	49	38	90	75	126
NM_001179501.1	270	319	216	346	340	202	321	264	274	447	398	524
NM_001179502.3	372	468	232	724	640	362	486	406	434	853	814	1104
NM_001179503.1	256	281	150	463	438	286	396	330	312	879	707	1173
NM_001179504.1	320	382	202	376	373	220	324	236	220	412	361	543
NM_001179505.1	437	537	290	681	568	324	545	418	390	825	755	1128
NM_001179506.3	208	241	168	252	193	134	155	142	135	227	172	267
NM_001179507.1	181	276	123	318	236	145	240	164	142	268	220	317
NM_001179508.1	1	1	2	8	5	2	3	2	2	19	27	23
NM_001179509.1	139	177	89	196	180	74	91	93	67	193	172	165
NM_001179510.1	845	1016	607	884	911	481	742	588	597	749	585	946
NM_001179512.1	5	3	2	12	11	5	15	10	15	29	21	34
NM_001179513.1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001179514.1	31	26	11	18	15	13	24	27	20	26	24	37
NM_001179517.1	676	424	159	1066	942	271	339	354	335	821	651	1039
NM_001179518.1	36	46	34	40	36	33	50	36	29	78	47	84
NM_001179519.1	382	494	241	616	562	249	490	349	357	654	513	825
NM_001179521.1	0	1	0	1	0	1	0	1	0	0	1	2
NM_001179522.1	20	25	18	33	43	18	28	31	26	45	32	48
NM_001179523.1	375	531	234	445	386	202	315	254	240	334	340	404
NM_001179524.1	232	296	179	349	331	164	298	229	175	345	277	433
NM_001179525.3	780	1077	433	1125	780	484	639	550	497	1036	814	1345
NM_001179526.1	772	941	462	1034	796	398	569	506	428	809	682	983
NM_001179527.1	114	124	70	135	108	51	87	61	62	129	101	140
NM_001179528.3	5859	7798	2969	9378	6777	4175	6062	4706	4861	8188	6615	11039
NM_001179529.3	272	323	167	419	410	180	342	287	196	462	393	655
NM_001179530.1	382	501	285	548	493	270	426	331	328	576	474	737
NM_001179531.1	135	168	67	206	160	84	167	95	89	163	156	192
NM_001179532.3	278	345	190	350	306	192	245	175	205	339	261	415
NM_001179533.1	412	565	295	779	616	374	595	391	395	911	813	1081
NM_001179534.1	2199	2565	1338	3365	2828	1637	2371	1704	1657	3190	2658	4023
NM_001179535.3	0	1	1	2	2	1	1	7	0	2	1	2
NM_001179536.3	55	52	15	76	50	26	64	39	35	72	68	92
NM_001179537.1	76	79	42	92	88	55	79	76	64	108	80	116
NM_001179538.1	4	6	2	5	8	3	6	6	3	11	8	12
NM_001179539.3	63	47	31	56	56	20	56	38	36	81	62	81
NM_001179540.1	202	200	120	254	201	121	187	132	104	226	194	269
NM_001179541.3	0	1	0	2	1	1	8	1	0	2	2	2
NM_001179543.3	124	158	118	180	178	80	141	134	121	161	127	183
NM_001179544.1	612	756	408	815	721	411	681	529	523	874	888	1060
NM_001179545.3	367	448	287	485	409	255	369	319	290	551	394	591
NM_001179546.1	91	121	72	159	124	78	122	101	80	201	168	237
NM_001179547.1	87	113	72	138	133	73	121	94	80	145	147	190
NM_001179548.3	781	924	500	936	888	444	819	647	604	862	780	1156
NM_001179549.3	12	19	8	16	18	15	17	18	16	26	41	39
NM_001179550.3	22	16	19	18	17	7	20	15	11	28	30	24
NM_001179551.1	16	28	10	15	19	9	18	8	7	21	17	28
NM_001179552.1	69	109	65	122	120	64	130	102	83	186	149	247
NM_001179553.3	15	18	9	51	40	35	43	30	28	89	66	94
NM_001179554.1	8	20	9	18	23	13	18	28	16	22	29	26
NM_001179555.1	1223	1584	749	1164	1056	571	945	743	724	973	836	1103
NM_001179556.3	1032	1153	659	2991	2609	1360	3179	2398	2111	5668	4810	6296
NM_001179557.3	371	391	253	400	374	198	323	236	248	282	233	319
NM_001179558.3	364	489	273	556	533	310	458	360	416	698	640	961
NM_001179559.1	1735	2002	1123	2171	1922	991	1502	1141	1088	1944	1703	2350
NM_001179560.1	405	458	322	524	564	322	587	433	405	748	682	941
NM_001179561.3	24	32	23	88	65	41	106	57	58	228	204	289
NM_001179563.1	0	0	0	1	1	1	2	2	2	4	0	4
NM_001179564.1	3	18	4	28	9	8	22	12	7	37	30	53
NM_001179567.3	224	275	179	264	256	135	204	126	136	184	155	258
NM_001179568.1	439	553	339	796	626	352	502	378	379	777	615	917
NM_001179569.3	269	353	197	469	449	176	367	232	186	424	384	523
NM_001179570.1	1144	1357	775	1343	1269	696	1241	926	943	1317	1150	1692
NM_001179571.3	338	445	167	426	366	200	280	242	247	394	373	535
NM_001179572.1	31158	36511	17811	39223	34050	16466	26647	20075	19281	30665	27415	39877
NM_001179573.1	1051	1487	725	2024	1669	875	1623	1213	1174	2268	1794	2760
NM_001179574.3	1511	1785	1104	1612	1379	816	1438	1107	984	1284	1223	1590
NM_001179575.1	2113	2645	1439	2556	2359	1193	1874	1359	1434	2105	1767	2359
NM_001179576.3	1063	1417	768	1590	1301	731	1143	815	729	1356	1167	1910
NM_001179577.1	98	133	74	119	115	58	105	82	64	122	104	173
NM_001179578.3	284	364	170	415	325	166	290	261	231	393	374	467
NM_001179579.1	1112	1304	729	1371	1131	601	881	665	591	1026	873	1202
NM_001179580.3	2108	2557	1450	2828	2467	1307	2507	1942	1777	2656	2265	3352
NM_001179581.1	215	259	163	330	312	160	300	251	204	308	294	418
NM_001179582.3	1134	1618	752	1907	1640	753	1330	1007	906	2210	1674	2424
NM_001179583.1	169	215	131	232	180	109	187	116	122	207	163	233
NM_001179584.3	413	586	311	554	540	235	459	335	342	475	407	600
NM_001179585.3	429	446	303	570	543	304	506	372	386	653	534	834
NM_001179586.1	631	796	392	906	822	416	655	577	502	1011	850	1170
NM_001179587.3	1162	1453	798	1625	1499	761	1353	1120	1047	1716	1623	2166
NM_001179588.1	461	512	272	674	521	317	454	361	357	700	624	833
NM_001179589.4	207	297	131	284	235	139	181	157	117	199	205	289
NM_001179590.3	1599	1880	1025	1773	1635	842	1360	1033	1038	1376	1178	1678
NM_001179591.1	938	1129	547	1571	1356	810	1345	1009	924	2031	1527	2504
NM_001179592.3	3	4	5	10	8	5	7	9	6	7	8	16
NM_001179593.1	405	561	261	648	536	294	537	448	444	655	632	865
NM_001179594.3	496	570	326	711	608	401	543	393	365	733	610	915
NM_001179595.1	3124	3136	1724	3146	2942	1706	2902	2090	2138	3061	2498	3624
NM_001179598.3	1471	1815	846	1702	1446	772	1111	964	953	1450	1067	1789
NM_001179599.1	275	287	164	417	312	196	322	242	248	497	384	508
NM_001179600.1	491	589	354	622	559	296	546	466	372	580	587	785
NM_001179601.3	5036	6485	2956	6632	5790	2748	4930	3842	3581	6388	5244	7966
NM_001179603.1	0	1	0	1	0	0	2	0	0	0	0	1
NM_001179604.3	246	379	187	373	318	155	253	231	161	324	254	413
NM_001179605.1	1796	2165	1185	2316	1968	1102	1982	1481	1306	2002	1857	2521
NM_001179606.3	843	1031	552	1428	1234	614	1142	824	818	1641	1455	1905
NM_001179607.1	376	443	268	587	470	238	372	289	258	536	439	543
NM_001179608.3	312	406	224	362	327	195	322	222	209	381	299	436
NM_001179609.1	321	409	198	279	259	173	198	193	141	220	163	236
NM_001179611.1	472	618	303	569	527	246	462	369	359	540	478	697
NM_001179612.1	1488	1735	1027	1967	1711	1020	1749	1404	1245	2071	1904	2630
NM_001179613.1	407	538	304	730	618	337	642	447	428	794	708	1020
NM_001179614.1	166	176	98	223	165	89	168	112	123	202	180	230
NM_001179615.1	286	349	186	343	289	163	240	189	180	274	251	341
NM_001179616.1	0	5	2	9	7	4	3	5	3	8	4	5
NM_001179617.1	340	440	226	486	433	267	531	427	424	619	534	684
NM_001179618.1	205	266	137	335	301	196	243	167	159	411	369	509
NM_001179620.1	9846	12239	5695	12256	10584	5688	7523	6314	5860	9954	7542	12235
NM_001179621.2	52	91	44	95	97	51	103	71	63	120	92	143
NM_001179622.1	29175	31999	17407	28271	26217	14152	23111	17759	18890	22970	21299	29240
NM_001179623.1	1308	1645	962	1669	1396	760	1594	1160	1059	1470	1304	1988
NM_001179624.1	373	496	329	557	463	253	401	304	257	443	434	554
NM_001179625.1	353	475	255	532	416	260	355	285	267	392	394	516
NM_001179626.1	199767	226184	124164	206652	188621	108501	173782	136092	133982	165964	144782	205643
NM_001179627.1	82	99	70	93	82	48	108	65	49	119	93	122
NM_001179628.1	413	583	236	939	905	465	781	665	623	1701	1326	1991
NM_001179629.1	458	581	311	578	531	256	391	309	302	534	432	632
NM_001179630.1	686	760	422	780	629	351	573	448	450	710	566	856
NM_001179631.2	821	1092	576	908	768	432	699	558	526	774	642	980
NM_001179633.1	1661	2012	1086	2195	1938	1078	1461	1123	1092	1890	1707	2321
NM_001179634.1	1660	2072	950	1975	1529	884	1337	1084	1021	1528	1287	1856
NM_001179635.1	427	449	281	455	390	223	436	298	319	453	388	522
NM_001179636.1	0	0	0	0	0	0	4	0	1	0	4	2
NM_001179637.1	25	12	35	13	12	14	29	17	14	84	50	54
NM_001179638.1	232	317	180	397	316	188	363	255	241	429	401	526
NM_001179639.1	1639	2086	1009	2049	1726	843	1252	994	910	1425	1238	1826
NM_001179640.1	421	499	231	678	644	289	393	303	274	602	470	758
NM_001179641.1	212	275	144	329	222	140	238	190	166	289	209	355
NM_001179643.1	2517	3033	1720	3499	3241	1779	2897	2201	1936	3600	3293	4570
NM_001179644.1	488	627	360	676	595	369	586	448	394	662	618	859
NM_001179645.1	335	424	256	533	456	261	396	257	261	508	408	613
NM_001179646.1	4526	5640	3046	6024	5593	2872	5046	3768	3667	5727	4836	7198
NM_001179647.1	36369	42024	21227	43791	39231	21064	34475	25849	27348	39349	34072	51399
NM_001179648.1	1257	1645	782	1486	1074	655	682	542	558	953	863	1214
NM_001179650.1	380	375	248	313	356	185	370	274	260	343	329	439
NM_001179651.1	1753	2150	1005	2164	1997	1129	1653	1266	1411	2368	1980	2872
NM_001179652.1	40	60	20	73	53	35	38	30	35	71	57	91
NM_001179653.1	312	351	189	406	358	220	343	228	255	444	402	512
NM_001179654.1	567	759	332	838	676	386	552	379	367	734	653	933
NM_001179655.1	255	342	139	310	260	143	188	172	159	245	231	317
NM_001179656.1	125	172	74	143	118	70	92	78	63	129	75	127
NM_001179657.1	211	291	134	380	304	176	339	241	209	497	436	610
NM_001179658.1	364	499	258	516	436	246	401	346	271	410	374	552
NM_001179659.1	18	29	14	14	7	5	12	8	4	14	15	24
NM_001179660.1	655	909	504	1059	926	498	1016	709	719	1290	1146	1504
NM_001179661.1	130	182	107	184	147	71	100	89	79	159	103	169
NM_001179662.1	2353	3164	1498	5269	5041	2529	5124	4116	3743	7452	6858	10363
NM_001179664.1	91	128	66	164	143	76	148	77	93	176	161	235
NM_001179665.1	721	871	460	933	835	399	629	461	516	740	576	757
NM_001179666.1	966	1126	666	1570	1352	820	1486	1171	984	1961	1808	2670
NM_001179667.2	1197	1484	840	1525	1229	733	1055	807	779	1273	1004	1482
NM_001179669.1	950	1106	715	1843	1622	905	1886	1447	1304	2840	2483	3256
NM_001179670.1	3164	3938	2541	3913	3572	2110	4004	2792	2672	4319	3966	5623
NM_001179671.1	454	543	226	477	332	228	298	207	223	368	302	420
NM_001179672.1	612	742	377	906	762	393	695	485	468	827	660	939
NM_001179673.1	12	5	2	13	12	9	6	4	5	14	17	8
NM_001179674.1	203	234	107	204	183	91	153	110	108	183	168	224
NM_001179675.1	219	366	156	359	309	147	220	212	188	378	322	431
NM_001179676.1	601	654	389	596	533	296	669	493	543	609	569	707
NM_001179678.1	1245	1685	706	1488	1169	609	967	896	785	1354	1236	1618
NM_001179679.1	620	733	448	776	673	393	613	503	478	852	717	1033
NM_001179680.1	671	894	494	1219	973	534	848	683	561	1192	1058	1520
NM_001179682.1	328	437	180	369	297	169	275	218	195	278	240	373
NM_001179683.1	5624	6901	3907	9715	8481	4451	6691	4916	4578	9455	8433	11250
NM_001179685.1	299	462	205	372	327	159	297	196	185	242	222	290
NM_001179686.1	1492	1724	889	1328	1057	636	1259	978	965	1404	1145	1849
NM_001179687.1	128	127	79	139	150	82	135	129	108	177	146	231
NM_001179688.1	866	996	535	741	638	347	594	467	438	636	521	744
NM_001179690.1	125	165	110	218	197	89	175	120	146	239	225	359
NM_001179691.1	574	665	354	764	692	353	605	423	448	628	621	838
NM_001179692.1	1555	2056	1045	2836	2452	1388	2661	1992	1730	3644	3257	4631
NM_001179693.1	3199	4005	1998	4527	3971	2005	3429	2737	2599	4182	3713	5218
NM_001179694.1	925	1050	564	1293	1079	594	1059	805	759	1301	1052	1508
NM_001179695.2	716	960	576	938	792	423	787	583	487	808	643	991
NM_001179696.1	456	581	301	705	607	344	651	475	496	831	768	1130
NM_001179698.1	9	16	6	18	23	15	25	14	10	20	19	48
NM_001179699.2	23	45	15	51	32	33	37	35	35	59	47	53
NM_001179700.2	270	406	171	441	329	170	338	254	237	394	356	586
NM_001179701.1	673	865	502	1120	963	547	955	741	646	1287	1034	1580
NM_001179703.1	271	371	215	413	332	224	316	229	174	377	348	493
NM_001179704.1	280	393	211	438	383	178	327	265	220	327	286	360
NM_001179705.1	301	400	222	416	354	179	318	240	206	349	318	399
NM_001179706.1	459	602	352	480	455	233	455	306	283	478	348	574
NM_001179707.1	899	1200	630	1414	1337	667	1134	926	830	1733	1385	2065
NM_001179708.1	1426	1698	882	2811	2279	1251	1954	1508	1317	3111	2835	3844
NM_001179709.1	1137	1497	813	1420	1130	633	991	733	706	1394	1232	1622
NM_001179710.1	343	527	330	547	500	270	486	337	336	606	505	722
NM_001179711.1	4149	5065	2540	8658	6670	4157	6094	4643	4299	9621	8485	11815
NM_001179712.1	831	987	486	1183	1032	568	766	639	613	1078	949	1354
NM_001179714.1	475	607	324	621	590	320	548	472	478	757	640	1036
NM_001179715.1	185	189	109	248	216	136	226	196	165	285	268	348
NM_001179716.1	567	675	372	1130	1069	520	1043	846	761	1754	1592	2342
NM_001179717.1	248	345	211	379	314	173	436	317	325	525	486	698
NM_001179718.1	93155	105271	57212	112786	99209	52571	82598	62042	61299	84051	74216	102977
NM_001179720.1	472	530	321	546	475	262	407	328	289	456	383	594
NM_001179721.1	283	298	168	407	385	201	277	213	195	378	326	482
NM_001179722.1	6324	6948	3615	6420	6363	3245	5166	4368	4245	6240	5470	7666
NM_001179723.2	4114	5143	2695	3658	3375	1797	3422	2422	2445	2725	2483	3443
NM_001179725.1	108	186	86	161	152	89	121	95	95	193	131	174
NM_001179726.1	736	807	459	1125	955	495	753	563	509	972	823	1081
NM_001179727.1	9	3	6	56	57	20	86	49	47	164	165	188
NM_001179728.1	52	75	40	74	71	53	78	56	59	92	77	117
NM_001179729.1	1931	2355	1095	1966	1470	1012	1488	1141	1210	1708	1526	2431
NM_001179730.1	14501	18361	8123	16406	13511	7902	12047	9289	9358	12513	10003	15885
NM_001179731.1	1198	1748	854	1689	1381	734	1491	1104	986	1420	1273	1898
NM_001179732.1	484	597	367	742	583	326	608	431	377	714	577	800
NM_001179733.1	300	356	191	454	437	215	331	252	254	503	395	571
NM_001179734.1	227	261	155	326	286	177	230	153	171	324	243	356
NM_001179736.1	339	372	208	388	310	215	279	249	218	335	307	373
NM_001179737.1	101	123	82	179	136	59	151	101	103	175	174	250
NM_001179738.1	2727	3503	1776	3517	3130	1506	2099	1530	1564	2803	2342	3129
NM_001179739.1	567	785	384	826	706	376	678	506	499	766	645	977
NM_001179740.1	498	653	375	713	571	351	670	465	401	694	631	919
NM_001179741.1	1207	1365	759	1527	1398	855	1316	1058	1016	1636	1569	2217
NM_001179742.1	218	217	136	240	230	118	219	151	147	256	198	308
NM_001179744.1	30	50	24	30	25	25	58	36	40	52	60	74
NM_001179745.1	648	865	402	925	746	368	547	490	388	731	685	1005
NM_001179746.1	32658	39886	19415	39567	35021	17911	28168	22332	21490	33453	28699	39494
NM_001179747.1	3313	3802	2280	4101	3649	2066	3313	2535	2504	3774	3276	4675
NM_001179748.1	39920	47982	24935	46853	37703	23328	44677	32859	34647	44511	37140	57602
NM_001179749.1	344	428	211	485	492	261	394	339	290	565	474	648
NM_001179750.1	2184	2712	1359	3377	2873	1524	2614	1852	1744	3197	2773	4127
NM_001179751.1	1219	1508	694	1579	1336	757	1365	1102	966	1488	1149	1882
NM_001179752.1	483	543	311	779	719	353	573	481	439	954	836	1135
NM_001179753.1	21	9	6	16	8	3	19	13	12	47	34	38
NM_001179754.1	11	24	18	33	23	14	26	19	13	28	13	36
NM_001179755.1	190	207	131	273	294	135	245	165	181	368	315	446
NM_001179756.1	682	758	469	1021	881	474	732	532	494	925	769	1091
NM_001179757.1	1126	1290	666	1553	1389	803	1274	1018	1009	1721	1465	2010
NM_001179758.1	2459	2745	1385	3149	3010	1478	2555	1931	1913	3143	2684	3636
NM_001179759.1	445	619	311	652	593	310	537	358	365	658	541	737
NM_001179760.1	154	194	110	186	173	114	154	140	132	228	202	279
NM_001179761.1	991	1305	746	1484	1208	833	1006	839	837	1626	1461	2111
NM_001179762.1	1611	2097	1088	2691	2246	1193	1839	1331	1210	2237	1870	2535
NM_001179763.1	349	403	246	544	416	235	402	340	299	419	425	629
NM_001179764.2	222	252	134	216	188	118	171	145	162	187	147	254
NM_001179766.1	89	152	67	139	104	78	112	88	87	120	133	154
NM_001179768.1	707	863	483	969	820	462	808	602	529	1006	779	1356
NM_001179769.1	1453	1864	884	2034	1704	934	1114	993	931	1871	1475	2181
NM_001179770.1	1063	1395	749	1599	1331	739	1403	1006	1016	1662	1451	2084
NM_001179771.1	388	456	299	737	614	334	566	423	435	870	755	995
NM_001179772.1	1160	1342	786	1683	1364	813	1165	992	833	1402	1323	1850
NM_001179773.1	120	139	85	177	170	72	144	90	80	155	170	229
NM_001179774.1	2253	2971	1685	3146	2571	1519	2387	1912	1522	1907	1628	2853
NM_001179775.1	13276	16598	8577	25770	21655	12016	18893	13855	13130	26372	22990	32467
NM_001179776.1	1610	2038	1047	1997	1827	1010	1997	1567	1456	2059	1856	2793
NM_001179777.1	4211	5210	2711	4846	4401	2295	4126	3076	3081	4140	3664	5105
