name	wt_ribo_YPD1_cds_rpkm	wt_ribo_YPD2_cds_rpkm	wt_ribo_YPD3_cds_rpkm	ncs2d_ribo_YPD1_cds_rpkm	ncs2d_ribo_YPD2_cds_rpkm	ncs2d_ribo_YPD3_cds_rpkm	elp6d_ribo_YPD1_cds_rpkm	elp6d_ribo_YPD2_cds_rpkm	elp6d_ribo_YPD3_cds_rpkm	ncs2d_elp6d_ribo_YPD1_cds_rpkm	ncs2d_elp6d_ribo_YPD2_cds_rpkm	ncs2d_elp6d_ribo_YPD3_cds_rpkm
NM_001182113.1	10.55	17.24	11.34	12.73	10.87	4.85	8.36	7.03	14.32	12.62	9.46	24.96
NM_001182114.1	0.73	1.66	0.64	0.8	0.69	0.41	0.83	0.55	1.48	0.97	0.91	3.02
NM_001182115.1	7.25	10.8	5.23	7.11	7.86	2.97	5.01	4.27	7.21	8.98	5.56	18.28
NM_001182116.1	145.95	225.4	132.92	133.92	126.56	50.13	83.3	77.73	140.19	103.25	72.64	205.33
NM_001182118.1	31.65	55.38	28.58	41.12	40.49	13.71	38.09	29.75	56.48	46.29	36.74	100.47
NM_001182120.1	0.7	1.18	0.67	0.87	1.07	0.31	0.59	0.53	0.97	1.34	0.69	2.04
NM_001182121.1	2.33	3.7	2.38	2.77	3.1	1.26	2.78	1.83	4.49	4.06	2.97	7.96
NM_001182124.1	9.88	18.49	9.29	10.36	10.28	4.91	7.45	6.35	10.01	12.2	10.29	29.67
NM_001182125.1	6.09	10.47	6.12	7.29	7.03	2.81	4.44	4.6	7.37	8.52	4.94	15.15
NM_001182126.1	9.13	15.04	8.46	12.82	12.1	3.94	9.97	8.33	15.59	14.58	11.58	27.16
NM_001182127.1	5.76	9.39	4.81	7.71	7.06	3.19	5.47	4.64	7.94	9.39	6.34	14.86
NM_001182128.1	14.24	21.7	12.16	14.87	14.67	5.48	10.55	10.08	15.33	12.67	8.96	27.93
NM_001182129.1	4.55	8.32	4.79	5.77	5.82	1.49	4.46	4.3	6.31	6.16	5.18	11.71
NM_001182130.1	27.52	47.04	27.12	31.89	36.5	14.27	26.0	22.71	36.4	37.41	27.59	71.93
NM_001182131.1	279.81	421.78	219.38	404.29	409.14	144.92	248.56	220.94	368.75	436.67	294.97	817.72
NM_001182132.1	18.64	25.95	17.8	20.49	16.69	8.44	16.21	13.27	24.42	26.29	16.87	46.38
NM_001182133.1	2.76	2.69	1.39	2.68	2.86	1.03	1.78	1.52	2.96	3.24	2.73	7.72
NM_001182134.1	4.79	8.26	4.8	8.04	7.46	2.73	6.65	5.53	8.88	9.5	6.49	18.37
NM_001182135.1	45.5	81.2	37.1	47.97	38.54	16.28	29.5	23.32	38.33	32.96	24.79	63.44
NM_001182136.1	3109.65	4760.54	2448.03	3196.68	3136.23	1220.07	2094.32	1805.24	3434.8	2754.61	2031.29	5532.23
NM_001182137.1	85.45	148.88	79.05	86.44	86.82	30.27	56.07	45.26	70.43	68.54	56.62	132.76
NM_001182138.1	2.15	2.9	2.66	3.02	3.01	1.26	1.95	1.82	2.93	4.5	4.0	8.54
NM_001182140.1	6.04	11.7	5.86	7.78	9.51	3.51	6.79	6.97	9.73	10.68	7.61	21.61
NM_001182141.1	7.77	14.81	6.49	11.36	10.81	3.81	6.85	6.84	9.12	11.99	10.37	23.78
NM_001182143.1	24.24	36.66	19.88	18.97	18.74	6.99	14.89	14.8	22.85	22.54	14.71	37.68
NM_001182144.1	92.06	142.42	64.77	150.3	140.01	50.88	82.67	68.75	126.62	149.93	106.05	275.76
NM_001182145.1	11.05	17.98	10.74	20.55	21.11	7.2	14.09	11.03	19.46	40.95	29.86	85.96
NM_001182146.1	549.43	880.75	586.36	820.87	677.89	311.74	438.62	374.95	643.73	750.73	553.53	1545.84
NM_001182147.1	9.01	13.73	8.34	11.22	12.51	4.61	9.04	7.79	12.62	15.0	10.72	27.89
NM_001182148.1	36.2	44.84	25.23	39.91	44.07	15.85	29.93	28.8	44.76	53.98	40.18	113.28
NM_001182149.1	54.9	78.17	46.07	69.77	67.18	22.49	45.53	38.2	63.87	74.67	58.19	150.38
NM_001182150.1	0.0	0.09	0.0	0.08	0.07	0.03	0.07	0.06	0.18	0.11	0.02	0.13
NM_001182151.1	1490.56	2318.17	1134.66	1508.26	1534.69	506.45	914.85	814.75	1378.16	1153.6	919.75	2311.75
NM_001182152.1	7.03	12.45	7.58	8.75	9.1	3.25	6.59	5.55	8.96	10.03	7.41	19.2
NM_001182153.1	2.31	3.53	2.06	3.28	3.3	1.05	3.05	2.33	3.32	4.1	2.71	6.99
NM_001182154.1	1.08	1.85	0.98	1.45	2.22	0.69	1.61	1.62	1.7	1.9	1.35	5.3
NM_001182155.1	66.71	113.05	62.48	73.99	82.63	30.45	58.85	50.59	87.41	79.92	59.84	157.02
NM_001182157.1	34.82	54.77	30.06	43.72	41.32	15.51	33.95	27.37	48.82	51.25	40.3	100.76
NM_001182158.1	2.67	5.77	2.74	3.9	3.43	1.47	2.59	2.74	3.09	3.75	2.95	8.61
NM_001182159.1	5.95	9.79	5.1	7.2	6.71	2.61	5.41	4.97	7.97	8.52	6.2	17.39
NM_001182160.1	0.64	1.6	1.21	1.11	1.23	0.71	0.92	0.91	1.77	1.55	0.99	3.92
NM_001182161.1	20.47	31.94	18.32	28.66	28.8	10.67	22.02	17.34	31.27	36.27	25.78	74.75
NM_001182162.1	30.35	49.35	25.42	49.6	40.53	16.01	25.1	23.19	36.19	48.11	35.78	83.56
NM_001182163.1	47.78	77.66	46.35	52.34	53.57	20.24	39.29	31.74	54.25	59.11	39.77	113.76
NM_001182164.1	8.04	13.4	10.12	14.87	15.29	5.39	10.11	7.6	14.78	16.67	11.81	34.14
NM_001182165.1	4.45	7.23	3.89	5.64	5.1	2.05	3.6	3.35	6.07	4.78	4.0	9.51
NM_001182168.1	3.09	3.87	2.15	3.83	3.41	1.34	3.09	2.25	6.22	5.88	5.72	12.02
NM_001182170.1	6.05	8.63	4.89	6.43	7.17	2.35	4.73	3.4	6.44	7.94	5.11	13.14
NM_001182171.1	4.8	5.41	4.69	4.65	4.74	1.65	2.44	3.07	4.24	4.86	3.79	9.09
NM_001182172.1	63.24	95.59	56.54	77.93	83.63	30.16	51.02	46.38	80.28	84.9	58.87	168.47
NM_001182173.1	530.07	819.35	429.64	602.21	626.4	227.61	419.18	381.63	702.31	447.78	309.21	894.5
NM_001182174.1	33.11	57.73	33.95	34.34	34.43	12.37	26.39	21.08	41.94	28.59	23.7	59.05
NM_001182175.1	2923.05	4552.42	2262.66	2508.08	2702.7	889.69	1810.74	1612.94	2790.26	2228.32	1638.06	4272.05
NM_001182176.1	2.65	5.55	2.96	4.45	4.28	2.01	3.71	3.47	5.59	5.84	4.55	9.97
NM_001182177.1	2.79	3.39	2.31	2.62	3.07	0.98	2.14	1.86	2.97	3.06	2.57	6.23
NM_001182178.1	12.27	19.25	11.94	9.66	9.44	4.09	7.24	7.09	12.95	8.93	6.2	15.9
NM_001182179.1	60.36	94.44	56.98	62.6	56.61	23.7	46.34	37.95	70.07	61.87	44.92	116.78
NM_001182180.1	76.58	127.09	66.6	81.94	79.43	32.03	50.28	40.74	70.15	71.0	52.24	121.81
NM_001182181.1	1231.84	1959.15	1036.11	1395.22	1454.17	528.81	993.36	855.22	1552.57	1423.17	1013.86	2770.15
NM_001182183.1	89.36	156.56	77.6	103.8	108.56	33.17	62.77	65.03	112.75	107.49	88.08	218.88
NM_001182185.1	4.75	8.1	5.89	6.36	5.5	2.62	4.4	2.42	9.12	7.26	4.41	9.59
NM_001182186.1	15.7	23.24	13.61	17.3	17.79	5.77	11.71	9.63	17.24	17.64	14.73	35.15
NM_001182187.1	10.82	17.1	8.93	15.65	14.55	6.43	12.96	11.15	20.35	22.52	16.68	41.47
NM_001182188.1	258.41	399.67	259.86	373.35	405.41	152.03	316.67	279.63	480.57	434.92	330.93	930.92
NM_001182189.1	236.27	341.11	216.1	270.01	277.54	110.32	176.22	151.92	277.62	212.56	157.96	434.57
NM_001182191.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.44	120.65	316.15
NM_001182192.1	177.05	286.86	200.3	294.02	297.36	110.92	253.09	221.2	366.71	381.68	263.04	748.16
NM_001182193.1	14.31	20.75	12.44	14.63	14.79	5.36	11.5	9.63	18.02	14.27	10.05	31.34
NM_001182194.1	8.97	18.72	8.21	13.93	13.02	3.76	8.64	7.19	11.63	15.03	9.49	26.19
NM_001182195.1	0.29	0.53	0.31	0.97	0.93	0.33	0.78	0.51	0.94	0.94	0.93	1.84
NM_001182196.1	0.0	0.0	0.08	0.05	0.06	0.08	0.0	0.0	0.0	0.0	0.09	0.08
NM_001182197.2	11.31	19.38	9.12	13.54	9.68	4.04	6.32	6.27	8.71	9.62	7.45	18.95
NM_001182198.1	9.53	13.92	8.45	11.4	10.85	3.92	8.57	6.94	11.4	13.33	8.9	25.85
NM_001182200.1	0.49	0.52	0.24	0.55	0.72	0.31	0.74	0.75	0.65	1.87	1.51	4.38
NM_001182201.1	23.13	35.75	21.08	30.32	29.58	11.77	23.41	19.41	35.82	36.75	25.94	66.62
NM_001182202.2	1.53	2.82	1.42	2.48	2.21	0.81	1.71	1.47	2.59	2.85	2.1	5.27
NM_001182203.2	90.5	152.17	77.97	140.96	131.06	51.81	88.73	75.48	131.66	161.38	119.56	328.58
NM_001182204.1	7.76	11.73	6.52	7.85	8.41	3.39	6.07	4.65	10.65	10.16	6.48	15.89
NM_001182205.1	9.35	16.58	8.75	15.63	13.4	5.2	8.86	7.22	11.69	14.0	10.91	29.45
NM_001182207.2	0.83	0.91	0.92	0.85	0.81	0.61	0.65	0.6	0.91	0.73	0.55	1.65
NM_001182208.1	9.87	18.42	9.48	12.3	11.04	4.75	8.18	6.35	12.66	12.69	8.58	25.35
NM_001182209.1	0.71	1.04	0.6	1.01	0.92	0.42	0.65	0.54	1.03	1.48	0.83	2.68
NM_001182210.1	37.76	61.06	32.62	36.91	38.41	13.46	26.4	24.6	45.0	38.46	25.88	71.38
NM_001182212.1	13.19	17.8	9.82	15.92	15.14	5.94	9.7	9.79	13.67	17.28	12.18	28.61
NM_001182213.1	13.06	23.46	12.34	19.38	17.73	6.74	12.79	11.57	21.0	21.6	18.06	49.47
NM_001182214.1	3640.5	5585.18	2612.18	3816.66	3841.58	1198.58	2311.32	2012.22	3587.0	3244.52	2251.44	6243.32
NM_001182215.1	9.41	17.6	10.73	14.31	13.87	5.17	9.51	8.79	12.34	19.22	14.16	33.72
NM_001182216.1	15.77	28.39	12.26	38.12	31.39	9.06	17.29	16.36	29.54	50.39	33.56	65.65
NM_001182217.1	41.15	69.75	35.69	52.08	50.82	17.64	34.23	28.72	51.92	46.75	33.5	88.85
NM_001182218.1	0.46	0.6	0.09	0.35	0.4	0.14	0.21	0.23	0.32	0.69	0.53	0.59
NM_001182219.1	33.55	57.92	26.94	45.0	39.8	15.07	31.14	33.72	50.72	52.37	37.82	115.01
NM_001182221.1	34.58	55.77	29.29	43.01	37.29	14.66	26.77	26.54	38.73	48.39	30.43	85.63
NM_001182222.1	1544.92	2418.33	1209.94	1601.42	1616.2	584.72	1028.98	847.65	1568.86	1343.74	995.48	2658.24
NM_001182224.1	57.67	93.06	42.59	65.15	56.16	22.81	47.01	40.91	65.82	64.93	43.21	128.72
NM_001182225.1	19.77	33.18	17.38	25.3	23.49	9.12	17.55	14.22	26.69	26.84	21.07	50.9
NM_001182226.1	34.01	61.72	24.66	48.86	41.24	19.78	22.49	22.38	35.57	46.36	29.12	101.43
NM_001182229.1	3410.01	5162.76	2838.65	3040.54	3175.6	1229.41	2387.9	2070.59	3992.58	2943.41	2124.45	5845.4
NM_001182230.1	0.15	0.15	0.1	0.2	0.15	0.03	0.18	0.23	0.06	0.07	0.12	0.45
NM_001182231.1	171.87	282.46	164.46	224.59	216.15	87.02	171.93	144.68	247.28	246.8	185.06	547.41
NM_001182232.1	0.0	0.08	0.04	0.09	0.0	0.05	0.08	0.11	0.0	0.15	0.0	0.15
NM_001182233.1	1855.16	2829.65	1364.49	1769.27	1785.61	578.36	1043.39	902.4	1600.91	1417.81	1010.01	2646.17
NM_001182234.1	8.07	10.32	6.05	8.29	7.19	3.12	6.01	5.17	8.6	9.03	5.53	16.34
NM_001182235.1	10.91	14.94	17.99	10.79	5.08	5.69	6.62	6.09	9.96	10.39	6.03	18.27
NM_001182236.1	76.58	125.99	65.84	91.1	89.79	33.9	67.86	59.52	105.43	102.75	72.64	200.46
NM_001182237.1	34.8	51.81	28.94	51.31	46.94	20.09	36.91	32.46	60.59	52.33	35.56	95.25
NM_001182239.1	51.03	82.04	47.05	66.21	70.14	28.59	47.51	43.55	65.9	82.11	60.86	157.49
NM_001182240.1	53.43	90.45	54.5	72.18	76.37	29.11	54.16	48.69	83.27	87.67	61.25	168.28
NM_001182241.1	4.64	6.99	4.24	4.75	4.55	2.07	3.6	3.13	5.39	5.37	4.12	10.49
NM_001182242.1	4.18	7.13	3.48	3.61	3.67	1.26	3.08	2.54	3.7	4.78	3.32	8.32
NM_001182243.1	536.53	880.95	482.44	471.98	466.43	192.99	343.95	303.49	541.6	397.9	299.31	802.13
NM_001182244.1	1889.47	2647.46	1395.03	1649.13	1727.91	634.65	1140.96	1024.51	1833.86	1773.1	1281.69	3597.73
NM_001182245.1	18.75	34.79	19.67	18.11	20.23	7.69	13.8	13.71	23.14	24.98	16.82	48.01
NM_001182246.1	20.67	35.07	18.68	27.66	26.39	10.15	17.55	14.34	26.95	28.08	18.21	53.82
NM_001182248.1	197.81	287.71	127.89	197.32	205.79	62.99	108.8	90.51	168.55	138.25	101.5	270.84
NM_001182249.3	6.81	8.67	5.59	5.83	7.63	2.93	5.39	4.02	7.6	7.3	4.41	14.78
NM_001182250.1	9.58	16.31	9.6	10.33	9.33	3.57	6.54	5.54	9.08	9.12	8.08	20.96
NM_001182251.1	7.34	12.09	8.03	10.81	12.1	4.4	8.97	8.64	12.44	15.7	10.53	29.93
NM_001182252.3	24.64	43.73	26.18	30.15	30.22	9.65	22.3	17.34	29.5	31.3	21.94	60.91
NM_001182253.3	16.73	22.25	13.39	27.46	29.01	10.89	18.75	15.62	26.18	27.74	22.19	55.34
NM_001182256.1	636.94	933.44	487.34	609.7	620.65	188.67	346.88	306.09	541.15	478.86	352.24	898.85
NM_001182257.3	2.94	4.83	3.42	4.94	4.46	1.67	3.94	2.8	5.65	5.42	3.93	9.12
NM_001182258.1	12.45	21.01	10.12	14.82	13.75	5.18	10.76	8.6	16.72	13.72	9.97	26.59
NM_001182259.3	115.43	175.88	107.25	132.58	147.18	58.87	109.11	98.08	162.32	190.92	141.19	377.53
NM_001182260.1	6.99	12.48	5.77	7.94	6.96	2.73	4.63	4.37	7.77	7.34	5.37	13.15
NM_001182261.3	248.49	400.85	229.8	231.72	225.1	92.45	186.23	161.29	267.6	206.44	162.44	439.44
NM_001182262.1	9.13	14.74	9.14	11.19	11.46	4.92	9.3	7.38	14.83	13.54	8.98	26.25
NM_001182264.3	19.01	25.64	12.34	16.49	18.14	6.34	11.57	9.71	19.03	19.08	12.67	34.72
NM_001182265.1	2.42	3.6	2.69	4.13	3.64	1.05	2.51	1.76	4.39	5.63	3.71	10.94
NM_001182266.3	0.0	0.07	0.07	0.09	0.51	0.07	0.24	0.0	0.08	0.29	0.41	0.23
NM_001182267.1	173.11	266.3	153.78	175.72	176.39	69.55	128.84	120.24	203.13	183.24	141.01	394.17
NM_001182269.3	45.81	61.13	43.34	36.92	40.85	16.49	30.63	30.99	54.33	45.82	30.75	86.48
NM_001182270.1	2.46	3.03	1.61	2.05	2.26	1.03	2.04	1.71	3.02	2.87	1.47	5.84
NM_001182271.3	4.71	6.91	4.27	4.84	5.8	2.19	3.72	3.65	6.87	5.54	4.34	12.36
NM_001182272.1	2.81	5.27	3.76	3.84	3.36	1.62	2.73	2.07	4.28	4.22	2.99	8.08
NM_001182273.3	57.34	94.3	54.58	74.56	76.56	29.5	56.25	46.46	85.49	77.19	58.73	153.85
NM_001182274.1	10.79	12.71	9.89	10.11	9.81	4.03	8.92	6.91	14.9	12.49	9.33	17.89
NM_001182275.3	12.53	20.88	10.64	13.86	12.87	5.03	11.37	9.15	15.35	15.44	11.71	30.5
NM_001182276.1	48.47	73.67	41.99	84.64	76.13	27.97	39.6	36.09	56.48	76.74	52.87	142.93
NM_001182277.3	1849.85	2790.12	1154.23	1822.42	1945.7	508.86	1123.32	962.24	1539.52	1413.23	946.95	2379.3
NM_001182278.1	26.16	40.52	21.66	25.51	26.57	10.5	21.47	18.77	31.9	29.95	20.59	57.02
NM_001182279.3	30.31	42.03	24.66	32.77	36.26	13.6	22.41	20.61	30.62	37.59	23.27	52.61
NM_001182280.3	3.83	5.01	2.76	4.52	4.98	1.8	3.49	2.63	5.64	6.0	3.82	10.47
NM_001182281.1	10.5	15.23	9.08	12.45	10.44	3.45	6.85	6.27	10.33	11.9	8.01	26.05
NM_001182282.3	0.22	0.29	0.15	0.2	0.11	0.05	0.15	0.13	0.18	0.11	0.3	0.34
NM_001182283.1	88.64	162.78	80.78	136.08	148.02	39.18	92.83	89.24	139.35	177.82	120.65	335.97
NM_001182284.3	7.72	13.25	7.51	10.17	11.46	4.31	9.05	7.56	12.63	14.52	9.81	28.49
NM_001182285.1	25.96	40.15	25.73	31.05	32.3	11.39	23.33	20.31	39.23	35.64	26.2	69.77
NM_001182286.3	24.56	38.19	20.21	33.7	30.63	12.0	20.73	18.29	31.64	32.3	21.87	66.09
NM_001182287.1	48.33	85.91	34.29	68.8	57.83	23.98	37.42	30.92	60.69	60.25	43.42	123.38
NM_001182289.3	29.88	45.26	22.85	41.78	38.1	14.26	24.16	21.26	39.03	40.01	27.04	72.35
NM_001182291.1	19.82	34.35	16.63	22.78	22.52	9.34	15.83	14.61	23.91	23.08	16.24	45.12
NM_001182292.3	6.25	12.23	7.17	7.36	5.82	2.57	5.57	4.53	8.14	6.01	4.81	14.84
NM_001182293.1	13.39	22.18	11.25	16.07	15.96	5.2	9.23	8.81	14.88	12.29	9.99	25.38
NM_001182294.3	862.3	1369.47	774.52	945.69	942.33	375.82	659.19	558.48	1023.66	909.21	672.3	1724.7
NM_001182295.4	20.86	34.07	19.25	25.83	22.76	6.53	13.38	11.41	19.65	19.43	12.79	37.5
NM_001182296.1	12.2	15.3	6.7	13.57	13.25	4.58	10.37	10.39	14.03	19.73	15.23	44.59
NM_001182297.3	37.11	58.81	37.11	53.27	53.04	19.75	41.43	33.23	59.76	64.65	45.92	119.96
NM_001182298.1	44.48	77.79	34.83	54.42	45.76	16.06	33.12	29.06	43.9	41.26	30.73	83.52
NM_001182299.3	1.86	4.36	2.21	2.45	2.86	1.05	2.47	1.51	3.48	2.86	3.1	5.28
NM_001182300.1	11.19	16.31	9.66	11.93	11.77	4.75	9.9	7.11	12.46	13.74	9.37	26.59
NM_001182301.1	242.08	379.08	171.55	283.86	280.58	111.33	197.72	172.7	303.49	319.14	232.26	658.03
NM_001182302.3	35.92	61.71	31.0	43.73	49.22	16.89	37.48	35.35	51.36	62.61	47.83	126.65
NM_001182303.1	0.0	0.18	0.0	0.12	0.28	0.1	0.11	0.12	0.23	0.4	0.45	0.42
NM_001182305.3	6.45	9.36	5.16	7.93	7.48	2.43	5.33	4.75	7.51	9.09	6.68	16.53
NM_001182306.1	45.93	77.85	34.61	45.29	39.34	15.57	25.42	22.73	37.65	30.14	21.99	63.78
NM_001182307.3	10.54	17.56	10.66	10.0	10.55	3.81	7.15	6.4	11.12	9.21	6.07	16.78
NM_001182308.1	135.06	187.0	98.62	99.8	108.29	36.52	72.22	61.93	112.08	77.91	57.84	157.4
NM_001182309.3	130.2	198.15	114.88	165.79	163.56	57.3	91.65	78.27	123.96	144.24	111.2	272.39
NM_001182310.1	3.24	5.08	3.68	4.87	4.37	1.82	3.98	2.98	5.31	5.76	3.4	11.17
NM_001182311.3	2.65	5.6	2.42	3.87	4.41	1.26	2.68	2.64	3.68	5.34	3.4	9.28
NM_001182312.1	4.04	5.9	3.74	5.75	4.94	2.18	3.95	3.19	4.88	6.27	4.55	11.26
NM_001182313.3	4.25	4.06	2.75	3.59	3.25	1.63	2.95	2.35	3.27	3.86	2.86	7.88
NM_001182314.1	8.86	13.38	8.58	10.86	10.0	4.49	7.28	6.38	10.86	12.25	8.96	28.78
NM_001182315.3	11.02	20.44	11.5	15.69	15.23	5.84	10.37	8.34	17.15	16.07	11.02	28.62
NM_001182317.1	94.71	147.32	76.43	118.06	112.74	43.35	75.39	61.87	118.52	123.3	90.86	234.38
NM_001182318.3	10.43	16.29	8.86	13.39	12.11	4.73	8.7	7.19	12.78	14.48	9.05	28.12
NM_001182319.1	1.03	3.23	1.92	2.22	1.98	0.86	1.8	1.71	1.99	2.64	1.24	5.54
NM_001182320.3	304.96	471.46	304.91	410.74	427.5	174.45	315.49	267.03	475.48	540.14	402.52	1072.56
NM_001182321.1	21.95	37.98	20.66	29.66	25.79	9.04	19.72	15.91	27.95	27.22	22.12	61.34
NM_001182323.3	64.55	104.97	55.92	68.42	66.25	25.34	39.69	35.14	66.42	59.09	38.56	113.97
NM_001182324.1	5.85	9.05	4.87	6.21	6.58	2.33	5.16	4.44	7.74	6.91	4.98	15.49
NM_001182325.3	40.67	61.55	33.75	50.63	50.56	18.29	28.22	28.74	50.51	63.76	38.64	111.01
NM_001182326.1	104.0	176.15	86.28	106.12	112.32	44.76	110.58	98.07	181.1	128.79	94.81	271.72
NM_001182327.1	18.42	27.74	17.44	20.03	24.89	10.02	16.84	15.25	28.87	26.41	16.84	43.06
NM_001182328.3	15.9	23.27	12.75	14.74	14.91	6.14	13.71	12.49	20.48	17.07	12.47	33.74
NM_001182329.1	2455.6	3896.5	1878.16	2667.06	2688.28	849.98	1710.57	1455.46	2597.94	2301.0	1662.52	4334.06
NM_001182330.3	6.79	11.95	7.15	9.93	9.2	3.24	5.57	4.94	7.79	9.19	5.99	19.01
NM_001182331.1	6.12	8.14	5.49	5.44	4.08	1.65	4.26	3.03	4.99	5.41	3.36	9.02
NM_001182333.3	0.09	0.12	0.12	0.0	0.09	0.0	0.0	0.16	0.44	0.0	0.0	0.13
NM_001182334.1	3.22	4.55	2.39	2.03	2.69	0.75	1.65	2.62	2.81	2.56	2.05	5.34
NM_001182335.3	242.49	372.62	214.78	313.16	314.55	115.79	237.73	194.18	332.19	326.83	241.18	660.04
NM_001182336.1	2201.96	3278.94	1737.62	2078.42	2168.36	740.23	1335.45	1208.7	2220.17	1816.92	1323.09	3433.8
NM_001182337.3	155.92	245.12	131.76	113.75	112.21	45.98	69.88	59.69	114.12	99.34	68.76	189.97
NM_001182338.1	20.9	32.63	17.87	19.04	18.3	7.44	14.87	12.67	19.61	19.53	13.9	39.67
NM_001182339.3	5.85	10.02	5.45	7.51	6.6	2.44	5.42	3.9	7.07	7.18	4.94	14.21
NM_001182340.1	23.55	44.96	28.6	39.3	41.75	17.31	21.54	18.05	34.83	19.69	13.48	43.79
NM_001182341.3	1.31	2.51	1.58	1.07	1.4	0.41	1.2	0.79	1.9	1.12	0.79	2.44
NM_001182342.1	3.96	7.18	4.3	4.3	4.31	1.58	3.24	2.6	4.03	3.9	2.44	7.66
NM_001182343.3	18.06	34.78	19.79	24.9	23.84	7.82	15.27	13.87	18.61	23.02	17.47	43.06
NM_001182344.1	5.67	9.07	3.92	4.24	6.59	1.86	3.78	3.96	4.59	5.71	4.34	13.54
NM_001182345.3	2.87	5.0	2.6	4.21	4.08	1.54	2.25	2.43	3.4	4.36	3.45	9.54
NM_001182347.1	27.02	43.87	23.46	25.53	27.04	10.33	21.33	19.38	29.95	24.57	19.77	53.36
NM_001182348.3	8.03	13.41	9.15	11.27	13.42	4.82	9.61	8.07	16.76	24.78	17.41	35.53
NM_001182349.1	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.25	0.0	0.4
NM_001182350.3	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0
NM_001182352.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NM_001182354.3	0.0	0.02	0.0	0.04	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0
NM_001182355.3	0.15	0.37	0.26	0.26	0.32	0.15	0.04	0.07	0.1	0.29	0.17	0.75
NM_001182356.1	140.35	218.75	138.92	188.98	185.5	74.22	144.43	114.29	212.58	223.06	162.98	418.0
NM_001182357.1	0.12	0.32	0.1	0.13	0.22	0.09	0.12	0.13	0.56	0.35	0.24	0.82
NM_001182358.1	2.17	4.69	2.68	2.91	3.26	0.93	2.74	2.07	3.32	4.19	2.61	4.17
NM_001182359.1	105.7	173.71	89.06	193.88	184.76	73.72	141.26	120.4	210.44	235.8	181.9	459.92
NM_001182360.1	8.54	13.54	8.88	10.46	12.08	3.96	7.63	6.6	11.14	10.53	7.4	20.27
NM_001182361.1	4.46	7.31	4.7	6.0	5.59	2.54	4.69	4.26	5.81	8.51	4.57	14.8
NM_001182362.1	28.95	50.6	23.27	47.34	41.44	17.64	28.44	23.9	40.71	49.12	34.86	96.37
NM_001182363.1	275.52	445.93	242.84	366.11	339.86	118.43	233.18	194.88	325.99	311.29	233.48	621.21
NM_001182364.1	72.74	115.65	55.72	62.9	60.0	26.78	44.04	47.0	70.79	64.35	53.33	108.2
NM_001182366.1	95.99	160.12	66.35	145.25	113.67	49.52	73.96	63.51	119.36	131.47	93.57	275.69
NM_001182368.1	9.28	17.8	10.7	14.7	14.21	4.63	11.34	9.26	11.66	16.32	11.0	30.49
NM_001182369.1	184.69	301.1	178.55	200.44	208.25	81.17	141.42	124.56	198.44	206.4	160.87	429.98
NM_001182371.1	17.95	27.2	16.6	19.85	21.27	8.62	13.42	13.26	19.24	25.82	19.92	45.7
NM_001182372.1	29.07	51.85	25.82	34.6	43.97	14.94	26.28	22.13	37.88	37.31	28.8	74.01
NM_001182373.1	11.55	17.68	8.87	13.45	14.88	4.36	9.52	7.78	13.5	16.1	10.6	30.52
NM_001182374.1	13.89	22.4	15.04	16.75	17.0	5.73	12.97	11.58	19.35	21.08	15.07	42.3
NM_001182375.1	51.22	90.02	46.22	52.94	50.63	18.59	29.91	27.62	47.12	48.53	32.72	85.69
NM_001182376.1	23.15	33.46	19.5	20.14	20.85	9.37	17.59	15.52	23.27	20.79	15.13	44.29
NM_001182377.1	33.04	53.16	30.94	39.47	39.17	16.15	33.44	27.83	36.59	43.19	30.82	77.04
NM_001182378.1	4.13	6.21	2.84	4.85	5.12	1.91	2.72	3.35	5.46	5.94	3.4	11.16
NM_001182379.1	23.19	35.95	21.44	34.02	31.5	13.28	22.91	20.64	31.99	41.58	28.27	76.39
NM_001182380.1	237.82	376.97	181.93	257.41	284.6	101.62	208.77	180.13	321.26	272.18	202.33	510.39
NM_001182381.1	2.27	4.72	2.62	3.73	3.25	1.61	3.99	2.2	4.21	3.9	3.05	7.48
NM_001182382.1	3502.77	5425.77	2671.85	3949.75	4042.19	1277.96	2670.49	2284.76	4216.95	3746.0	2724.55	7132.15
NM_001182383.1	27.73	38.48	22.76	28.72	28.42	11.23	19.03	16.89	26.53	27.45	17.37	44.84
NM_001182384.1	2885.31	4412.88	2346.15	2774.86	2886.28	1013.66	1949.57	1697.35	3127.04	2533.21	1911.56	4753.07
NM_001182385.1	20.74	37.6	15.1	25.77	23.34	9.1	15.37	13.1	23.2	25.9	17.87	49.96
NM_001182386.1	2909.9	4009.11	2163.51	2941.94	3362.47	1234.22	2335.58	2037.77	3744.99	3362.85	2497.3	6886.37
NM_001182387.1	11.02	19.18	8.93	15.17	13.98	5.57	11.28	9.52	16.41	15.28	11.02	31.04
