gene_id	SRR1944912.genes.results	SRR1944913.genes.results	SRR1944914.genes.results	SRR1944915.genes.results	SRR1944916.genes.results	SRR1944917.genes.results
YER124C	110.36	111.86	123.81	135.52	144.34	133.45
YER125W	99.0	101.01	103.87	110.54	109.83	114.78
YER126C	172.59	171.62	175.3	190.88	189.91	188.16
YER127W	56.63	57.68	57.16	64.34	62.42	58.12
YER128W	11.03	15.01	15.51	9.06	6.58	9.53
YER129W	6.02	6.71	6.84	6.78	6.72	6.69
YER130C	13.16	12.8	13.57	15.84	15.17	14.08
YER131W	2057.83	2036.39	1969.35	1778.89	1784.33	1709.53
YER132C	3.59	3.71	4.07	4.15	3.76	4.63
YER133W	253.17	262.12	314.04	275.31	279.97	282.05
YER134C	52.54	52.52	52.0	46.15	52.6	57.76
YER135C	0.15	0.0	0.91	0.47	0.67	0.96
YER136W	132.73	138.44	154.56	149.67	139.01	145.37
YER137C	8.39	9.5	11.64	12.5	10.62	13.26
YER137C-A	0.0	0.0	0.07	0.04	0.02	0.0
YER138C	0.0	0.0	0.0	0.0	0.0	0.0
YER138W-A	30.85	33.02	21.23	13.67	18.29	15.13
YER139C	15.59	13.55	15.75	17.98	18.68	18.8
YER140W	7.64	8.07	7.71	7.58	7.02	8.7
YER141W	43.35	49.77	48.3	55.39	55.51	53.78
YER142C	10.03	11.19	14.97	19.82	16.2	18.28
YER143W	37.7	37.08	35.7	53.75	53.91	50.66
YER144C	7.02	6.85	7.32	6.6	7.78	7.04
YER145C	215.34	207.12	229.9	245.18	233.08	268.68
YER145C-A	1.43	2.42	0.0	3.79	2.31	2.93
YER146W	213.82	205.12	226.31	234.67	241.14	231.09
YER147C	5.5	5.06	5.88	6.69	6.21	6.43
YER148W	131.58	143.94	141.13	159.62	143.52	155.67
YER149C	15.87	17.11	17.33	18.86	20.12	20.51
YER150W	9.8	11.23	10.03	12.71	12.03	13.48
YER151C	37.3	38.69	34.31	41.25	37.83	37.32
YER152C	18.59	22.15	22.08	25.89	27.7	30.11
YER153C	4.26	4.99	5.66	3.34	4.32	5.13
YER154W	32.42	31.3	32.85	29.64	28.95	33.43
YER155C	26.55	28.23	27.38	27.39	25.1	27.94
YER156C	115.49	113.01	120.72	134.81	138.94	141.38
YER157W	13.84	12.6	12.62	12.48	11.81	11.64
YER158C	4.26	3.97	3.94	3.21	2.76	3.2
YER159C	61.93	63.61	71.11	69.32	77.47	75.13
YER159C-A	0.67	0.0	0.57	0.0	0.0	0.26
YER160C	0.07	0.07	0.0	0.0	0.0	0.0
YER161C	21.37	25.63	25.79	26.63	24.28	26.79
YER162C	4.38	5.08	5.34	5.62	4.91	5.64
YER163C	24.66	27.36	28.1	30.74	30.88	32.47
YER164W	28.32	28.95	28.37	23.46	23.2	22.19
YER165W	1074.35	1080.68	995.27	1043.61	1028.07	1003.17
YER166W	19.79	20.92	21.61	20.94	19.82	20.44
YER167W	12.46	13.9	12.0	11.9	11.85	12.54
YER168C	29.2	29.85	34.62	31.08	28.51	28.14
YER169W	10.41	10.61	11.27	11.11	10.77	10.28
YER170W	20.7	16.96	18.66	22.38	21.07	23.34
YER171W	15.13	18.04	16.02	18.27	17.44	17.24
YER172C	11.86	13.22	10.96	14.11	12.18	12.11
YER173W	2.7	3.16	3.14	3.42	3.78	3.05
YER174C	29.3	36.31	31.79	26.74	30.46	28.81
YER175C	10.66	10.81	11.63	7.33	7.87	8.45
YER175W-A	0.0	0.79	0.0	0.26	0.58	0.52
YER176W	17.71	18.02	18.45	25.55	24.86	25.14
YER177W	1010.13	1066.07	1048.07	1194.25	1154.59	1218.27
YER178W	615.3	605.74	659.3	627.6	646.02	718.44
YER179W	1.55	1.49	2.41	1.11	2.01	1.87
YER180C	0.0	0.31	0.0	0.06	0.13	0.24
YER180C-A	28.17	23.22	25.58	30.41	29.09	21.26
YER181C	0.0	0.0	0.0	0.0	0.0	0.29
YER182W	15.37	18.32	16.27	17.89	16.26	20.54
YER183C	38.73	37.45	39.39	38.32	44.71	45.5
YER184C	0.84	0.81	1.07	0.64	0.26	0.25
YER185W	0.2	0.16	0.2	0.69	0.72	0.32
YER186C	0.13	0.11	0.1	0.11	0.18	0.11
YER187W	0.4	0.0	0.0	0.11	0.49	0.9
YER188C-A	0.0	0.0	0.0	0.0	0.0	0.0
YER188W	2.38	1.31	1.28	1.07	2.03	2.04
YER189W	0.0	0.13	0.12	0.13	0.07	0.0
YER190C-B	0.0	0.0	0.0	0.0	0.0	0.0
YER190W	0.0	0.0	0.0	0.0	0.0	0.0
YFL001W	18.09	18.71	19.38	19.79	22.21	19.22
YFL002C	21.67	20.76	22.35	22.55	21.63	20.83
YFL002W-A	0.06	0.1	0.13	0.02	0.04	0.03
YFL002W-B	4.02	4.79	4.17	2.48	2.6	2.47
YFL003C	0.46	0.29	0.5	0.28	0.68	0.57
YFL004W	107.61	114.38	114.99	106.82	97.84	85.84
YFL005W	203.87	221.02	218.3	270.5	274.03	249.64
YFL007W	20.25	21.73	23.26	22.42	23.1	23.09
YFL008W	15.37	18.06	15.6	17.56	14.52	14.28
YFL009W	24.44	28.9	24.69	29.33	26.09	30.13
YFL010C	326.95	327.87	368.59	251.75	259.29	295.13
YFL010W-A	2.18	0.72	1.17	2.49	0.7	1.76
YFL011W	0.11	0.03	0.29	0.27	0.24	0.12
YFL012W	0.39	0.97	1.2	0.95	1.18	0.86
YFL013C	19.61	20.13	17.85	24.6	20.72	22.01
YFL014W	33.31	15.73	19.4	69.28	73.59	87.87
YFL015C	0.0	0.1	0.0	0.1	0.11	0.0
YFL016C	35.33	39.09	46.17	52.8	55.12	53.74
YFL017C	55.15	63.63	71.7	64.36	59.91	71.82
YFL017W-A	131.74	132.25	155.8	139.3	151.21	168.54
YFL018C	149.48	160.78	170.56	206.33	200.05	188.82
YFL019C	0.48	0.27	0.5	0.13	0.0	0.0
YFL020C	0.15	0.65	1.34	0.6	1.62	1.11
YFL021W	10.45	10.72	10.72	12.33	12.68	14.03
YFL022C	284.37	288.56	280.78	248.58	245.67	243.92
YFL023W	18.0	20.01	18.0	24.83	20.7	22.54
YFL024C	8.69	9.72	9.85	11.13	10.08	10.11
YFL025C	7.23	8.53	7.83	7.85	7.27	6.7
YFL026W	205.73	228.51	229.51	274.48	283.94	296.27
YFL027C	6.23	6.56	6.6	9.05	8.02	8.37
YFL028C	32.09	30.53	37.45	41.46	42.6	44.55
YFL029C	13.71	11.52	15.41	17.16	18.62	15.25
YFL030W	1.66	1.43	1.69	1.22	1.33	1.29
YFL031W	9.81	9.73	10.51	6.38	7.01	7.38
YFL033C	5.2	5.71	4.45	6.64	6.76	8.0
YFL034C-A	309.63	321.66	325.24	169.86	178.92	164.95
YFL034C-B	32.65	36.61	36.2	46.5	46.91	42.34
YFL034W	9.8	10.15	8.87	11.42	10.03	10.98
YFL036W	12.5	14.7	13.53	15.05	15.4	16.55
YFL037W	262.72	260.85	274.54	247.34	247.31	251.26
YFL038C	380.46	371.62	372.5	406.3	424.5	419.38
YFL039C	2517.61	2477.62	2592.11	2223.17	2285.71	2467.4
YFL040W	0.63	0.44	0.41	0.27	0.44	0.31
YFL041W	45.33	46.2	39.94	59.21	59.75	63.6
YFL041W-A	0.0	0.0	0.0	0.0	0.0	0.0
YFL042C	11.18	9.84	11.09	12.4	11.78	15.04
YFL044C	32.44	30.07	37.13	50.74	49.02	48.61
YFL045C	802.32	811.7	766.44	645.01	649.92	581.32
YFL046W	24.38	24.03	27.37	25.6	27.71	23.24
YFL047W	10.74	13.09	15.41	15.32	14.65	15.52
YFL048C	84.8	94.24	85.96	114.57	111.87	104.92
YFL049W	13.54	14.94	13.04	17.97	17.41	17.65
YFL050C	0.05	0.0	0.0	0.02	0.02	0.08
YFL051C	0.0	0.1	0.0	0.0	0.0	0.0
YFL052W	0.3	0.18	0.27	0.63	0.43	0.21
YFL053W	0.07	0.09	0.11	0.17	0.12	0.34
YFL054C	1.91	2.15	1.9	1.86	1.69	1.97
YFL055W	0.32	0.69	0.84	0.59	0.59	0.78
YFL056C	1.04	0.7	1.01	3.79	3.82	4.38
YFL058W	0.2	0.0	0.21	0.22	0.75	0.0
YFL059W	2.95	2.36	2.94	3.88	4.16	3.33
YFL060C	0.0	0.87	0.82	0.0	0.0	1.09
YFL061W	0.04	0.15	0.07	0.42	0.72	0.14
YFL062W	0.0	0.46	0.0	0.27	0.0	0.69
YFL064C	0.22	0.0	0.17	0.0	0.0	0.37
YFL065C	0.0	0.0	0.0	0.0	0.0	0.0
YFL066C	0.0	0.0	0.0	0.0	0.0	0.0
YFL067W	0.0	0.0	0.0	0.0	0.0	0.0
YFL068W	0.0	0.0	0.0	0.0	0.0	0.0
YFR001W	93.25	102.02	110.87	81.07	81.15	77.98
YFR002W	31.83	34.69	32.19	41.82	40.72	40.68
YFR003C	54.87	49.33	58.24	72.65	73.45	78.67
YFR004W	132.7	142.46	155.26	234.42	230.57	234.29
YFR005C	20.49	19.4	18.43	24.16	23.51	22.6
YFR006W	63.5	77.08	72.15	104.24	100.41	99.83
YFR007W	8.74	9.4	10.96	11.85	11.45	13.17
YFR008W	12.28	13.32	11.44	15.0	14.14	12.74
YFR009W	105.24	102.31	117.41	138.2	135.18	142.56
YFR010W	95.92	105.13	104.47	148.55	139.4	139.68
YFR011C	56.9	60.24	78.45	88.06	85.71	88.31
YFR012W	1.45	0.56	0.6	0.63	0.79	0.96
YFR012W-A	0.0	0.0	0.0	0.43	0.0	0.0
YFR013W	16.29	17.45	19.84	16.87	17.1	19.56
YFR014C	12.49	16.14	14.67	20.31	21.52	18.6
YFR015C	4.4	5.12	3.95	5.35	5.38	5.06
YFR016C	15.21	18.79	13.09	17.62	14.4	14.92
YFR017C	4.88	4.09	2.17	5.03	5.92	5.78
YFR018C	19.49	19.48	22.45	20.43	21.18	23.0
YFR019W	4.87	5.48	4.7	5.35	4.97	5.85
YFR020W	5.74	4.17	4.33	4.06	4.56	4.34
YFR021W	16.64	16.28	17.05	18.2	17.81	19.23
YFR022W	1.02	1.09	1.16	1.01	1.16	0.96
YFR023W	0.3	0.28	0.21	0.24	0.33	0.49
YFR024C-A	115.09	114.51	121.71	160.47	155.29	152.22
YFR025C	20.71	21.61	27.4	23.05	24.89	27.52
YFR026C	0.11	0.19	0.71	0.28	0.83	0.38
YFR027W	8.37	8.59	10.93	11.11	11.82	11.3
YFR028C	27.92	31.97	36.01	31.07	33.96	32.61
YFR029W	6.35	5.84	5.47	5.85	7.03	7.55
YFR030W	11.31	11.8	11.93	11.04	9.57	12.32
YFR031C	4.59	5.77	5.73	5.88	5.15	4.66
YFR031C-A	2838.31	2801.94	2817.2	2512.4	2585.35	2691.36
YFR032C	0.27	0.23	0.32	1.06	1.13	1.36
YFR032C-A	5084.27	4924.09	5154.29	3958.3	4554.71	4930.19
YFR032C-B	9.41	5.95	10.41	6.47	7.65	10.76
YFR033C	37.52	53.78	43.62	55.61	58.64	48.43
YFR034C	54.6	54.8	48.32	47.98	45.72	51.8
YFR035C	0.0	0.47	0.98	1.54	0.0	2.68
YFR035W-A	34.67	32.79	37.3	48.11	48.18	45.82
YFR036W	37.52	35.59	39.23	33.27	34.17	36.78
YFR037C	74.78	79.21	72.56	78.44	73.52	74.89
YFR038W	11.77	13.09	11.64	13.59	13.3	13.14
YFR039C	16.99	16.93	15.75	15.6	15.27	16.97
YFR040W	13.51	13.41	16.45	16.17	15.32	16.55
YFR041C	28.18	32.63	41.1	25.19	23.92	29.34
YFR042W	29.95	30.36	39.47	39.84	46.68	42.71
YFR043C	15.89	14.69	11.07	14.02	14.53	13.03
YFR044C	275.96	273.95	307.67	354.32	349.58	393.54
YFR045W	7.96	9.99	10.77	10.14	9.44	9.67
YFR046C	4.8	6.56	5.75	6.34	5.25	5.39
YFR047C	52.73	56.49	61.43	59.99	65.37	63.01
YFR048W	9.92	11.7	10.48	11.61	11.46	12.23
YFR049W	78.81	82.73	80.46	80.87	78.79	70.31
YFR050C	212.84	210.7	239.08	273.19	280.31	291.69
YFR051C	107.6	106.67	105.74	104.88	113.86	112.76
YFR052W	159.98	164.52	171.9	218.43	233.79	217.28
YFR053C	35.94	45.3	40.68	55.63	56.0	60.12
YFR054C	0.3	0.0	0.0	0.08	0.0	0.0
YFR055W	100.2	105.51	98.21	129.9	131.31	131.66
YFR057W	0.0	0.0	0.0	0.0	0.0	0.0
YGL001C	88.23	84.21	101.61	103.52	97.27	100.98
YGL002W	27.94	27.32	32.9	27.76	28.68	31.91
YGL003C	7.97	9.06	6.81	8.15	8.03	8.55
YGL004C	11.18	12.45	12.31	12.35	11.14	12.16
YGL005C	14.87	17.18	18.38	16.14	13.91	13.25
YGL006W	8.47	8.38	8.87	9.86	8.24	9.08
YGL006W-A	6.52	1.09	1.36	1.77	2.39	0.72
YGL007C-A	1.05	0.88	2.45	0.85	4.32	3.49
YGL007W	0.6	0.25	0.23	0.37	0.69	0.25
YGL008C	3226.9	3334.77	3293.35	3266.93	3096.9	3306.94
YGL009C	320.42	350.37	319.49	407.61	395.99	395.13
YGL010W	18.08	18.38	18.28	29.17	26.57	26.66
YGL011C	210.65	218.58	239.18	327.69	329.46	327.53
YGL012W	201.76	214.44	223.65	200.44	188.69	194.19
YGL013C	11.31	13.15	13.29	14.4	14.37	15.57
YGL014W	45.52	49.0	41.05	41.51	37.6	43.19
YGL015C	0.0	0.0	0.0	0.0	0.27	0.0
YGL016W	27.07	31.26	28.39	33.3	34.62	32.63
YGL017W	10.95	11.24	14.35	14.71	14.31	15.08
YGL018C	19.89	21.4	27.33	20.31	20.49	19.53
YGL019W	63.72	62.9	64.72	63.16	67.79	62.84
YGL020C	68.83	69.41	72.65	71.14	73.52	77.69
YGL021W	18.3	17.35	20.25	19.18	19.16	17.16
YGL022W	112.82	112.59	121.87	115.16	112.03	128.55
YGL023C	18.5	18.47	14.43	20.58	17.49	17.63
YGL025C	16.56	16.26	16.27	20.21	20.38	21.42
YGL026C	282.28	280.48	284.07	428.6	414.46	443.51
YGL027C	44.81	49.46	50.27	56.37	55.09	55.68
YGL028C	125.9	138.34	114.59	142.36	145.98	133.06
YGL029W	67.93	79.51	82.55	90.75	80.02	78.41
YGL030W	5906.95	5792.69	5921.29	5316.32	5189.48	5471.19
YGL031C	3394.81	3420.02	3424.86	3536.84	3515.0	3627.75
YGL032C	86.97	117.05	124.95	170.08	174.82	180.14
YGL033W	1.55	1.53	1.28	0.82	1.25	1.06
YGL034C	0.0	0.0	0.0	0.0	0.0	0.0
YGL035C	36.73	40.32	36.82	41.73	44.1	39.88
YGL036W	8.26	9.14	9.44	8.25	8.12	9.24
YGL037C	166.44	187.21	194.99	220.57	222.66	230.56
YGL038C	26.56	26.54	28.8	27.01	30.66	27.91
YGL039W	79.73	70.95	71.13	74.94	80.14	75.49
YGL040C	116.97	116.6	130.75	129.26	127.69	146.81
YGL041C-B	3.53	0.0	0.0	0.0	1.6	0.0
YGL041W-A	42.61	48.17	51.82	49.1	45.8	45.14
YGL043W	95.15	106.76	111.71	106.74	103.97	105.74
YGL044C	34.64	35.77	38.78	44.54	42.48	39.1
YGL045W	2.9	3.48	3.93	4.14	2.92	3.87
YGL047W	21.0	22.34	28.17	21.1	26.25	22.35
YGL048C	166.2	170.47	162.83	191.21	169.0	174.6
YGL049C	45.35	54.58	46.7	50.82	40.87	46.43
YGL050W	29.49	31.34	32.25	36.02	35.94	31.37
YGL051W	0.37	1.02	0.29	0.6	0.82	1.39
YGL053W	12.2	14.95	12.58	15.3	16.14	13.92
YGL054C	295.66	334.88	356.72	337.38	332.55	305.64
YGL055W	359.51	360.24	310.83	303.25	311.72	294.42
YGL056C	33.71	36.55	38.45	40.72	38.97	42.85
YGL057C	10.68	11.42	12.42	12.9	13.92	16.43
YGL058W	123.99	115.13	137.69	145.64	152.42	158.52
YGL059W	3.23	3.05	3.12	3.86	4.15	4.27
YGL060W	14.9	13.0	16.35	18.55	18.45	19.24
YGL061C	19.41	24.64	25.61	19.05	20.87	21.48
YGL062W	38.41	43.94	46.08	49.18	50.46	60.28
YGL063W	1.94	2.26	1.76	2.55	1.87	2.68
YGL064C	7.04	9.44	9.15	7.87	9.25	9.04
YGL065C	30.37	30.87	28.69	33.15	32.17	26.99
YGL066W	14.9	17.25	16.7	17.46	17.22	19.3
YGL067W	36.29	36.85	36.36	44.11	40.72	41.49
YGL068W	148.15	142.42	150.84	143.38	151.09	176.68
YGL070C	124.11	137.15	128.32	159.44	154.53	144.49
YGL071W	18.4	17.24	16.94	19.45	18.29	19.01
YGL073W	11.73	14.16	12.75	18.1	16.21	20.26
YGL075C	7.38	6.82	8.34	6.55	7.87	7.09
YGL076C	5164.65	5041.6	4801.74	4806.42	4974.33	4453.34
YGL077C	71.35	75.92	68.35	70.13	69.58	70.44
YGL078C	109.0	119.85	120.46	131.54	129.03	129.39
YGL079W	19.99	19.8	16.3	16.93	18.68	16.48
YGL080W	80.14	80.7	92.76	67.98	76.48	73.33
YGL081W	2.48	2.39	2.89	1.16	0.79	1.03
YGL082W	33.68	34.11	39.98	34.0	34.71	35.65
YGL083W	11.49	13.16	12.65	14.14	13.96	13.35
YGL084C	36.62	38.33	36.17	37.93	37.9	38.23
YGL085W	5.76	7.23	6.16	6.16	6.72	9.43
YGL086W	12.46	11.58	11.72	12.74	10.2	9.75
YGL087C	90.77	86.63	97.22	101.22	107.33	101.8
YGL088W	0.31	0.26	1.21	0.13	0.0	0.52
YGL089C	0.0	0.26	0.24	0.64	0.43	0.0
YGL090W	2.47	2.71	2.44	2.4	2.26	2.91
YGL091C	33.07	28.59	33.05	45.72	43.9	46.64
YGL092W	40.86	44.48	41.01	45.12	39.83	41.97
YGL093W	9.36	11.15	8.46	13.05	10.36	11.29
YGL094C	7.33	8.4	9.7	8.53	8.19	8.03
YGL095C	13.76	17.22	16.94	15.7	15.64	16.83
YGL096W	2.07	2.04	1.56	1.57	1.5	1.18
YGL097W	93.06	91.77	108.2	100.41	102.52	111.26
YGL098W	22.13	22.75	23.56	17.24	18.54	18.07
YGL099W	78.78	83.74	76.74	87.38	83.99	72.08
YGL100W	62.4	57.1	68.89	73.47	73.97	78.21
YGL101W	58.21	63.69	56.91	50.58	46.99	45.44
YGL103W	7548.03	7210.07	7559.9	6394.9	7068.24	6785.89
YGL104C	5.62	6.43	5.27	5.99	5.48	6.5
YGL105W	649.92	661.14	593.77	804.59	793.54	762.7
YGL106W	334.22	335.29	336.2	393.46	412.52	414.71
YGL107C	14.76	16.28	18.22	17.67	17.31	17.91
YGL108C	20.24	22.39	27.04	26.66	24.84	27.03
YGL110C	11.16	11.97	13.47	12.2	10.58	12.37
YGL111W	52.55	58.64	56.77	43.01	40.03	41.18
YGL112C	37.3	39.08	39.07	45.73	46.09	45.88
YGL113W	2.54	2.63	2.26	2.36	2.85	2.6
YGL114W	13.28	13.39	16.48	15.93	15.79	17.65
YGL115W	60.85	61.31	65.94	59.9	57.48	63.42
YGL116W	16.17	20.46	17.22	22.65	19.83	21.03
YGL117W	3.57	4.48	6.24	8.84	10.81	8.87
YGL118C	0.13	0.22	0.41	0.21	0.6	1.31
YGL119W	13.64	15.81	16.09	17.08	14.59	16.4
YGL120C	111.0	113.84	114.9	156.16	154.07	161.58
YGL121C	3.89	3.38	5.12	3.9	3.7	4.72
YGL122C	85.88	90.09	76.77	90.52	82.46	84.25
YGL123W	4874.5	4841.07	4678.01	4387.86	4646.65	4377.63
YGL124C	5.71	6.06	7.51	7.64	7.28	8.2
YGL125W	9.28	7.96	10.03	8.73	8.79	7.46
YGL126W	15.54	15.34	18.37	17.79	19.01	22.87
YGL127C	50.52	48.0	45.08	42.59	49.6	47.57
YGL128C	7.89	10.17	9.77	10.06	11.36	8.56
YGL129C	24.06	24.68	25.69	21.73	25.24	24.86
YGL130W	32.77	34.78	36.2	40.67	40.89	38.2
YGL131C	1.93	1.97	2.6	1.96	2.23	2.19
YGL133W	7.75	8.15	6.99	9.71	8.52	7.87
YGL134W	4.49	3.79	5.39	5.76	3.8	5.28
YGL135W	3861.25	3837.02	3689.33	2901.08	3196.61	3056.15
YGL136C	3.91	3.32	5.59	3.59	4.31	3.08
YGL137W	177.28	184.29	199.43	250.12	246.49	238.4
YGL138C	0.06	0.05	0.09	0.09	0.05	0.19
YGL139W	23.8	26.88	25.84	25.02	25.7	27.48
YGL140C	13.95	15.42	16.79	15.15	15.7	15.56
YGL141W	8.19	8.61	10.36	9.21	8.44	9.89
YGL142C	11.99	11.16	11.35	10.94	11.56	11.77
YGL143C	8.77	7.54	8.51	8.68	7.44	9.94
YGL144C	2.39	2.64	4.22	3.29	3.94	3.13
YGL145W	14.34	16.73	18.16	18.09	16.53	17.48
YGL146C	1.21	1.33	1.78	1.92	1.81	1.27
YGL147C	4434.03	4382.98	4329.0	3810.72	4139.27	3882.48
YGL148W	361.49	347.65	346.33	321.58	344.4	365.62
YGL149W	5.79	8.1	5.17	5.99	6.94	5.37
YGL150C	11.59	11.31	12.43	12.51	10.77	11.5
YGL151W	12.67	14.31	14.78	16.64	15.7	15.62
YGL153W	20.07	20.75	23.3	16.91	18.77	17.87
YGL154C	3.34	4.49	4.17	6.08	5.04	5.65
YGL155W	15.33	17.81	19.14	17.33	19.49	19.16
YGL156W	1.95	1.78	4.11	1.68	1.56	2.46
YGL157W	59.3	60.97	77.57	60.34	60.49	72.57
YGL158W	0.2	0.03	0.06	0.1	0.25	0.2
YGL159W	15.74	15.92	17.51	17.38	16.4	15.62
YGL160W	14.74	15.68	15.16	13.79	14.28	13.87
YGL161C	53.28	56.0	58.27	81.4	73.83	76.49
YGL162W	11.06	11.36	11.84	11.06	11.02	13.16
YGL163C	6.71	5.86	7.13	7.84	6.71	7.52
YGL164C	11.75	12.58	10.26	15.57	14.81	14.4
YGL166W	18.7	22.42	18.66	20.11	20.83	19.6
YGL167C	50.54	54.67	52.8	54.75	51.86	53.46
YGL168W	0.95	0.8	0.44	0.55	0.29	1.72
YGL169W	28.24	26.75	28.2	33.29	31.91	32.84
YGL170C	0.1	0.2	0.15	0.2	0.13	0.32
YGL171W	48.36	52.38	49.58	59.05	53.83	55.59
YGL172W	62.46	62.32	52.21	76.55	70.84	71.04
YGL173C	119.16	131.15	130.22	113.7	105.62	109.63
YGL174W	14.38	14.2	14.4	10.2	10.3	10.07
YGL175C	2.02	2.8	3.59	3.29	3.27	3.92
YGL176C	2.65	2.62	3.73	2.72	2.82	2.59
YGL178W	14.45	14.57	15.85	15.38	14.93	16.77
YGL179C	5.36	5.24	5.14	6.56	5.19	4.7
YGL180W	4.93	5.4	6.61	7.96	6.88	7.9
YGL181W	48.65	54.24	56.39	58.08	58.39	61.71
YGL183C	0.0	0.15	0.28	0.0	0.41	0.0
YGL184C	1.47	1.81	1.94	1.83	2.01	2.21
YGL185C	10.85	12.52	12.85	18.52	17.42	16.65
YGL186C	45.57	46.65	41.77	56.75	50.1	56.02
YGL187C	103.68	131.24	102.44	125.08	140.34	97.93
YGL188C-A	18.65	17.41	15.09	32.71	30.88	26.86
YGL189C	5521.83	5498.39	5136.58	4427.22	4611.94	4220.36
YGL190C	27.69	29.9	31.15	36.5	34.5	30.27
YGL191W	200.38	203.99	184.8	275.89	276.35	232.25
YGL192W	0.0	0.0	0.0	0.0	0.0	0.0
YGL193C	0.0	0.0	0.0	0.0	0.0	0.0
YGL194C	17.12	18.41	18.75	21.63	21.57	21.59
YGL194C-A	25.44	23.36	30.83	19.98	20.6	18.32
YGL195W	93.15	98.05	92.82	120.02	111.29	111.23
YGL196W	23.06	24.2	22.18	21.37	21.89	21.61
YGL197W	8.6	8.82	10.19	10.17	9.4	10.33
YGL198W	63.41	64.32	55.01	72.29	72.84	73.96
YGL200C	320.0	313.09	343.12	317.5	346.2	358.36
YGL201C	23.2	26.05	27.0	31.38	30.22	32.53
YGL202W	303.32	309.53	304.42	340.6	357.3	331.86
YGL203C	37.39	40.27	36.02	42.38	43.05	42.09
YGL204C	25.07	33.54	37.59	33.23	30.13	34.62
YGL205W	0.11	0.29	0.17	0.22	0.32	0.36
YGL206C	180.91	210.53	171.11	189.16	165.55	172.89
YGL207W	115.42	125.2	121.66	149.18	137.81	138.06
YGL208W	10.7	8.92	8.69	12.68	11.32	12.69
YGL209W	23.25	21.56	26.97	27.53	26.93	29.68
YGL210W	32.15	34.95	33.97	31.49	30.2	28.9
YGL211W	22.36	19.69	20.7	23.32	28.71	27.94
YGL212W	15.26	17.45	15.23	21.58	17.85	16.43
YGL213C	53.8	55.61	56.56	61.93	62.6	59.93
YGL215W	22.27	24.39	26.34	20.37	23.27	20.2
YGL216W	9.74	10.35	10.09	9.27	10.83	9.67
YGL219C	15.07	17.88	18.07	17.11	17.37	18.23
YGL220W	118.33	117.89	122.48	143.0	158.18	135.53
YGL221C	110.27	102.98	101.83	106.29	119.99	115.55
YGL222C	45.56	56.32	44.95	74.19	73.42	74.78
YGL223C	15.35	19.6	20.29	23.4	23.63	23.2
YGL224C	25.11	22.91	23.58	24.13	23.34	25.24
YGL225W	348.34	362.23	362.2	325.98	327.92	330.67
YGL226C-A	253.04	280.16	243.6	304.6	322.13	266.87
YGL226W	26.47	24.33	24.76	37.26	34.71	40.36
YGL227W	5.25	5.22	6.22	6.59	5.6	6.12
YGL228W	54.28	60.49	58.31	55.04	52.06	48.98
YGL229C	2.55	2.14	2.35	2.1	2.29	2.17
YGL230C	2.08	1.74	0.81	2.33	2.73	2.15
YGL231C	122.4	131.5	130.34	148.39	158.39	164.46
YGL232W	73.15	73.31	75.43	61.07	56.98	53.5
YGL233W	12.87	15.23	15.74	15.98	15.04	15.32
YGL234W	347.67	320.37	254.73	366.83	364.1	313.81
YGL235W	4.15	3.3	5.33	2.58	2.35	5.77
YGL236C	3.56	3.33	4.29	3.78	4.21	4.85
YGL237C	15.97	17.99	19.2	17.04	17.13	18.73
YGL238W	52.49	55.29	55.24	67.9	62.15	65.38
YGL240W	7.47	7.77	7.46	9.93	9.78	8.21
YGL241W	14.67	15.48	16.01	13.32	13.32	11.99
YGL242C	108.15	117.53	131.13	143.85	138.06	152.33
YGL243W	5.8	7.11	6.06	6.51	5.94	6.37
YGL244W	60.14	68.46	61.21	70.37	65.31	61.61
YGL245W	641.48	627.5	628.59	775.96	771.54	755.78
YGL246C	23.94	27.03	30.32	32.01	29.9	29.22
YGL247W	11.44	10.32	12.89	11.09	10.82	9.16
YGL248W	10.75	12.21	13.86	12.67	14.17	12.53
YGL249W	0.03	0.29	0.04	0.21	0.21	0.14
YGL250W	7.49	8.59	7.73	9.35	7.52	9.58
YGL251C	0.57	0.7	0.77	0.35	0.28	0.31
YGL252C	29.66	30.68	33.63	31.02	29.67	32.19
YGL253W	1268.47	1218.96	1251.06	977.67	993.07	1053.31
YGL254W	15.96	15.3	14.83	17.53	19.67	17.22
YGL255W	46.27	36.73	28.54	15.42	14.16	13.53
YGL256W	8.26	10.15	8.53	9.49	9.46	8.91
YGL257C	9.31	10.3	10.77	11.55	9.93	8.07
YGL258W	0.19	0.28	0.74	0.18	0.21	0.47
YGL258W-A	0.0	0.0	0.0	0.0	0.0	0.0
YGL259W	0.46	0.28	0.08	0.84	0.29	0.6
YGL260W	0.0	0.0	0.37	0.0	0.0	0.39
YGL261C	0.0	0.0	0.0	0.07	0.0	0.0
YGL262W	0.0	0.0	0.0	0.0	0.0	0.0
YGL263W	0.47	0.4	0.24	2.39	2.5	2.44
YGR001C	127.83	123.05	124.21	151.92	148.66	151.52
YGR002C	15.18	17.47	18.48	16.11	15.69	15.64
YGR003W	8.52	8.65	11.25	11.96	11.21	10.49
YGR004W	14.02	15.26	14.24	13.51	14.88	15.74
YGR005C	44.92	46.71	45.9	50.16	48.49	45.67
YGR006W	12.3	11.48	11.08	13.72	12.68	13.63
